% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,1408.34236111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,15,7364070.29507,4225.02708333,valid
0,0,0,0,0,0,0,0,0,0,0,894.024618055,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,95,0.0,-9818291.72315,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,837.168692129,0,0,2,1,4,1,2,0.5,2.0,1.0,2.0,0,2,93,-7365783.81608,-19641962.0292,valid
0,0,0,0,0,0,0,0,0,0,0,894.024618055,0,0,2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,95,0.0,-9818291.72315,valid
0,0,0,0,0,0,0,0,0,0,0,3061.53960648,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7359110.70333,9184.61881944,valid
0,0,0,0,0,0,0,0,0,0,0,544.723946759,544.723946759,0,5,17,14,5,5,3.4,2.8,3.4,2.8,1,2,10,7366272.78304,-68751913.7689,valid
0,0,0,0,0,0,0,0,0,0,0,624.774953703,0,0,8,23,9,8,6,2.875,1.125,2.875,1.5,0,4,112,34352018.1166,-44133013.2357,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1626.83606481,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,43,7363414.81396,4880.50819444,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2795.63508102,0,0,4,14,5,4,3,3.5,1.25,3.5,1.66666666667,0,3,112,22075156.7182,-24502103.07,valid
0,0,0,0,0,0,0,0,0,0,0,151.185023148,0,0,1,7,9,1,1,7.0,9.0,7.0,9.0,0,1,54,-4911894.51139,-44207352.9725,valid
0,0,0,0,0,0,0,0,0,0,0,1594.91775463,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,16,31908545.7985,20733.9308102,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,894.025636574,0,0,2,8,1,2,1,4.0,0.5,4.0,1.0,0,2,13,17171048.2772,-4888768.02229,valid
0,0,0,0,0,0,0,0,0,0,0,2795.63508102,0,0,3,5,3,3,2,1.66666666667,1.0,1.66666666667,1.5,0,3,86,4905235.05152,-14712257.1327,valid
0,0,0,0,0,0,0,0,0,0,0,620.808275463,0,0,1,7,5,1,1,7.0,5.0,7.0,5.0,0,1,15,4910955.26488,-24553534.7079,valid
0,0,0,0,0,0,0,0,0,0,0,1291.91115741,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,26,7364419.58868,3875.73347222,valid
0,0,0,0,0,0,0,0,0,0,0,1036.91467593,0,0,4,7,10,3,4,1.75,2.5,2.33333333333,2.5,0,3,18,-7368918.4458,-49081482.8193,valid
0,0,0,0,0,0,0,0,0,0,0,622.90037037,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,24,7366426.62104,1868.70111111,valid
0,0,0,0,0,0,0,0,0,0,0,2794.89993056,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,62,7359910.62236,8384.69979167,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3130.99384259,0,0,4,9,10,3,3,2.25,2.5,3.0,3.33333333333,0,3,105,-2454969.78126,-49057066.6328,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,622.738090278,0,0,1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,4,0.0,-9821902.81051,valid
0,0,0,0,0,0,0,0,0,0,0,1924.57262731,0,0,3,4,4,2,2,1.33333333333,1.33333333333,2.0,2.0,0,3,57,-3273.09545139,-19629729.3277,valid
0,0,0,0,0,0,0,0,0,0,0,2761.80038194,0,0,3,5,5,2,2,1.66666666667,1.66666666667,2.5,2.5,0,2,130,-1476.77384259,-24531224.0989,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3250.09689815,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,10,-7358545.03146,-14726840.3536,valid
0,0,0,0,0,0,0,0,0,0,0,93.9573263885,0,0,1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,62,0.0,-24560044.8339,valid
0,0,0,0,0,0,0,0,0,0,0,1229.29550926,0,0,1,47,0,1,0,47.0,0.0,47.0,0,0,1,28,115378849.825,57776.8889352,valid
0,0,0,0,0,0,0,0,0,0,0,88.9733564812,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,3,17192066.2715,622.813495368,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2795.63508102,0,0,3,5,3,3,2,1.66666666667,1.0,1.66666666667,1.5,0,3,86,4905235.05152,-14712257.1327,valid
0,0,0,0,0,0,0,0,0,0,0,3633.8887963,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,94,7357393.65576,10901.6663889,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1692.1996875,0,0,2,5,1,2,1,2.5,0.5,2.5,1.0,0,1,14,9816955.02931,-4901373.7485,valid
0,0,0,0,0,0,0,0,0,0,0,629.058622685,0,0,6,34,14,6,5,5.66666666667,2.33333333333,5.66666666667,2.8,0,2,66,49074051.8554,-68674295.5156,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3252.48833333,0,0,2,17,2,2,1,8.5,1.0,8.5,2.0,0,2,133,36786968.3247,-9756875.52343,valid
0,0,0,0,0,0,0,0,0,0,0,3094.5656713,0,0,3,13,3,3,1,4.33333333333,1.0,4.33333333333,3.0,0,2,156,24525277.3505,-14682316.1936,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,81.265532407,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,24,0.0,-4912034.35037,valid
0,0,0,0,0,0,0,0,0,0,0,894.024618055,0,0,2,7,1,2,1,3.5,0.5,3.5,1.0,0,2,95,14723648.6728,-4897466.86074,valid
0,0,0,0,0,0,0,0,0,0,0,216.794351852,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,33,12279408.2318,1083.97175926,valid
0,0,0,0,0,0,0,0,0,0,0,894.024618055,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,119,7359910.62236,-4902024.13241,valid
0,0,0,0,0,0,0,0,0,0,0,2080.76181713,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,24,7362053.0367,6242.28545139,valid
0,0,0,0,0,0,0,0,0,0,0,1034.85517361,0,0,2,3,2,2,1,1.5,1.0,1.5,2.0,0,2,34,2453919.44605,-9818075.34751,valid
0,0,0,0,0,0,0,0,0,0,0,629.674791666,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,12,27010156.4252,6926.42270833,valid
0,0,0,0,0,0,0,0,0,0,0,81.2250578701,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,64,0.0,-29472104.7298,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3633.8887963,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,94,7357393.65576,10901.6663889,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,624.826608796,624.826608796,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,56,19643788.9129,4998.61287037,valid
0,0,0,0,0,0,0,0,0,0,0,624.709050926,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,3,34376632.2433,8745.92671296,valid
0,0,0,0,0,0,0,0,0,0,0,286.688564815,0,0,4,4,4,3,3,1.0,1.0,1.33333333333,1.33333333333,0,1,18,0.0106828697026,-19644526.9947,valid
0,0,0,0,0,0,0,0,0,0,0,216.794351852,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,33,9823526.58546,867.177407406,valid
0,0,0,0,0,0,0,0,0,0,0,2076.6169213,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,23,7362065.47139,6229.85076389,valid
0,0,0,0,0,0,0,0,0,0,0,2080.76521991,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7362053.02649,6242.29565972,valid
0,0,0,0,0,0,0,0,0,0,0,1595.01230324,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7363510.28524,4785.03690972,valid
0,0,0,0,0,0,0,0,0,0,0,1297.87267361,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7364401.70413,3893.61802083,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,684.773634259,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7366241.00125,2054.32090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,624.5796875,0,0,2,5,5,1,1,2.5,2.5,5.0,5.0,0,1,9,-0.538541665301,-24554738.0718,valid
0,0,0,0,0,0,0,0,0,0,0,2158.61655093,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,20,12269699.1208,10793.0827546,valid
0,0,0,0,0,0,0,0,0,0,0,622.108645833,0,0,1,13,13,1,1,13.0,13.0,13.0,13.0,0,1,32,0.0,-63842384.6339,valid
0,0,0,0,0,0,0,0,0,0,0,1595.06482639,0,0,3,13,7,3,2,4.33333333333,2.33333333333,4.33333333333,3.5,0,3,60,14716405.2643,-34323001.5036,valid
0,0,0,0,0,0,0,0,0,0,0,3633.8887963,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,94,7357393.65576,10901.6663889,valid
0,0,0,0,0,0,0,0,0,0,0,14.1990393517,0,0,2,6,2,2,1,3.0,1.0,3.0,2.0,0,2,30,9821293.88569,-9821237.08954,valid
0,0,0,0,0,0,0,0,0,0,0,436.32693287,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,7,0.0,-4911324.22757,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2794.89993056,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,62,12266517.7039,13974.4996528,valid
0,0,0,0,0,0,0,0,0,0,0,75.8542939811,0,0,2,9,9,2,2,4.5,4.5,4.5,4.5,0,1,32,0.0,-44200758.9947,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,624.690844907,0,0,1,12,0,1,0,12.0,0.0,12.0,0,0,1,60,29465684.9985,7496.29013888,valid
0,0,0,0,0,0,0,0,0,0,0,3524.54887731,0,0,2,9,1,2,1,4.5,0.5,4.5,1.0,0,2,101,19619716.4398,-4876076.69775,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2158.19260417,0,0,3,5,4,2,2,1.66666666667,1.33333333333,2.5,2.0,0,2,31,2453939.35941,-19629362.8628,valid
0,0,0,0,0,0,0,0,0,0,0,1535.40145833,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,77,14727378.2356,9212.40875,valid
0,0,0,0,0,0,0,0,0,0,0,628.109525463,0,0,3,25,2,3,2,8.33333333333,0.666666666667,8.33333333333,1.0,0,1,8,56475809.5675,-9807426.65565,valid
0,0,0,0,0,0,0,0,0,0,0,1490.07790509,0,0,2,36,18,2,1,18.0,9.0,18.0,18.0,0,2,47,44175129.6256,-88331258.754,valid
0,0,0,0,0,0,0,0,0,0,0,216.794351852,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,33,7367644.9391,650.383055555,valid
0,0,0,0,0,0,0,0,0,0,0,93.9573263885,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,62,0.0,-4912008.96678,valid
0,0,0,0,0,0,0,0,0,0,0,2788.86894676,0,0,2,6,6,1,1,3.0,3.0,6.0,6.0,0,2,70,-2052.749375,-29437662.1119,valid
0,0,0,0,0,0,0,0,0,0,0,2158.19260417,0,0,2,15,20,1,1,7.5,10.0,15.0,20.0,0,1,18,-12269701.5466,-98168400.5815,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,118.049780092,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,3,7367941.17281,354.149340276,valid
0,0,0,0,0,0,0,0,0,0,0,105.032233796,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,1,0.0,-4911986.81697,valid
0,0,0,0,0,0,0,0,0,0,0,2185.84415509,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,18,7360402.82441,-4899932.69538,valid
0,0,0,0,0,0,0,0,0,0,0,1042.89006944,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,32,7364607.43562,-4906423.21477,valid
0,0,0,0,0,0,0,0,0,0,0,81.2459143517,0,0,2,3,6,2,2,1.5,3.0,1.5,3.0,0,1,34,-7368051.52556,-29472449.9381,valid
0,0,0,0,0,0,0,0,0,0,0,891.864050926,0,0,2,7,1,2,1,3.5,0.5,3.5,1.0,0,1,25,14726827.2747,-4900649.78368,valid
0,0,0,0,0,0,0,0,0,0,0,2928.59545139,0,0,3,4,4,2,2,1.33333333333,1.33333333333,2.0,2.0,0,1,109,-607.195173612,-19624419.6164,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,624.555289352,0,0,4,18,9,4,3,4.5,2.25,4.5,3.0,0,1,63,22099263.7523,-44192906.7357,valid
0,0,0,0,0,0,0,0,0,0,0,464.932002314,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,23,34378869.122,6509.0480324,valid
0,0,0,0,0,0,0,0,0,0,0,1034.85517361,0,0,4,24,6,4,2,6.0,1.5,6.0,3.0,0,3,181,44145499.2308,-29384132.0615,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1535.40145833,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,77,34363882.5496,21495.6204167,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,91.7910416666,0,0,1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,91,0.0,-9824026.5987,valid
0,0,0,0,0,0,0,0,0,0,0,797.084895833,0,0,5,20,6,5,4,4.0,1.2,4.0,1.5,0,4,37,34365624.511,-29439254.7312,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2185.84450231,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,30,14723475.5773,13115.0670139,valid
0,0,0,0,0,0,0,0,0,0,0,624.687395833,0,0,2,25,25,1,1,12.5,12.5,25.0,25.0,0,1,62,-0.0862268507481,-122773687.58,valid
0,0,0,0,0,0,0,0,0,0,0,2887.39996528,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,7,26985321.4483,31761.3996181,valid
0,0,0,0,0,0,0,0,0,0,0,464.932002314,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,23,24556335.0872,4649.32002315,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1034.85517361,0,0,4,41,6,4,2,10.25,1.5,10.25,3.0,0,3,84,85865060.7527,-29350248.1868,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,18.0860185181,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,4,0.0,-4912160.7094,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1535.40145833,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,77,7363689.11778,4606.204375,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1711.76277778,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7363160.03382,5135.28833333,valid
0,0,0,0,0,0,0,0,0,0,0,1408.34236111,0,0,1,21,0,1,0,21.0,0.0,21.0,0,0,1,15,51548492.0655,29575.1895833,valid
0,0,0,0,0,0,0,0,0,0,0,1924.57262731,2023.80663194,0,2,5,5,1,1,2.5,2.5,5.0,5.0,1,2,47,-496.170023149,-24541242.5109,valid
0,0,0,0,0,0,0,0,0,0,0,2185.84450231,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,30,24539125.9622,21858.4450231,valid
0,0,0,0,0,0,0,0,0,0,0,616.004837963,0,0,1,0,1,0,1,0.0,1.0,0,1.0,0,1,40,-2455482.43588,-4911580.8766,valid
0,0,0,0,0,0,0,0,0,0,0,614.892847222,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,28,0.0,-4910967.09574,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,893.11855324,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,32,12276026.6108,4465.5927662,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2477.94921296,0,0,3,12,2,3,2,4.0,0.666666666667,4.0,1.0,0,1,37,24533443.9491,-9786635.74118,valid
0,0,0,0,0,0,0,0,0,0,0,622.108645833,0,0,1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,32,0.0,-24554763.3207,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,837.168692129,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,119,-7163.57399306,-14724404.0582,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,88.6928124996,0,0,2,6,0,2,0,3.0,0.0,3.0,0,0,1,59,14735871.0108,719.633506943,valid
0,0,0,0,0,0,0,0,0,0,0,837.168692129,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,129,-6088.98479167,-14725478.6474,valid
0,0,0,0,0,0,0,0,0,0,0,1535.40145833,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,77,7363689.11778,4606.204375,valid
0,0,0,0,0,0,0,0,0,0,0,91.7910416666,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,91,0.0,-4912013.29935,valid
0,0,0,0,0,0,0,0,0,0,0,1595.0478125,0,0,2,16,1,2,1,8.0,0.5,8.0,1.0,0,1,14,36813581.3599,-4881111.53494,valid
0,0,0,0,0,0,0,0,0,0,0,1516.36924769,0,0,1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,14,0.0,-24545820.7147,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2078.11842593,0,0,2,3,0,2,0,1.5,0.0,1.5,0,0,2,29,7362055.41877,6239.90337963,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1516.36924769,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,53,7362521.60427,-14721718.7109,valid
0,0,0,0,0,0,0,0,0,0,0,616.004837963,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,40,0.0,-4910964.87176,valid
0,0,0,0,0,0,0,0,0,0,0,1036.91467593,0,0,2,7,6,1,1,3.5,3.0,7.0,6.0,0,2,36,2450337.58933,-29454977.4611,valid
0,0,0,0,0,0,0,0,0,0,0,110.190347222,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7367964.75111,330.571041666,valid
0,0,0,0,0,0,0,0,0,0,0,93.9573263885,0,0,1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,62,0.0,-9824017.93356,valid
0,0,0,0,0,0,0,0,0,0,0,1594.91775463,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,16,17181524.6607,11164.4242824,valid
0,0,0,0,0,0,0,0,0,0,0,1298.65814815,0,0,3,39,5,3,2,13.0,1.66666666667,13.0,2.5,0,2,46,83455752.2544,-24495962.2181,valid
0,0,0,0,0,0,0,0,0,0,0,629.160300926,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,14,7366407.84125,1887.48090278,valid
0,0,0,0,0,0,0,0,0,0,0,619.891469907,0,0,3,6,15,2,2,2.0,5.0,3.0,7.5,0,1,37,-22099311.5273,-73669930.8473,valid
0,0,0,0,0,0,0,0,0,0,0,3061.53960648,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7359110.70333,9184.61881944,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1229.3972338,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,22,7364607.13045,3688.19170139,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3128.52638889,0,0,2,8,2,2,1,4.0,1.0,4.0,2.0,0,1,5,14717819.4678,-9793108.48079,valid
0,0,0,0,0,0,0,0,0,0,0,628.890868055,0,0,8,25,14,8,7,3.125,1.75,3.125,2.0,0,4,124,26983130.2736,-68680542.2528,valid
0,0,0,0,0,0,0,0,0,0,0,2794.89993056,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,62,7359910.62236,8384.69979167,valid
