% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
23,154,102,23,21,6.69565217391,4.4347826087,6.69565217391,4.85714285714,0,4,1234.15864583,0,0,valid
34,251,147,34,28,7.38235294118,4.32352941176,7.38235294118,5.25,10,5,1127.76688657,1137.48391204,182.787835648,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1464.26418981,0,0,valid
5,46,20,5,2,9.2,4.0,9.2,10.0,2,3,2006.53748843,2316.74002315,2316.74002315,valid
1,32,0,1,0,32.0,0.0,32.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
4,29,15,4,3,7.25,3.75,7.25,5.0,0,2,2335.12040509,0,0,valid
2,1,1,1,1,0.5,0.5,1.0,1.0,0,1,2367.36493056,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1257.03306713,0,0,valid
3,7,4,3,2,2.33333333333,1.33333333333,2.33333333333,2.0,0,1,1471.34232639,0,0,valid
3,8,4,3,2,2.66666666667,1.33333333333,2.66666666667,2.0,2,1,2360.08206019,2360.08206019,2360.08206019,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,2409.28606481,2409.28606481,2409.28606481,valid
1,33,0,1,0,33.0,0.0,33.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,22,0,2,0,11.0,0.0,11.0,0,0,1,2006.33226852,0,0,valid
4,32,6,4,3,8.0,1.5,8.0,2.0,0,4,1234.16006944,0,0,valid
6,30,10,6,5,5.0,1.66666666667,5.0,2.0,1,2,963.468159722,963.468159722,963.468159722,valid
2,25,3,2,1,12.5,1.5,12.5,3.0,0,1,1434.27391204,0,0,valid
4,59,4,4,3,14.75,1.0,14.75,1.33333333333,0,3,1234.16006944,0,0,valid
3,19,10,3,2,6.33333333333,3.33333333333,6.33333333333,5.0,1,2,2380.09009259,2413.29033565,2413.29033565,valid
1,48,0,1,0,48.0,0.0,48.0,0,0,1,3305.25856481,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,951.842534722,0,0,valid
3,20,3,3,2,6.66666666667,1.0,6.66666666667,1.5,0,1,1464.07013889,0,0,valid
4,4,3,2,2,1.0,0.75,2.0,1.5,0,1,2365.08215278,0,0,valid
3,29,2,2,2,9.66666666667,0.666666666667,14.5,1.0,0,2,1458.131875,0,0,valid
5,22,22,4,4,4.4,4.4,5.5,5.5,0,1,2356.15590278,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,2360.08206019,2360.08206019,2360.08206019,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1385.07903935,0,0,valid
6,29,9,6,5,4.83333333333,1.5,4.83333333333,1.8,0,2,933.348344907,0,0,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
3,8,8,2,2,2.66666666667,2.66666666667,4.0,4.0,0,1,1904.0747338,0,0,valid
2,5,0,2,0,2.5,0.0,2.5,0,0,1,1462.12520833,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,2373.19247685,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,1463.5440162,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1385.07903935,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,951.842534722,0,0,valid
2,232,4,2,1,116.0,2.0,116.0,4.0,1,2,2599.70252315,2599.70252315,2599.70252315,valid
2,13,10,1,1,6.5,5.0,13.0,10.0,0,1,2413.28726852,0,0,valid
2,7,1,1,1,3.5,0.5,7.0,1.0,1,2,2335.64309028,2409.29038194,2409.29038194,valid
7,22,19,7,6,3.14285714286,2.71428571429,3.14285714286,3.16666666667,1,2,2379.43298611,2414.17972222,2414.17972222,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,1,2413.29033565,2413.29033565,2413.29033565,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1487.50252315,0,0,valid
2,8,6,2,1,4.0,3.0,4.0,6.0,1,1,2409.28606481,2409.28606481,2409.28606481,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
5,17,14,5,4,3.4,2.8,3.4,3.5,1,3,2379.43298611,2409.29038194,2409.29038194,valid
4,21,3,4,3,5.25,0.75,5.25,1.0,0,1,933.348344907,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1464.26418981,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1464.26418981,0,0,valid
2,8,3,2,1,4.0,1.5,4.0,3.0,1,1,2413.29033565,2413.29033565,2413.29033565,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,2409.29038194,2409.29038194,740.033854167,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1489.20583333,0,0,valid
2,10,5,2,1,5.0,2.5,5.0,5.0,1,1,2409.28606481,2409.28606481,2409.28606481,valid
5,27,15,4,4,5.4,3.0,6.75,3.75,0,1,1467.11511574,0,0,valid
7,25,18,6,6,3.57142857143,2.57142857143,4.16666666667,3.0,1,3,1380.06295139,0,575.195393519,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1464.26418981,0,0,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,1464.26418981,0,0,valid
5,10,7,5,4,2.0,1.4,2.0,1.75,0,2,2380.10549769,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1185.0459375,0,0,valid
1,223,0,1,0,223.0,0.0,223.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,25,0,1,0,25.0,0.0,25.0,0,0,1,952.745972222,0,0,valid
3,6,6,2,2,2.0,2.0,3.0,3.0,0,3,2324.00424768,0,0,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,1234.15318287,0,0,valid
2,17,12,2,1,8.5,6.0,8.5,12.0,1,1,2409.28606481,2409.28606481,2409.28606481,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,2208.09303241,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,26,0,1,0,26.0,0.0,26.0,0,0,1,2342.10061343,2342.10061343,2342.10061343,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1481.10144676,0,0,valid
2,27,9,2,1,13.5,4.5,13.5,9.0,0,1,959.292847222,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1478.2319213,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,933.348344907,0,0,valid
2,1,1,1,1,0.5,0.5,1.0,1.0,0,1,2367.36493056,0,0,valid
20,124,71,19,13,6.2,3.55,6.52631578947,5.46153846154,2,6,1468.12402778,1489.5541088,1489.5541088,valid
4,9,8,4,2,2.25,2.0,2.25,4.0,1,3,1349.16913194,2413.29033565,2413.29033565,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,3305.25856481,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2314.44462963,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2007.08136574,0,0,valid
6,13,12,4,3,2.16666666667,2.0,3.25,4.0,0,4,2307.44251157,0,0,valid
4,18,11,4,3,4.5,2.75,4.5,3.66666666667,1,3,2328.93226852,2413.29033565,2413.29033565,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2409.29038194,2409.29038194,2409.29038194,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,1434.27391204,0,0,valid
10,23,14,10,7,2.3,1.4,2.3,2.0,2,4,1170.51700231,1476.14686343,1476.14686343,valid
7,15,9,7,5,2.14285714286,1.28571428571,2.14285714286,1.8,3,4,2007.2584375,2007.2584375,2007.2584375,valid
5,62,32,5,4,12.4,6.4,12.4,8.0,2,3,2316.23868056,2316.74002315,2316.74002315,valid
4,18,6,4,3,4.5,1.5,4.5,2.0,0,3,1235.19260417,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
4,12,5,3,3,3.0,1.25,4.0,1.66666666667,0,1,2001.1053588,0,0,valid
5,32,36,5,4,6.4,7.2,6.4,9.0,0,1,941.170474537,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,30,0,1,0,30.0,0.0,30.0,0,0,1,2373.19247685,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2409.27612269,2409.27612269,2409.27612269,valid
6,23,10,6,5,3.83333333333,1.66666666667,3.83333333333,2.0,0,3,1235.26578704,0,0,valid
5,22,10,5,3,4.4,2.0,4.4,3.33333333333,1,2,1476.1659375,2007.08075231,2007.08075231,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1464.26418981,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,951.842534722,0,0,valid
1,56,0,1,0,56.0,0.0,56.0,0,0,1,2360.08206019,0,0,valid
3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,0,3,1377.98028935,0,0,valid
3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,0,1,1470.01633102,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,2373.19247685,0,0,valid
2,3,14,1,1,1.5,7.0,3.0,14.0,0,1,1245.91575231,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,4,2,2,1,2.0,1.0,2.0,2.0,0,2,2617.35545139,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2409.29038194,2409.29038194,2409.29038194,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1470.33298611,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2009.17253472,2009.17253472,2009.17253472,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,963.85619213,0,0,valid
6,52,54,4,4,8.66666666667,9.0,13.0,13.5,1,4,1487.18443287,2413.29033565,2413.29033565,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2208.09392361,0,0,valid
3,14,11,2,1,4.66666666667,3.66666666667,7.0,11.0,0,2,2335.12040509,0,0,valid
7,74,31,7,6,10.5714285714,4.42857142857,10.5714285714,5.16666666667,1,3,1235.19260417,2409.29038194,2409.29038194,valid
4,9,6,4,3,2.25,1.5,2.25,2.0,1,2,1164.47752315,2413.29033565,2413.29033565,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1352.10252315,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2409.28606481,2409.28606481,2409.28606481,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,951.842534722,0,0,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,22,3,2,1,11.0,1.5,11.0,3.0,0,1,1463.5440162,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1464.26418981,0,0,valid
4,9,6,4,3,2.25,1.5,2.25,2.0,0,3,2320.84883102,0,0,valid
4,22,12,4,3,5.5,3.0,5.5,4.0,0,2,1994.77791667,0,0,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,2413.29033565,2413.29033565,2413.29033565,valid
2,37,1,2,1,18.5,0.5,18.5,1.0,0,1,1995.17604167,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1471.34232639,0,0,valid
5,54,12,5,4,10.8,2.4,10.8,3.0,0,2,1235.19260417,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2365.08215278,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1489.20583333,0,0,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,1,910.527141204,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,2007.08136574,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,2613.96648148,0,0,valid
4,18,11,3,3,4.5,2.75,6.0,3.66666666667,1,2,2328.93226852,2413.29033565,2413.29033565,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,1,1985.08414352,1985.08414352,1985.08414352,valid
2,37,1,2,1,18.5,0.5,18.5,1.0,1,2,2599.95230324,3305.25856481,3305.25856481,valid
2,6,0,2,0,3.0,0.0,3.0,0,0,2,2303.96488426,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,2373.19247685,0,0,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
3,22,8,3,2,7.33333333333,2.66666666667,7.33333333333,4.0,0,2,2335.12040509,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,951.842534722,0,0,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,1272.69206019,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2372.13634259,2372.13634259,2372.13634259,valid
11,76,43,11,10,6.90909090909,3.90909090909,6.90909090909,4.3,0,5,1234.16006944,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,7,1,2,1,3.5,0.5,3.5,1.0,0,1,1470.06449074,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,2409.28606481,2409.28606481,2409.28606481,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1609.18476852,0,0,valid
2,146,2,2,1,73.0,1.0,73.0,2.0,1,2,2599.95230324,3305.25856481,3305.25856481,valid
2,7,5,1,1,3.5,2.5,7.0,5.0,0,2,1468.12402778,0,0,valid
4,26,28,4,3,6.5,7.0,6.5,9.33333333333,0,1,1184.95606481,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1257.03306713,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
7,25,4,7,4,3.57142857143,0.571428571429,3.57142857143,1.0,0,3,1467.11511574,0,0,valid
3,33,25,3,2,11.0,8.33333333333,11.0,12.5,1,2,2386.3902662,2409.28606481,2409.28606481,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
1,35,0,1,0,35.0,0.0,35.0,0,0,1,1434.10673611,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,1463.57914352,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2373.19247685,0,0,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,2409.28606481,2409.28606481,2409.28606481,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,1471.34232639,0,0,valid
2,9,1,2,1,4.5,0.5,4.5,1.0,0,2,2358.73805556,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1467.22085648,0,0,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,951.842534722,0,0,valid
3,12,2,3,2,4.0,0.666666666667,4.0,1.0,1,2,1472.3827662,2372.13634259,2372.13634259,valid
3,21,11,3,2,7.0,3.66666666667,7.0,5.5,0,2,1994.77791667,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2320.84883102,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2409.29038194,2409.29038194,2409.29038194,valid
2,21,19,1,1,10.5,9.5,21.0,19.0,0,1,2412.32938657,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3305.25856481,3305.25856481,3305.25856481,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,2013.16179398,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1464.26418981,0,0,valid
