% []
@RELATION base

@ATTRIBUTE diff_commits NUMERIC
@ATTRIBUTE diff_commitsApproved NUMERIC
@ATTRIBUTE numBlobs NUMERIC
@ATTRIBUTE numPatchs NUMERIC
@ATTRIBUTE numCommits NUMERIC
@ATTRIBUTE len_times NUMERIC
@ATTRIBUTE max_times NUMERIC
@ATTRIBUTE p01_times NUMERIC
@ATTRIBUTE p02_times NUMERIC
@ATTRIBUTE mx1_times NUMERIC
@ATTRIBUTE less5_times NUMERIC
@ATTRIBUTE less10_times NUMERIC
@ATTRIBUTE len_difftimes NUMERIC
@ATTRIBUTE max_difftimes NUMERIC
@ATTRIBUTE mx1_difftimes NUMERIC
@ATTRIBUTE ones_difftimes NUMERIC
@ATTRIBUTE less5_difftimes NUMERIC
@ATTRIBUTE less10_difftimes NUMERIC
@ATTRIBUTE len_timesApproved NUMERIC
@ATTRIBUTE mean_timesApproved NUMERIC
@ATTRIBUTE median_timesApproved NUMERIC
@ATTRIBUTE max_timesApproved NUMERIC
@ATTRIBUTE p01_timesApproved NUMERIC
@ATTRIBUTE p02_timesApproved NUMERIC
@ATTRIBUTE mx1_timesApproved NUMERIC
@ATTRIBUTE less5_timesApproved NUMERIC
@ATTRIBUTE less10_timesApproved NUMERIC
@ATTRIBUTE len_difftimesApproved NUMERIC
@ATTRIBUTE max_difftimesApproved NUMERIC
@ATTRIBUTE p01_difftimesApproved NUMERIC
@ATTRIBUTE mx1__difftimesApproved NUMERIC
@ATTRIBUTE ones_difftimesApproved NUMERIC
@ATTRIBUTE less5_difftimesApproved NUMERIC
@ATTRIBUTE less10_difftimesApproved NUMERIC
@ATTRIBUTE len_groups NUMERIC
@ATTRIBUTE len_groupsApproved NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
3,2,7,3,3,276,289.053738425,0.108695652174,0.108695652174,0.891304347826,0.0,0.0,3,289.053738425,0.333333333333,3.0,3.0,3.0,133,368.782627315,371.898657407,289.053738425,0.0375939849624,0.0375939849624,0.962406015038,1.0,1.0,2,289.053738425,0.0,0.5,2.0,2.0,2.0,7,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,2,3,1,2,65,360.106180555,0.0,0.0,0.753846153846,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,36,371.574409722,371.902071759,360.106180555,0.0277777777778,0.0277777777778,0.972222222222,1.0,1.0,2,360.106180555,0.0,0.5,2.0,2.0,2.0,4,2,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,4,9,4,5,606,360.106180555,0.0924092409241,0.0924092409241,0.476897689769,0.0,0.0,5,360.106180555,0.2,5.0,5.0,5.0,340,371.904583333,371.904560185,371.901168981,0.0794117647059,0.0794117647059,0.485294117647,0.0,1.0,4,371.901168981,0.0,0.25,4.0,4.0,4.0,128,91,valid
6,5,13,6,7,346,360.106180555,0.0895953757225,0.0895953757225,0.910404624277,3.0,4.0,6,360.106180555,0.166666666667,6.0,6.0,6.0,158,371.901631944,371.90167824,371.900625,0.0569620253165,0.0569620253165,0.943037974684,4.0,4.0,5,371.900625,0.0,0.2,5.0,5.0,5.0,13,10,valid
2,2,3,1,2,74,360.106180555,0.0,0.0,0.783783783784,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,40,371.606793981,371.90167824,360.106180555,0.025,0.025,0.975,1.0,1.0,2,360.106180555,0.0,0.5,2.0,2.0,2.0,4,2,valid
2,2,3,1,2,85,325.801886574,0.0235294117647,0.0235294117647,0.976470588235,1.0,1.0,2,325.801886574,0.5,2.0,2.0,2.0,52,325.979386574,325.986481481,325.801886574,0.0384615384615,0.0384615384615,0.961538461538,1.0,1.0,2,325.801886574,0.0,0.5,2.0,2.0,2.0,5,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,2,3,1,2,71,360.106180555,0.0,0.0,0.774647887324,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,36,371.573043981,371.900659722,360.106180555,0.0277777777778,0.0277777777778,0.972222222222,1.0,1.0,2,360.106180555,0.0,0.5,2.0,2.0,2.0,4,2,valid
3,2,7,3,4,226,360.106180555,0.128318584071,0.128318584071,0.871681415929,0.0,0.0,3,360.106180555,0.333333333333,3.0,3.0,3.0,184,371.90162037,371.901921296,371.897592593,0.070652173913,0.070652173913,0.929347826087,0.0,0.0,2,371.897592593,0.0,0.5,2.0,2.0,2.0,13,9,bugged
2,1,3,1,2,69,360.106180555,0.0,0.0,0.782608695652,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,43,371.902071759,371.902071759,371.902071759,0.0,0.0,1.0,0.0,0.0,1,371.902071759,0.0,1.0,1.0,1.0,1.0,3,1,valid
3,2,7,3,4,74,360.106180555,0.0,0.162162162162,0.635135135135,0.0,0.0,3,360.106180555,0.333333333333,3.0,3.0,3.0,53,371.903541666,371.904837963,371.899074074,0.0,0.0,0.77358490566,0.0,0.0,2,371.899074074,0.0,0.5,2.0,2.0,2.0,5,3,valid
2,2,3,1,2,53,360.106180555,0.0,0.0,0.698113207547,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,20,371.312349537,371.902141204,360.106180555,0.05,0.05,0.95,1.0,1.0,2,360.106180555,0.0,0.5,2.0,2.0,2.0,4,2,valid
2,1,3,1,2,62,360.106180555,0.0,0.0,0.758064516129,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,34,371.900439815,371.900439815,371.900439815,0.0,0.0,1.0,0.0,0.0,1,371.900439815,0.0,1.0,1.0,1.0,1.0,3,1,valid
4,3,9,4,5,67,360.106180555,0.0298507462687,0.0298507462687,0.716417910448,2.0,2.0,4,360.106180555,0.25,4.0,4.0,4.0,42,371.901921296,371.902048611,371.899016203,0.047619047619,0.047619047619,0.952380952381,2.0,2.0,3,371.899016203,0.0,0.333333333333,3.0,3.0,3.0,6,5,valid
6,5,13,6,7,198,272.791331018,0.186868686869,0.29797979798,0.70202020202,1.0,2.0,6,272.791331018,0.166666666667,6.0,6.0,6.0,39,366.819108796,371.904837963,272.791331018,0.102564102564,0.205128205128,0.794871794872,4.0,4.0,5,272.791331018,0.0,0.2,5.0,5.0,5.0,13,11,valid
5,4,9,4,5,107,272.791331018,0.0560747663551,0.196261682243,0.803738317757,3.0,3.0,5,272.791331018,0.2,5.0,5.0,5.0,77,369.326516204,371.902094907,272.791331018,0.0779220779221,0.0779220779221,0.922077922078,3.0,3.0,4,272.791331018,0.0,0.25,4.0,4.0,4.0,9,7,valid
5,4,9,4,5,403,360.106180555,0.0372208436725,0.493796526055,0.506203473945,0.0,0.0,5,360.106180555,0.2,5.0,5.0,5.0,258,371.903865741,371.904560185,371.898298611,0.0,0.286821705426,0.468992248062,0.0,0.0,4,371.898298611,0.0,0.25,4.0,4.0,4.0,40,27,valid
4,4,7,3,4,125,272.791331018,0.032,0.16,0.84,2.0,2.0,4,272.791331018,0.25,4.0,4.0,4.0,82,369.339907407,371.90212963,272.791331018,0.0487804878049,0.0487804878049,0.951219512195,3.0,3.0,4,272.791331018,0.0,0.25,4.0,4.0,4.0,10,6,valid
5,3,9,4,5,377,360.106180555,0.0583554376658,0.175066312997,0.824933687003,2.0,2.0,5,360.106180555,0.2,5.0,5.0,5.0,22,371.904675926,371.904837963,371.904236111,0.0,0.136363636364,0.545454545455,1.0,2.0,3,371.904236111,0.0,0.333333333333,3.0,3.0,3.0,55,9,valid
3,2,7,3,4,220,360.106180555,0.0772727272727,0.0772727272727,0.922727272727,1.0,1.0,3,360.106180555,0.333333333333,3.0,3.0,3.0,169,371.904837963,371.904837963,371.904560185,0.0118343195266,0.0118343195266,0.988165680473,1.0,1.0,2,371.904560185,0.0,0.5,2.0,2.0,2.0,7,5,valid
5,4,9,4,5,138,360.106180555,0.101449275362,0.36231884058,0.63768115942,1.0,1.0,5,360.106180555,0.2,5.0,5.0,5.0,98,371.904270833,371.904837963,371.90255787,0.0102040816327,0.326530612245,0.673469387755,1.0,1.0,4,371.90255787,0.0,0.25,4.0,4.0,4.0,10,8,valid
8,8,15,7,8,211,360.106180555,0.156398104265,0.45971563981,0.308056872038,2.0,3.0,8,360.106180555,0.125,8.0,8.0,8.0,138,371.814861111,371.89980324,360.106180555,0.210144927536,0.210144927536,0.326086956522,3.0,4.0,8,360.106180555,0.0,0.125,8.0,8.0,8.0,37,31,valid
5,4,9,4,5,194,360.106180555,0.175257731959,0.319587628866,0.680412371134,0.0,1.0,5,360.106180555,0.2,5.0,5.0,5.0,134,371.904537037,371.904837963,371.901168981,0.119402985075,0.231343283582,0.768656716418,0.0,2.0,4,371.901168981,0.0,0.25,4.0,4.0,4.0,32,29,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
4,3,7,3,4,125,360.106180555,0.04,0.16,0.84,2.0,2.0,4,360.106180555,0.25,4.0,4.0,4.0,71,371.904826389,371.904837963,371.904236111,0.0281690140845,0.0281690140845,0.971830985915,2.0,2.0,3,371.904236111,0.0,0.333333333333,3.0,3.0,3.0,8,4,valid
4,3,9,4,5,65,360.106180555,0.0,0.307692307692,0.461538461538,0.0,1.0,4,360.106180555,0.25,4.0,4.0,4.0,9,371.904409722,371.904837963,371.901168981,0.0,0.222222222222,0.777777777778,2.0,3.0,3,371.901168981,0.0,0.333333333333,3.0,3.0,3.0,14,4,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
6,5,11,5,6,163,360.106180555,0.165644171779,0.165644171779,0.834355828221,3.0,4.0,6,360.106180555,0.166666666667,6.0,6.0,6.0,114,371.904444444,371.904560185,371.901435185,0.0614035087719,0.0614035087719,0.938596491228,4.0,4.0,5,371.901435185,0.0,0.2,5.0,5.0,5.0,18,14,valid
6,5,11,5,6,274,360.106180555,0.0948905109489,0.0948905109489,0.905109489051,3.0,4.0,6,360.106180555,0.166666666667,6.0,6.0,6.0,218,371.901921296,371.901956018,371.900046296,0.045871559633,0.045871559633,0.954128440367,3.0,4.0,5,371.900046296,0.0,0.2,5.0,5.0,5.0,16,13,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,0,1,56,273.624652777,0.0,0.0,1.0,0.0,0.0,1,273.624652777,1.0,1.0,1.0,1.0,22,273.624652777,273.624652777,273.624652777,0.0,0.0,1.0,0.0,0.0,1,273.624652777,0.0,1.0,1.0,1.0,1.0,1,1,valid
1,1,1,0,1,189,317.115127315,0.0,0.0,1.0,0.0,0.0,1,317.115127315,1.0,1.0,1.0,1.0,111,317.115127315,317.115127315,317.115127315,0.0,0.0,1.0,0.0,0.0,1,317.115127315,0.0,1.0,1.0,1.0,1.0,1,1,valid
2,1,5,2,3,144,360.106180555,0.0,0.104166666667,0.895833333333,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,68,371.904560185,371.904560185,371.904560185,0.0,0.0,1.0,0.0,0.0,1,371.904560185,0.0,1.0,1.0,1.0,1.0,3,1,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,83,360.106180555,0.0361445783133,0.21686746988,0.78313253012,1.0,1.0,3,360.106180555,0.333333333333,3.0,3.0,3.0,56,371.902025463,371.902025463,371.902002315,0.0535714285714,0.0535714285714,0.946428571429,1.0,1.0,2,371.902002315,0.0,0.5,2.0,2.0,2.0,8,6,valid
3,1,7,3,4,101,360.106180555,0.039603960396,0.188118811881,0.811881188119,1.0,1.0,3,360.106180555,0.333333333333,3.0,3.0,3.0,44,371.904837963,371.904837963,371.904837963,0.0,0.0,1.0,0.0,0.0,1,371.904837963,0.0,1.0,1.0,1.0,1.0,7,1,valid
3,1,7,3,4,99,360.106180555,0.010101010101,0.161616161616,0.838383838384,1.0,1.0,3,360.106180555,0.333333333333,3.0,3.0,3.0,55,371.904837963,371.904837963,371.904837963,0.0,0.0,1.0,0.0,0.0,1,371.904837963,0.0,1.0,1.0,1.0,1.0,5,1,valid
4,3,7,3,4,61,360.106180555,0.0327868852459,0.213114754098,0.540983606557,1.0,1.0,4,360.106180555,0.25,4.0,4.0,4.0,39,371.904664352,371.904837963,371.904236111,0.0512820512821,0.0512820512821,0.666666666667,1.0,1.0,3,371.904236111,0.0,0.333333333333,3.0,3.0,3.0,11,9,valid
2,1,5,2,3,44,360.106180555,0.0,0.0,0.659090909091,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,9,371.904837963,371.904837963,371.904837963,0.0,0.0,1.0,0.0,1.0,1,371.904837963,0.0,1.0,1.0,1.0,1.0,3,1,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,3,1,2,64,360.106180555,0.0,0.0,0.75,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,37,371.582824074,371.901608796,360.106180555,0.027027027027,0.027027027027,0.972972972973,1.0,1.0,2,360.106180555,0.0,0.5,2.0,2.0,2.0,4,2,valid
2,1,5,2,3,72,360.106180555,0.0,0.0,0.791666666667,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,19,371.904560185,371.904560185,371.904560185,0.0,0.0,1.0,0.0,0.0,1,371.904560185,0.0,1.0,1.0,1.0,1.0,3,1,valid
2,1,3,1,2,179,360.106180555,0.0837988826816,0.0837988826816,0.916201117318,0.0,0.0,2,360.106180555,0.5,2.0,2.0,2.0,142,371.904236111,371.904236111,371.904236111,0.0,0.0,1.0,0.0,0.0,1,371.904236111,0.0,1.0,1.0,1.0,1.0,3,1,valid
4,3,7,3,4,228,360.106180555,0.114035087719,0.114035087719,0.885964912281,1.0,2.0,4,360.106180555,0.25,4.0,4.0,4.0,133,371.904189815,371.904236111,371.903460648,0.0676691729323,0.0676691729323,0.932330827068,2.0,2.0,3,371.903460648,0.0,0.333333333333,3.0,3.0,3.0,21,18,bugged
8,5,17,8,9,382,272.150902777,0.130890052356,0.376963350785,0.623036649215,1.0,2.0,8,272.150902777,0.125,8.0,8.0,8.0,280,350.911192129,371.904837963,272.150902777,0.075,0.360714285714,0.639285714286,0.0,1.0,5,272.150902777,0.0,0.2,5.0,5.0,5.0,60,39,bugged
