% []
@RELATION base

@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,26,0,1,0,26.0,0.0,26.0,0,0,1,36,63863815.4068,1699.21104167,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,42,0.0,-4912639.98039,valid
2,12,7,2,1,6.0,3.5,6.0,7.0,0,2,355,12272818.556,-34359503.5746,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,19,34355297.525,33825.7307176,valid
3,54,38,3,2,18.0,12.6666666667,18.0,19.0,0,1,11,39295835.719,-186649700.255,valid
3,7,4,3,2,2.33333333333,1.33333333333,2.33333333333,2.0,1,2,361,7363974.16194,-19633768.3218,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,131,41748414.264,9806.83230324,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7366497.75795,2600.08256944,valid
4,11,6,4,2,2.75,1.5,2.75,3.0,0,2,22,12280476.9824,-29471089.6731,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,88,12274220.2408,7609.49340278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,5,7368352.23979,745.600729167,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,155,5,2,1,77.5,2.5,77.5,5.0,0,1,7,368366021.608,-24468873.8132,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,327,31901325.0397,31432.2692245,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,10,41748222.1502,9998.94607639,valid
2,5,0,2,0,2.5,0.0,2.5,0,0,2,17,12275324.0196,6505.7146412,valid
9,89,38,9,8,9.88888888889,4.22222222222,9.88888888889,4.75,0,3,181,125197208.529,-186516960.513,valid
8,23,11,7,6,2.875,1.375,3.28571428571,1.83333333333,1,4,369,29456704.9201,-53989776.3533,valid
2,6,5,1,1,3.0,2.5,6.0,5.0,1,1,360,2453748.08286,-24545782.6181,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,360,4909134.11374,-14725442.5093,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,47,0.0,-14729467.4276,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,19,7361849.46965,7248.37086806,valid
2,6,4,1,1,3.0,2.0,6.0,4.0,0,2,372,4908275.45134,-19634889.3028,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,7,14729633.0617,8562.61930555,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,3,9821308.93782,4154.84953704,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,4,2455329.40895,1036.53789352,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,4565.69604167,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,21,2455244.06787,1121.87896991,valid
2,9,1,2,1,4.5,0.5,4.5,1.0,0,1,42,19646470.2358,-4907180.79037,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,8,29470345.774,6045.58805555,valid
3,65,2,3,2,21.6666666667,0.666666666667,21.6666666667,1.0,0,1,131,154714711.684,-9786816.14108,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
4,32,20,2,3,8.0,5.0,16.0,6.66666666667,1,3,364,29453573.0712,-98173246.8598,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,10,49115316.7204,12002.2164352,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,14,7367316.71128,1781.12923611,valid
3,32,3,3,2,10.6666666667,1.0,10.6666666667,1.5,2,2,112,71196575.0656,-14692769.4035,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,0,1,29,7367333.32062,-9821368.26244,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,4565.69604167,valid
1,33,0,1,0,33.0,0.0,33.0,0,0,1,9,81041095.7843,18980.4614236,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,357,7363974.16194,-14725147.7945,valid
3,38,3,3,2,12.6666666667,1.0,12.6666666667,1.5,0,2,60,85924965.5849,-14688270.4513,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,12,7364765.0083,4332.83222222,valid
6,13,7,6,5,2.16666666667,1.16666666667,2.16666666667,1.4,2,4,124,14729869.7947,-34361171.7628,bugged
5,39,11,4,4,7.8,2.2,9.75,2.75,0,2,65,68734309.0185,-53975823.5734,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,29,7364640.43819,4457.40232639,valid
3,10,2,3,2,3.33333333333,0.666666666667,3.33333333333,1.0,1,3,100,19638752.3853,-9809199.88687,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7364808.78688,4289.05364583,bugged
1,17,0,1,0,17.0,0.0,17.0,0,0,1,327,41717117.3596,41103.7366782,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,6,2,3,2,2.0,0.666666666667,2.0,1.0,0,1,29,9823116.64284,-9820785.63781,valid
3,64,37,2,2,21.3333333333,12.3333333333,32.0,18.5,0,1,38,66281667.6647,-181620986.922,valid
11,90,45,11,10,8.18181818182,4.09090909091,8.18181818182,4.5,0,5,132,110471190.325,-220882888.693,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7366497.75795,2600.08256944,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,30,7367292.39813,1805.44239583,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7367988.91642,1108.92409722,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7367291.95212,1805.88840278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,3,7367297.49434,1800.34618056,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,51,7364679.76944,4418.07107639,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
2,77,1,2,1,38.5,0.5,38.5,1.0,0,1,131,186639971.091,-4867738.72028,valid
3,14,11,3,2,4.66666666667,3.66666666667,4.66666666667,5.5,0,2,23,7356272.99722,-54015039.6049,valid
3,26,5,2,2,8.66666666667,1.66666666667,13.0,2.5,0,2,31,51552672.7195,-24518197.8707,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
3,21,4,3,2,7.0,1.33333333333,7.0,2.0,0,1,58,41734448.2955,-19618165.6609,valid
1,25,0,1,0,25.0,0.0,25.0,0,0,1,327,61348701.9994,60446.6715856,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,39,34388220.9441,902.311666667,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,2,7,12281471.5653,-4912249.14737,valid
2,6,6,1,1,3.0,3.0,6.0,6.0,0,1,3,-6.00756944343,-29469176.1626,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,1,2,92,12274220.2408,-4904427.29081,bugged
2,2,1,1,1,1.0,0.5,2.0,1.0,0,1,29,2454656.20543,-4907972.2769,valid
2,28,2,2,1,14.0,1.0,14.0,2.0,0,2,87,63827224.6685,-9785784.31752,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7365792.25087,3305.58965278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,32,4911570.42903,1161.46465278,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,36,12278916.3703,2913.36394676,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,9671.4674537,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,88,9819376.19264,6087.59472222,valid
3,15,7,3,2,5.0,2.33333333333,5.0,3.5,1,2,368,19637628.4203,-34354527.9209,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,17,7364664.76917,4433.07135417,valid
1,0,7,0,1,0.0,7.0,0,7.0,0,1,47,-17184378.6655,-34378940.2934,valid
5,119,62,5,4,23.8,12.4,23.8,15.5,1,2,373,139915940.78,-304306789.357,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,5,12278862.1625,2967.57170139,valid
6,18,6,6,4,3.0,1.0,3.0,1.5,0,2,378,29460861.5423,-29447300.7044,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,327,24539480.7998,24178.6686343,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,18,11,3,3,4.5,2.75,6.0,3.66666666667,1,2,371,17182505.1644,-53995088.7295,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,327,12269740.3999,12089.3343171,valid
2,28,16,2,1,14.0,8.0,14.0,16.0,1,1,373,29454966.6553,-78533584.9725,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,34,0.0,-29458487.8497,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,13,31924931.7925,7825.51641204,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,21,12278915.0278,2914.70642361,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,0,2,387,7363974.16194,-29455467.9928,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,21,12278915.0278,2914.70642361,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,6,9823144.47074,2319.31662037,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,29,7364640.43819,4457.40232639,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,28,-4911638.12926,-9824370.02294,valid
4,33,5,4,3,8.25,1.25,8.25,1.66666666667,0,3,59,68738301.7089,-24514976.7869,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,131,7367367.22306,-4909848.97159,valid
3,26,39,2,3,8.66666666667,13.0,13.0,13.0,0,2,34,-31914121.7332,-191500326.391,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,3,2455819.23181,546.715034722,valid
1,38,0,1,0,38.0,0.0,38.0,0,0,1,7,93339185.552,2720.42791668,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
8,52,7,8,5,6.5,0.875,6.5,1.4,0,2,97,110491197.847,-34334355.6123,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,56,39277440.8204,24414.3290741,valid
2,7,7,1,1,3.5,3.5,7.0,7.0,1,1,353,-1267.57498843,-34366480.3307,valid
2,9,5,2,1,4.5,2.5,4.5,5.0,0,2,355,9818396.35899,-24541871.6808,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,1,1,373,4909130.10947,-14725462.5306,valid
2,3,1,1,1,1.5,0.5,3.0,1.0,0,1,12,4911553.30234,-4910459.49204,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,22,0.0,-9823789.08613,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7364848.31361,4249.52690972,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,9671.4674537,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,20,2,2,1,10.0,1.0,10.0,2.0,1,2,18,44187793.4926,-9793003.8463,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,1,1,373,-557.99548611,-14728506.3194,valid
3,66,69,2,3,22.0,23.0,33.0,23.0,0,2,45,-7364764.0676,-338777228.254,valid
6,23,10,6,4,3.83333333333,1.66666666667,3.83333333333,2.5,0,4,381,31919895.4213,-49102758.5996,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
2,20,10,2,1,10.0,5.0,10.0,10.0,0,2,38,24552259.0788,-49093770.8229,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,357,7363974.16194,-14725147.7945,valid
4,20,19,2,3,5.0,4.75,10.0,6.33333333333,0,2,385,2446072.82213,-93285444.3752,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,9671.4674537,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,51,9819573.02593,5890.76143519,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,25,12274220.3121,7609.42210648,valid
5,5,4,3,3,1.0,0.8,1.66666666667,1.33333333333,0,1,26,2454869.98117,-19637595.4881,valid
2,118,3,2,1,59.0,1.5,59.0,3.0,1,2,328,282204029.197,-14449865.6281,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,93,14729064.3149,9131.36618056,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
13,45,23,12,12,3.46153846154,1.76923076923,3.75,1.91666666667,5,4,130,54008710.7625,-112898999.57,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,51,7364754.65441,4343.18611111,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,18,17190421.3568,4140.27112268,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,5,7364769.05576,4328.78475694,valid
3,11,2,3,2,3.66666666667,0.666666666667,3.66666666667,1.0,0,2,30,22095164.3163,-9811021.54311,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2,7369077.80128,20.0392361116,valid
5,16,12,4,5,3.2,2.4,4.0,2.4,0,3,34,9822954.14965,-58937432.7683,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,7,41733960.3416,24260.7546991,valid
6,9,10,6,6,1.5,1.66666666667,1.5,1.66666666667,0,3,100,-2457068.75603,-49116897.0688,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,9671.4674537,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,39,2456301.49601,64.4508333337,valid
7,47,22,7,4,6.71428571429,3.14285714286,6.71428571429,5.5,1,4,371,61368462.7178,-107979656.864,valid
2,18,4,1,1,9.0,2.0,18.0,4.0,0,1,8,34368881.1887,-19619139.2331,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,5,7365135.73385,3962.10666667,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,37,7367317.06722,-4909785.7748,valid
2,31,1,2,1,15.5,0.5,15.5,1.0,0,1,42,73674263.3844,-4894923.10843,valid
7,363,240,7,6,51.8571428571,34.2857142857,51.8571428571,40.0,1,2,497,301873336.954,-1178098323.19,valid
1,53,0,1,0,53.0,0.0,53.0,0,0,1,51,130110665.561,76729.6212963,valid
2,9,2,2,1,4.5,1.0,4.5,2.0,0,1,134,17190523.5205,-9819409.78925,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,327,36809221.1997,36268.0029514,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7367291.95212,1805.88840278,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,327,12269740.3999,12089.3343171,valid
4,30,8,4,2,7.5,2.0,7.5,4.0,1,3,104,54006567.7128,-39250730.8875,valid
3,59,12,3,2,19.6666666667,4.0,19.6666666667,6.0,1,2,31,115330157.567,-58791155.4695,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,111,50,4,3,22.2,10.0,27.75,16.6666666667,1,2,370,149732321.422,-245378258.484,valid
9,104,52,9,7,11.5555555556,5.77777777778,11.5555555556,7.42857142857,0,4,160,127653259.296,-255242827.2,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,18,7364643.6066,4454.23392361,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,0,1,26,7367334.01576,-9821368.95758,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,7,12278872.1158,2957.61840278,valid
5,31,13,4,4,6.2,2.6,7.75,3.25,0,2,160,44182815.0274,-63796570.4687,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,39,2456301.49601,64.4508333337,valid
2,36,2,2,1,18.0,1.0,18.0,2.0,0,2,23,83470028.3962,-9777662.91752,valid
2,20,8,2,1,10.0,4.0,10.0,8.0,0,1,366,29455896.6478,-39256946.1061,valid
3,50,23,3,2,16.6666666667,7.66666666667,16.6666666667,11.5,0,2,367,66275585.4602,-112876541.394,valid
3,42,18,3,2,14.0,6.0,14.0,9.0,0,2,367,58911611.2983,-88333264.5602,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
3,14,7,3,2,4.66666666667,2.33333333333,4.66666666667,3.5,0,1,53,17190481.9138,-34376886.2992,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,327,9815792.31991,9671.4674537,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,327,51532909.6795,50775.2041319,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,35,0,1,0,35.0,0.0,35.0,0,0,1,327,85888182.7992,84625.3402199,valid
5,16,5,5,4,3.2,1.0,3.2,1.25,0,3,50,27009347.8692,-24547159.791,valid
4,13,4,4,3,3.25,1.0,3.25,1.33333333333,0,2,109,22094319.6565,-19635016.9111,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,4565.69604167,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,13,17190347.8883,4213.73960648,valid
1,39,0,1,0,39.0,0.0,39.0,0,0,1,327,95703975.1191,94296.8076736,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,88,9819376.19264,6087.59472222,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,18,12278872.3977,2957.33651621,valid
2,1,1,1,1,0.5,0.5,1.0,1.0,0,1,2,-0.00233796285465,-4909837.25873,valid
3,17,18,2,2,5.66666666667,6.0,8.5,9.0,0,2,379,-2466825.64773,-88384687.3998,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,19,7361849.46965,7248.37086806,valid
6,79,39,6,4,13.1666666667,6.5,13.1666666667,9.75,0,2,403,98180732.1724,-191430160.276,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,29,12274400.7303,7429.00387732,valid
2,7,1,2,1,3.5,0.5,3.5,1.0,0,2,21,14729907.633,-4902204.46635,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,51,19639146.0519,11781.5228704,valid
3,6,3,3,2,2.0,1.0,2.0,1.5,1,1,25,7365790.16447,-14728321.8189,valid
1,50,0,1,0,50.0,0.0,50.0,0,0,1,327,122697403.999,120893.343171,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,12,14734698.3858,3497.29520833,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,12,9819686.67773,5777.10962963,valid
3,6,9,2,3,2.0,3.0,3.0,3.0,0,2,43,-7364793.06635,-44192378.7565,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,36,7367349.82215,1748.01836806,valid
9,105,20,8,6,11.6666666667,2.22222222222,13.125,3.33333333333,0,4,383,208743730.082,-98177986.9522,valid
2,5,0,2,0,2.5,0.0,2.5,0,0,1,12,12279951.0606,1878.67363426,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,28,2455819.06463,546.882210648,valid
2,12,6,2,1,6.0,3.0,6.0,6.0,1,1,360,14727584.3354,-29447469.2329,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,3,9823985.24727,1478.54009259,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,5,7368032.56774,1065.27277778,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,36,7368901.77771,196.062812501,valid
2,4,3,1,1,2.0,1.5,4.0,3.0,0,1,366,2454112.06211,-14726786.4229,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,90,0,1,0,90.0,0.0,90.0,0,0,1,327,220855327.198,217608.017708,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,376,-550.711354165,-14728499.0352,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
2,1,1,1,1,0.5,0.5,1.0,1.0,1,1,10,-1.55081018526,-4910492.0513,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,10,14736409.7556,1785.92541667,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,10,17190360.8521,4200.77575231,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,7,34384103.9191,5019.33671296,valid
2,24,1,2,1,12.0,0.5,12.0,1.0,0,1,32,56462243.3595,-4877354.78971,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,56,22093560.4615,13733.0601042,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,6,4912578.7263,153.167384259,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,36,12278916.3703,2913.36394676,valid
2,4,1,1,1,2.0,0.5,4.0,1.0,0,1,55,7365382.27966,-4908320.73102,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
6,35,14,6,5,5.83333333333,2.33333333333,5.83333333333,2.8,3,3,127,51551826.6313,-68706447.0219,valid
3,44,5,3,2,14.6666666667,1.66666666667,14.6666666667,2.5,0,2,24,95741917.3006,-24492880.9251,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,70,5,5,3,14.0,1.0,14.0,1.66666666667,0,3,59,159573151.899,-24467409.1444,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,131,7367367.22306,1730.61746528,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,84,7364520.14462,4577.69590278,valid
2,18,18,1,1,9.0,9.0,18.0,18.0,1,1,373,-3347.97291666,-88371037.9163,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,39,2456301.49601,64.4508333337,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,12,9823132.25722,2331.53013889,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,18,12278872.3977,2957.33651621,valid
2,26,1,2,1,13.0,0.5,13.0,1.0,0,1,40,61394575.1389,-4896993.1123,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7365795.17434,3302.66618056,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,36,7368901.77771,196.062812501,valid
2,22,2,1,1,11.0,1.0,22.0,2.0,0,1,15,49117899.1935,-9814567.71671,valid
1,30,0,1,0,30.0,0.0,30.0,0,0,1,36,73689017.7771,1960.628125,valid
6,13,3,5,3,2.16666666667,0.5,2.6,1.0,4,4,102,24548834.8768,-14715394.8214,valid
2,20,1,1,1,10.0,0.5,20.0,1.0,0,1,6,46669497.3632,-4911123.09957,valid
4,22,7,4,3,5.5,1.75,5.5,2.33333333333,1,2,134,36836836.1153,-34374232.7464,bugged
1,5,0,1,0,5.0,0.0,5.0,0,0,1,13,12278819.9202,3009.81400463,valid
2,16,2,2,1,8.0,1.0,8.0,2.0,0,2,20,34381636.4817,-9817015.52792,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,88,7364532.14448,4565.69604167,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,7,19646126.5207,4801.05398148,valid
7,31,15,7,6,4.42857142857,2.14285714286,4.42857142857,2.5,0,3,49,39278704.1913,-73647453.8803,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,327,29447376.9597,29014.4023611,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,28,7364619.74535,4478.09517361,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,5,7368868.44705,229.393472224,valid
2,18,16,2,1,9.0,8.0,9.0,16.0,0,1,35,4911570.42903,-78583965.7046,valid
4,9,6,4,3,2.25,1.5,2.25,2.0,0,2,365,7363974.18016,-29453354.6478,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,52,10,5,4,10.4,2.0,10.4,2.5,0,2,65,103106680.923,-49039958.0286,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,1,2,69,-268.702037036,-19639021.2014,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,21,9820976.27148,4487.51587963,valid
2,30,4,2,1,15.0,2.0,15.0,4.0,1,2,47,63827692.1861,-19601532.0429,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,327,34355273.1197,33850.136088,valid
2,13,1,2,1,6.5,0.5,6.5,1.0,0,1,9,29464361.3677,-4899931.22264,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7368883.0699,214.770625,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,327,7361844.23993,7253.60059028,valid
3,9,2,3,2,3.0,0.666666666667,3.0,1.0,0,1,33,17187364.6693,-9815923.73811,valid
4,10,3,4,3,2.5,0.75,2.5,1.0,2,2,62,17184252.7954,-14719312.6087,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
