% []
@RELATION base

@ATTRIBUTE tot_changes NUMERIC
@ATTRIBUTE sum_insert NUMERIC
@ATTRIBUTE sum_delets NUMERIC
@ATTRIBUTE count_insert NUMERIC
@ATTRIBUTE count_delets NUMERIC
@ATTRIBUTE avg_insert NUMERIC
@ATTRIBUTE avg_delets NUMERIC
@ATTRIBUTE avg_insert_nonzero NUMERIC
@ATTRIBUTE avg_delets_nonzero NUMERIC
@ATTRIBUTE tot_bugs NUMERIC
@ATTRIBUTE tot_developers NUMERIC
@ATTRIBUTE change_set NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE age2 NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,143,2,1,1,143.0,2.0,143.0,2.0,0,1,39,346319528.092,-9823019.76274,bugged
4,639,121,4,4,159.75,30.25,159.75,30.25,0,1,779,1272107984.66,-594113647.383,valid
7,477,155,7,7,68.1428571429,22.1428571429,68.1428571429,22.1428571429,1,2,779,790780092.817,-761193658.067,valid
1,457,2,1,1,457.0,2.0,457.0,2.0,0,1,71,1117553909.7,-9817318.42596,valid
9,833,130,9,9,92.5555555556,14.4444444444,92.5555555556,14.4444444444,0,2,781,1726432697.36,-638258952.706,valid
9,1521,179,9,9,169.0,19.8888888889,169.0,19.8888888889,2,3,660,3295723655.71,-878788950.309,bugged
1,235,2,1,1,235.0,2.0,235.0,2.0,0,1,7,572202949.693,-9736573.74506,valid
1,422,2,1,1,422.0,2.0,422.0,2.0,0,1,17,1031588259.62,-9817917.98255,valid
2,223,10,2,2,111.5,5.0,111.5,5.0,0,2,19,523107749.466,-49061218.5352,valid
2,846,11,2,2,423.0,5.5,423.0,5.5,0,2,76,2050644299.56,-53766646.3111,valid
3,698,87,3,3,232.666666667,29.0,232.666666667,29.0,0,1,775,1500498002.99,-427084208.397,valid
2,261,261,2,2,130.5,130.5,130.5,130.5,0,1,372,-0.029745221138,-1281931069.7,valid
4,379,58,4,4,94.75,14.5,94.75,14.5,0,2,633,788314076.104,-284758116.251,valid
4,509,111,4,4,127.25,27.75,127.25,27.75,0,1,779,977411187.036,-545042143.018,valid
4,477,91,4,4,119.25,22.75,119.25,22.75,0,1,779,947941507.275,-446814339.992,valid
4,329,95,4,4,82.25,23.75,82.25,23.75,0,1,779,574658896.975,-466517322.731,valid
3,253,87,3,3,84.3333333333,29.0,84.3333333333,29.0,0,1,778,407664044.96,-427249705.879,valid
1,323,2,1,1,323.0,2.0,323.0,2.0,0,1,17,788392160.92,-9783047.19822,valid
2,291,46,2,2,145.5,23.0,145.5,23.0,0,1,634,601672770.823,-225844275.459,valid
3,365,87,3,3,121.666666667,29.0,121.666666667,29.0,0,1,775,682714389.489,-427208052.615,valid
8,1179,82,8,8,147.375,10.25,147.375,10.25,0,3,775,2694114658.51,-402455702.119,valid
8,1213,133,8,8,151.625,16.625,151.625,16.625,3,4,769,2652290210.19,-652890528.982,valid
10,2405,672,10,10,240.5,67.2,240.5,67.2,1,3,779,4255914376.35,-3300099451.87,bugged
4,4083,615,4,4,1020.75,153.75,1020.75,153.75,0,1,779,8516737592.98,-3019353495.51,valid
1,311,2,1,1,311.0,2.0,311.0,2.0,0,1,12,758898629.108,-9763387.09892,valid
5,664,79,5,5,132.8,15.8,132.8,15.8,0,2,637,1436679317.21,-387837967.066,valid
13,3751,876,13,13,288.538461538,67.3846153846,288.538461538,67.3846153846,2,3,777,7060451111.0,-4301721783.53,valid
8,1782,499,8,8,222.75,62.375,222.75,62.375,0,2,779,3150961451.76,-2450740456.37,valid
2,424,424,2,2,212.0,212.0,212.0,212.0,0,2,52,-111872.215972,-2082696278.05,valid
9,850,412,9,9,94.4444444444,45.7777777778,94.4444444444,45.7777777778,0,2,784,1075616170.55,-2023548946.35,valid
4,467,55,4,4,116.75,13.75,116.75,13.75,0,3,632,1011792481.27,-269989315.723,valid
3,469,87,3,3,156.333333333,29.0,156.333333333,29.0,0,1,775,938118280.794,-427169374.541,valid
2,267,46,2,2,133.5,23.0,133.5,23.0,0,1,645,542733411.385,-225853201.266,valid
7,427,686,7,7,61.0,98.0,61.0,98.0,3,3,634,-636045371.69,-3369501833.01,valid
4,961,163,4,4,240.25,40.75,240.25,40.75,0,1,779,1959733845.83,-800297272.444,valid
14,6007,261,14,14,429.071428571,18.6428571429,429.071428571,18.6428571429,0,3,651,14111128692.0,-1279942592.28,valid
5,556,115,5,5,111.2,23.0,111.2,23.0,0,2,782,1083012233.54,-564676686.356,valid
6,355,66,6,6,59.1666666667,11.0,59.1666666667,11.0,0,2,653,709728263.294,-324062953.307,valid
2,247,46,2,2,123.5,23.0,123.5,23.0,0,1,632,493617278.118,-225860639.027,valid
5,843,66,5,5,168.6,13.2,168.6,13.2,0,2,645,1908161908.33,-323887580.887,valid
1,247,2,1,1,247.0,2.0,247.0,2.0,0,1,39,601755021.049,-9815847.64832,valid
9,802,107,9,9,89.1111111111,11.8888888889,89.1111111111,11.8888888889,3,3,645,1706785763.17,-525297315.805,valid
7,3861,2145,7,7,551.571428571,306.428571429,551.571428571,306.428571429,2,3,787,4214215581.66,-10534871095.7,valid
3,570,123,3,3,190.0,41.0,190.0,41.0,0,1,775,1097745712.9,-603963279.403,valid
1,295,2,1,1,295.0,2.0,295.0,2.0,0,1,17,719622751.244,-9786636.97127,valid
2,291,46,2,2,145.5,23.0,145.5,23.0,0,1,634,601672770.823,-225844275.459,valid
3,161,49,3,3,53.6666666667,16.3333333333,53.6666666667,16.3333333333,0,1,499,275050344.445,-240627398.102,valid
1,227,2,1,1,227.0,2.0,227.0,2.0,0,1,39,552637544.828,-9822038.15372,bugged
2,489,42,2,2,244.5,21.0,244.5,21.0,1,1,632,1097745714.14,-206122603.76,valid
9,1930,215,9,9,214.444444444,23.8888888889,214.444444444,23.8888888889,2,3,658,4211721355.01,-1055478647.8,valid
13,728,120,13,13,56.0,9.23076923077,56.0,9.23076923077,4,2,664,1493143222.15,-589190550.965,valid
2,254,6,2,2,127.0,3.0,127.0,3.0,1,1,632,609040745.076,-29378238.4112,valid
1,892,2,1,1,892.0,2.0,892.0,2.0,0,1,2,2185949152.47,-9774732.01204,valid
4,221,99,4,4,55.25,24.75,55.25,24.75,0,1,779,299608552.497,-486205429.227,valid
3,249,91,3,3,83.0,30.3333333333,83.0,30.3333333333,0,1,778,388017591.785,-446899134.298,valid
4,755,91,4,4,188.75,22.75,188.75,22.75,0,1,780,1630655755.3,-446710950.673,valid
2,311,46,2,2,155.5,23.0,155.5,23.0,0,1,632,650788903.694,-225836837.293,valid
5,843,66,5,5,168.6,13.2,168.6,13.2,2,3,642,1908161797.59,-323885338.639,bugged
1,271,2,1,1,271.0,2.0,271.0,2.0,0,1,19,660630800.191,-9742276.09988,valid
4,228,98,4,4,57.0,24.5,57.0,24.5,1,1,775,319255005.708,-481294014.264,valid
7,591,262,7,7,84.4285714286,37.4285714286,84.4285714286,37.4285714286,0,2,779,807975344.699,-1286748576.64,valid
1,299,2,1,1,299.0,2.0,299.0,2.0,0,1,17,729446952.627,-9786124.14655,valid
7,419,90,7,7,59.8571428571,12.8571428571,59.8571428571,12.8571428571,0,2,653,807960529.279,-441926796.518,valid
4,245,99,4,4,61.25,24.75,61.25,24.75,0,1,779,358547912.029,-486196503.515,valid
5,453,259,5,5,90.6,51.8,90.6,51.8,1,2,788,476384943.959,-1272094603.14,valid
12,2724,275,12,12,227.0,22.9166666667,227.0,22.9166666667,0,3,781,6014333770.13,-1349899895.71,valid
1,707,2,1,1,707.0,2.0,707.0,2.0,0,1,7,1731412973.59,-9630714.32808,valid
4,293,95,4,4,73.25,23.75,73.25,23.75,0,1,779,486249857.665,-466530711.283,valid
1,251,2,1,1,251.0,2.0,251.0,2.0,0,1,2,611582697.859,-9818860.13243,valid
4,672,101,4,4,168.0,25.25,168.0,25.25,0,1,779,1402265736.95,-495861670.544,valid
11,1659,71,11,11,150.818181818,6.45454545455,150.818181818,6.45454545455,0,3,107,3900006418.72,-348347529.936,valid
1,3472,2,1,1,3472.0,2.0,3472.0,2.0,0,1,9,8522879876.47,-9764947.37419,valid
2,819,47,2,2,409.5,23.5,409.5,23.5,0,1,633,1895882875.68,-230559920.45,valid
5,750,77,5,5,150.0,15.4,150.0,15.4,2,3,644,1652765844.28,-377966441.339,valid
3,1430,6,3,3,476.666666667,2.0,476.666666667,2.0,0,1,636,3497071839.08,-28944140.2034,valid
26,8850,2143,26,26,340.384615385,82.4230769231,340.384615385,82.4230769231,0,3,685,16472104288.5,-10524818084.7,valid
4,4427,469,4,4,1106.75,117.25,1106.75,117.25,0,1,779,9720082849.9,-2302075721.12,valid
2,150,4,2,2,75.0,2.0,75.0,2.0,1,1,632,358548443.205,-19592875.0333,valid
3,255,103,3,3,85.0,34.3333333333,85.0,34.3333333333,2,1,634,373304161.126,-505881205.12,valid
1,417,2,1,1,417.0,2.0,417.0,2.0,0,1,7,1019231871.72,-9741694.41012,valid
8,5332,664,8,8,666.5,83.0,666.5,83.0,2,2,782,11463671510.8,-3259641527.11,valid
2,351,6,2,2,175.5,3.0,175.5,3.0,0,2,79,847287199.84,-29377215.5124,valid
4,587,116,4,4,146.75,29.0,146.75,29.0,0,1,779,1156685072.26,-569573060.441,valid
6,510,86,6,6,85.0,14.3333333333,85.0,14.3333333333,1,3,635,1041259861.77,-422253141.943,valid
5,397,397,5,5,79.4,79.4,79.4,79.4,0,3,656,-119794.334051,-1950038570.57,valid
1,343,2,1,1,343.0,2.0,343.0,2.0,0,1,2,837548995.864,-9816731.37808,valid
5,799,178,5,5,159.8,35.6,159.8,35.6,2,2,88,1525115136.59,-874168557.037,valid
2,882,7,2,2,441.0,3.5,441.0,3.5,0,1,372,2148830816.03,-34055876.3249,valid
2,871,4,2,2,435.5,2.0,435.5,2.0,0,1,17,2129261561.66,-19402121.5147,valid
6,1477,147,6,6,246.166666667,24.5,246.166666667,24.5,0,3,782,3266222982.58,-721531779.463,valid
6,567,103,6,6,94.5,17.1666666667,94.5,17.1666666667,1,2,778,1139492474.13,-505727943.621,valid
1,283,2,1,1,283.0,2.0,283.0,2.0,0,1,1,690182866.66,-9821360.76627,valid
2,247,46,2,2,123.5,23.0,123.5,23.0,0,1,632,493617278.118,-225860639.027,valid
8,834,211,8,8,104.25,26.375,104.25,26.375,1,2,784,1529976850.01,-1036130777.29,valid
8,386,75,8,8,48.25,9.375,48.25,9.375,5,2,663,763767912.731,-368275756.655,valid
6,493,60,6,6,82.1666666667,10.0,82.1666666667,10.0,1,3,646,1063370825.24,-294545781.03,valid
5,606,105,5,5,121.2,21.0,121.2,21.0,0,1,779,1230359271.7,-515534157.088,valid
7,1396,219,7,7,199.428571429,31.2857142857,199.428571429,31.2857142857,1,2,777,2890492981.49,-1075259390.97,valid
1,195,2,1,1,195.0,2.0,195.0,2.0,0,1,39,474040205.119,-9822412.10001,bugged
5,1063,58,5,5,212.6,11.6,212.6,11.6,0,3,636,2468085824.35,-284509099.302,valid
4,241,62,4,4,60.25,15.5,60.25,15.5,0,1,645,439589531.888,-304454539.434,valid
2,239,46,2,2,119.5,23.0,119.5,23.0,0,1,632,473970824.955,-225863614.279,valid
4,445,95,4,4,111.25,23.75,111.25,23.75,0,1,779,859532467.99,-466474181.746,valid
3,431,48,3,3,143.666666667,16.0,143.666666667,16.0,0,2,634,940585595.402,-235628691.106,valid
5,4523,447,5,5,904.6,89.4,904.6,89.4,0,2,788,10009957123.7,-2194294039.85,valid
9,1050,132,9,9,116.666666667,14.6666666667,116.666666667,14.6666666667,0,2,781,2254430936.4,-648002795.741,valid
1,557,2,1,1,557.0,2.0,557.0,2.0,0,1,71,1363170153.6,-9815707.14471,valid
1,199,2,1,1,199.0,2.0,199.0,2.0,0,1,3,483813322.526,-9769768.59797,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,214,6,2,2,107.0,3.0,107.0,3.0,0,1,645,510808479.272,-29393114.6809,valid
2,207,46,2,2,103.5,23.0,103.5,23.0,0,1,636,395385012.174,-225875515.154,valid
3,426,193,3,3,142.0,64.3333333333,142.0,64.3333333333,1,1,634,572172924.15,-947899102.697,valid
6,676,69,6,6,112.666666667,11.5,112.666666667,11.5,1,3,639,1490686425.25,-338692715.294,valid
2,339,42,2,2,169.5,21.0,169.5,21.0,0,1,633,729374716.884,-206178389.269,valid
3,265,87,3,3,88.3333333333,29.0,88.3333333333,29.0,0,1,778,437133724.723,-427245243.021,valid
2,1036,22,2,2,518.0,11.0,518.0,11.0,0,1,14,2490187943.0,-107678384.156,valid
5,1928,290,5,5,385.6,58.0,385.6,58.0,0,1,114,4022611294.57,-1423758684.28,valid
14,1565,146,14,14,111.785714286,10.4285714286,111.785714286,10.4285714286,5,4,656,3484819453.67,-716631036.511,valid
6,1385,193,6,6,230.833333333,32.1666666667,230.833333333,32.1666666667,1,1,779,2927321669.69,-947499147.149,valid
4,608,105,4,4,152.0,26.25,152.0,26.25,0,2,775,1235270885.1,-515536500.235,valid
4,137,376,4,4,34.25,94.0,34.25,94.0,0,2,636,-586928387.742,-1846890525.79,valid
5,433,105,5,5,86.6,21.0,86.6,21.0,0,1,779,805505225.647,-515599144.452,valid
2,411,46,2,2,205.5,23.0,205.5,23.0,1,1,632,896369569.981,-225799648.423,valid
5,3864,397,5,5,772.8,79.4,772.8,79.4,1,1,779,8514281786.61,-1948622169.55,valid
6,1033,72,6,6,172.166666667,12.0,172.166666667,12.0,0,1,646,2360059496.01,-353309696.612,valid
18,2892,1743,18,18,160.666666667,96.8333333333,160.666666667,96.8333333333,0,3,806,2821771104.37,-8560621057.57,valid
2,215,42,2,2,107.5,21.0,107.5,21.0,1,1,633,424854692.159,-206224504.958,valid
7,2393,366,7,7,341.857142857,52.2857142857,341.857142857,52.2857142857,0,3,783,4977997805.25,-1797023698.13,valid
1,263,2,1,1,263.0,2.0,263.0,2.0,0,1,17,641029140.187,-9790739.56905,valid
5,719,164,5,5,143.8,32.8,143.8,32.8,0,2,775,1362975300.43,-805304198.089,valid
7,1100,248,7,7,157.142857143,35.4285714286,157.142857143,35.4285714286,0,3,775,2092327663.18,-1217790896.36,valid
2,313,313,2,2,156.5,156.5,156.5,156.5,0,2,86,-34636.8507291,-1537522601.53,valid
13,898,304,13,13,69.0769230769,23.3846153846,69.0769230769,23.3846153846,0,2,787,1458745276.18,-1492938684.29,valid
6,289,35,6,6,48.1666666667,5.83333333333,48.1666666667,5.83333333333,0,1,648,623775561.382,-171821966.613,valid
3,245,91,3,3,81.6666666667,30.3333333333,81.6666666667,30.3333333333,0,1,778,378194365.198,-446900621.917,valid
2,307,46,2,2,153.5,23.0,153.5,23.0,1,1,632,640965677.096,-225838324.902,valid
1,271,2,1,1,271.0,2.0,271.0,2.0,0,1,5,660709623.16,-9822271.15707,valid
5,211,163,5,5,42.2,32.6,42.2,32.6,1,2,637,117900245.476,-800623102.581,valid
14,2928,438,14,14,209.142857143,31.2857142857,209.142857143,31.2857142857,0,4,646,6115072909.28,-2150591243.78,valid
4,1114,101,4,4,278.5,25.25,278.5,25.25,1,2,632,2487734230.6,-495703260.743,valid
2,185,108,2,2,92.5,54.0,92.5,54.0,1,1,632,189097253.783,-530426685.734,valid
7,3155,348,7,7,450.714285714,49.7142857143,450.714285714,49.7142857143,0,2,786,6893498162.29,-1708268326.53,valid
6,311,58,6,6,51.8333333333,9.66666666667,51.8333333333,9.66666666667,0,1,646,621319223.896,-284780565.398,valid
12,5347,764,12,12,445.583333333,63.6666666667,445.583333333,63.6666666667,3,4,778,11255002934.5,-3750875961.34,valid
3,636,64,3,3,212.0,21.3333333333,212.0,21.3333333333,0,1,638,1404721545.41,-314131726.662,valid
5,1089,205,5,5,217.8,41.0,217.8,41.0,1,1,779,2170933217.66,-1006553047.2,valid
6,1479,304,6,6,246.5,50.6666666667,246.5,50.6666666667,1,3,794,2885545913.12,-1492794003.15,valid
3,285,285,3,3,95.0,95.0,95.0,95.0,2,2,644,-84180.4985417,-1399896715.11,valid
3,307,50,3,3,102.333333333,16.6666666667,102.333333333,16.6666666667,0,1,647,631142450.818,-245486266.045,valid
1,115,2,1,1,115.0,2.0,115.0,2.0,0,1,39,277546855.847,-9823346.96575,bugged
7,3899,282,7,7,557.0,40.2857142857,557.0,40.2857142857,4,2,3,8883456658.81,-1384668702.7,valid
7,624,120,7,7,89.1428571429,17.1428571429,89.1428571429,17.1428571429,0,2,785,1237726691.61,-589208783.901,valid
4,830,209,4,4,207.5,52.25,207.5,52.25,0,1,779,1525056069.39,-1026297311.26,valid
1,119,2,1,1,119.0,2.0,119.0,2.0,0,1,39,287371523.311,-9823300.22247,bugged
3,397,397,3,3,132.333333333,132.333333333,132.333333333,132.333333333,2,1,634,-84763.278646,-1949997537.38,valid
1,231,2,1,1,231.0,2.0,231.0,2.0,0,1,5,562463073.485,-9822867.64684,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,675,106,4,4,168.75,26.5,168.75,26.5,0,1,779,1397354123.67,-520420480.835,valid
4,409,127,4,4,102.25,31.75,102.25,31.75,0,1,779,692537615.994,-623671096.688,valid
2,291,46,2,2,145.5,23.0,145.5,23.0,0,1,634,601672770.823,-225844275.459,valid
20,6328,2582,20,20,316.4,129.1,316.4,129.1,10,4,670,9199623522.34,-12681076665.2,bugged
5,289,103,5,5,57.8,20.6,57.8,20.6,1,1,778,456780178.241,-505828081.033,valid
19,2126,615,19,19,111.894736842,32.3684210526,111.894736842,32.3684210526,0,2,799,3710783306.92,-3020248756.42,valid
4,678,122,4,4,169.5,30.5,169.5,30.5,0,1,779,1365428637.25,-599011128.297,valid
3,261,91,3,3,87.0,30.3333333333,87.0,30.3333333333,0,1,778,417487271.548,-446894671.44,valid
5,1554,145,5,5,310.8,29.0,310.8,29.0,0,1,779,3460231707.14,-711660999.369,valid
8,1579,129,8,8,197.375,16.125,197.375,16.125,2,2,782,3560926091.97,-633068729.167,valid
21,5236,1344,21,21,249.333333333,64.0,249.333333333,64.0,0,3,796,9558452203.87,-6600331387.43,valid
5,519,74,5,5,103.8,14.8,103.8,14.8,2,2,635,1092835073.83,-363304466.389,valid
6,766,101,6,6,127.666666667,16.8333333333,127.666666667,16.8333333333,0,2,781,1633111561.95,-495832190.897,valid
2,226,6,2,2,113.0,3.0,113.0,3.0,0,1,645,540278159.082,-29388651.871,valid
8,915,137,8,8,114.375,17.125,114.375,17.125,0,2,654,1910617715.88,-672616070.517,valid
3,281,91,3,3,93.6666666667,30.3333333333,93.6666666667,30.3333333333,0,1,778,466603404.486,-446887233.343,valid
4,407,66,4,4,101.75,16.5,101.75,16.5,1,1,637,837430209.237,-324040744.589,valid
2,291,46,2,2,145.5,23.0,145.5,23.0,0,1,632,601672770.743,-225844275.377,valid
2,315,42,2,2,157.5,21.0,157.5,21.0,0,1,633,670435357.268,-206187314.895,valid
3,283,54,3,3,94.3333333333,18.0,94.3333333333,18.0,0,1,632,562380620.179,-265146911.528,valid
3,289,289,3,3,96.3333333333,96.3333333333,96.3333333333,96.3333333333,1,2,644,-85603.6501851,-1419544591.47,valid
12,1260,466,12,12,105.0,38.8333333333,105.0,38.8333333333,5,3,654,1949909676.3,-2288631773.29,valid
2,315,46,2,2,157.5,23.0,157.5,23.0,0,1,645,660612130.629,-225835350.026,valid
1,1047,2,1,1,1047.0,2.0,1047.0,2.0,0,1,71,2566689748.66,-9807811.86659,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,225,87,3,3,75.0,29.0,75.0,29.0,0,1,778,338901458.848,-427260119.215,valid
4,5742,590,4,4,1435.5,147.5,1435.5,147.5,0,1,779,12652315986.3,-2895936875.41,valid
4,249,91,4,4,62.25,22.75,62.25,22.75,0,1,779,388017591.785,-446899134.295,valid
1,367,2,1,1,367.0,2.0,367.0,2.0,0,1,39,896492174.215,-9811574.60804,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1217,2,1,1,1217.0,2.0,1217.0,2.0,0,1,15,2983973753.04,-9540594.59676,valid
1,187,2,1,1,187.0,2.0,187.0,2.0,0,1,39,454390870.192,-9822505.58659,bugged
14,3103,764,14,14,221.642857143,54.5714285714,221.642857143,54.5714285714,4,3,785,5744341825.06,-3752093672.88,valid
2,669,42,2,2,334.5,21.0,334.5,21.0,0,1,632,1539790910.95,-206055661.265,valid
7,974,118,7,7,139.142857143,16.8571428571,139.142857143,16.8571428571,3,2,788,2102267220.36,-579362159.936,valid
1,175,2,1,1,175.0,2.0,175.0,2.0,0,1,15,424913399.744,-9819097.57284,valid
12,2319,565,12,12,193.25,47.0833333333,193.25,47.0833333333,3,3,778,4307517859.73,-2774495352.39,valid
21,4277,592,21,21,203.666666667,28.1904761905,203.666666667,28.1904761905,0,2,810,9049656353.66,-2906415761.67,valid
4,269,99,4,4,67.25,24.75,67.25,24.75,0,1,779,417487271.55,-486187577.797,valid
1,271,2,1,1,271.0,2.0,271.0,2.0,0,1,39,660702451.682,-9814993.04027,valid
1,1192,2,1,1,1192.0,2.0,1192.0,2.0,0,1,71,2922833302.31,-9805475.50877,valid
14,2095,246,14,14,149.642857143,17.5714285714,149.642857143,17.5714285714,5,4,650,4540811867.14,-1207692398.39,valid
2,207,42,2,2,103.5,21.0,103.5,21.0,0,1,768,405208238.412,-206227479.611,valid
5,2246,93,5,5,449.2,18.6,449.2,18.6,1,1,769,5287362964.69,-455996429.502,valid
8,1280,105,8,8,160.0,13.125,160.0,13.125,3,2,632,2885575882.14,-515289351.236,valid
3,269,87,3,3,89.6666666667,29.0,89.6666666667,29.0,0,1,778,446956951.311,-427243755.402,valid
5,353,103,5,5,70.6,20.6,70.6,20.6,0,2,779,613959285.386,-505816748.72,valid
10,2700,907,10,10,270.0,90.7,270.0,90.7,2,3,786,4403275275.68,-4454287513.19,bugged
1,1047,2,1,1,1047.0,2.0,1047.0,2.0,0,1,45,2566669260.75,-9787245.52954,valid
1,203,2,1,1,203.0,2.0,203.0,2.0,0,1,8,493670028.52,-9802418.79839,valid
12,738,134,12,12,61.5,11.1666666667,61.5,11.1666666667,1,4,796,1483326380.94,-657958982.297,valid
4,325,99,4,4,81.25,24.75,81.25,24.75,0,1,779,555012443.773,-486166751.12,valid
1,111,2,1,1,111.0,2.0,111.0,2.0,0,1,45,267719568.825,-9820678.01954,valid
5,171,296,5,5,34.2,59.2,34.2,59.2,1,2,637,-306959796.984,-1453926424.46,valid
2,323,46,2,2,161.5,23.0,161.5,23.0,0,1,632,680258583.618,-225832374.598,valid
13,4531,2197,13,13,348.538461538,169.0,348.538461538,169.0,4,4,783,5731837551.56,-10790302932.3,valid
7,809,129,7,7,115.571428571,18.4285714286,115.571428571,18.4285714286,1,2,780,1669963622.02,-633362748.638,valid
15,5349,866,15,15,356.6,57.7333333333,356.6,57.7333333333,0,2,779,11009604880.3,-4252023772.19,valid
4,1347,71,4,4,336.75,17.75,336.75,17.75,0,2,644,3133616020.29,-348270978.227,valid
9,525,193,9,9,58.3333333333,21.4444444444,58.3333333333,21.4444444444,0,2,785,815319994.141,-947835964.393,valid
9,936,105,9,9,104.0,11.6666666667,104.0,11.6666666667,0,3,653,2040898434.27,-515553968.523,valid
3,205,87,3,3,68.3333333333,29.0,68.3333333333,29.0,0,1,778,289785325.91,-427267557.311,valid
2,243,6,2,2,121.5,3.0,121.5,3.0,0,1,15,582059077.753,-29416179.0475,valid
9,1685,214,9,9,187.222222222,23.7777777778,187.222222222,23.7777777778,3,2,788,3612565044.2,-1050650483.56,valid
12,1065,394,12,12,88.75,32.8333333333,88.75,32.8333333333,0,3,788,1647839522.89,-1934971063.41,valid
4,1240,157,4,4,310.0,39.25,310.0,39.25,0,1,779,2659638740.2,-770721599.794,valid
3,231,46,3,3,77.0,15.3333333333,77.0,15.3333333333,0,1,632,454324371.72,-225866495.092,valid
2,957,16,2,2,478.5,8.0,478.5,8.0,0,1,11,2311001802.37,-78328827.1468,valid
3,598,87,3,3,199.333333333,29.0,199.333333333,29.0,0,1,775,1254917338.28,-427121398.853,valid
1,512,2,1,1,512.0,2.0,512.0,2.0,0,1,71,1252642843.85,-9816432.22127,valid
4,3658,91,4,4,914.5,22.75,914.5,22.75,1,1,768,8759862453.13,-445631313.338,valid
5,305,147,5,5,61.0,29.4,61.0,29.4,0,2,777,388025771.725,-721960633.272,valid
52,11583,3470,52,52,222.75,66.7307692308,222.75,66.7307692308,15,4,818,19924430867.7,-17041281009.0,bugged
1,582,2,1,1,582.0,2.0,582.0,2.0,0,1,39,1424576782.22,-9817889.68699,bugged
