% []
@RELATION base

@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE tot_changes_bugged_Methods NUMERIC
@ATTRIBUTE sum_insert_bugged_Methods NUMERIC
@ATTRIBUTE sum_delet_buggeds_Methods NUMERIC
@ATTRIBUTE count_insert_bugged_Methods NUMERIC
@ATTRIBUTE count_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,17,0,1,0,17.0,0.0,17.0,0,0,1,2588,41748712.9971,6322.38224537,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,108,19646453.2009,2975.21287037,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,52,14734839.8982,2231.41215278,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2588,12279033.2344,1859.52418981,0,0,0,0,0,0,0,0,0,valid
1,25,0,1,0,25.0,0.0,25.0,0,0,1,139,61395166.2442,9297.54890045,0,0,0,0,0,0,0,0,0,valid
1,25,0,1,0,25.0,0.0,25.0,0,0,1,139,61395166.2442,9297.54890045,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2588,9823226.58755,1487.61935185,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,2588,24558066.4689,3719.04837963,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2588,12279033.2344,1859.52418981,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,57,17190646.5476,2603.31450231,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1546,7367419.94149,1115.71368056,0,0,0,0,0,0,0,0,0,valid
1,38,0,1,0,38.0,0.0,38.0,0,0,1,106,93325895.9928,8888.97275463,0,0,0,0,0,0,0,0,0,valid
2,4,1,1,1,2.0,0.5,4.0,1.0,0,1,2658,7367419.94117,-4910497.58097,0,0,0,0,0,0,0,0,0,valid
5,66,34,5,2,13.2,6.8,13.2,17.0,2,1,1596,78585812.775,-166983706.236,2,13,2,2,1,6.5,1.0,6.5,2.0,valid
3,20,6,3,1,6.66666666667,2.0,6.66666666667,6.0,1,1,28,34383992.828,-29469439.1939,1,1,0,1,0,1.0,0.0,1.0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,60,36837099.812,5578.46388888,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,59,7367419.94948,1115.70569444,1,3,0,1,0,3.0,0.0,3.0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
2,13,0,2,0,6.5,0.0,6.5,0,0,1,3087,31925486.4101,4834.76229166,0,0,0,0,0,0,0,0,0,valid
2,23,2,2,1,11.5,1.0,11.5,2.0,0,1,14,51571939.7227,-9815780.97887,0,0,0,0,0,0,0,0,0,valid
3,16,2,3,1,5.33333333333,0.666666666667,5.33333333333,2.0,0,1,3982,34381293.0576,-9818019.92208,0,0,0,0,0,0,0,0,0,valid
5,18,2,5,1,3.6,0.4,3.6,2.0,1,3,1599,39293393.0124,-9817762.78502,1,2,2,1,1,2.0,2.0,2.0,2.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7368367.92399,167.731180556,0,0,0,0,0,0,0,0,0,valid
3,8,2,3,2,2.66666666667,0.666666666667,2.66666666667,1.0,0,1,3717,14734839.8861,-9820995.17216,0,0,0,0,0,0,0,0,0,valid
3,80,15,3,2,26.6666666667,5.0,26.6666666667,7.5,1,2,334,159627076.474,-73659632.2098,1,13,14,1,1,13.0,14.0,13.0,14.0,bugged
2,5,1,2,1,2.5,0.5,2.5,1.0,0,1,3087,9823226.58755,-4910125.67563,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,108,7367419.95035,1115.70482639,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,59,9823226.59931,1487.60759259,1,4,0,1,0,4.0,0.0,4.0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,6,7367715.57146,820.083715277,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,5,14734839.9022,2231.408125,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,2588,4911613.29377,743.809675925,0,0,0,0,0,0,0,0,0,valid
2,19,1,2,1,9.5,0.5,9.5,1.0,0,1,119,44204519.7083,-4904919.07949,0,0,0,0,0,0,0,0,0,valid
2,14,2,2,1,7.0,1.0,7.0,2.0,0,1,3662,29469679.7626,-9818763.7306,0,0,0,0,0,0,0,0,0,valid
2,19,1,2,1,9.5,0.5,9.5,1.0,0,1,119,44204519.7083,-4904919.07949,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,235,12280834.3295,58.4291087948,0,0,0,0,0,0,0,0,0,valid
4,51,20,4,3,12.75,5.0,12.75,6.66666666667,0,2,148,76135821.5628,-98239437.123,0,0,0,0,0,0,0,0,0,valid
2,28,2,2,1,14.0,1.0,14.0,2.0,1,1,182,63850972.8984,-9813557.15759,1,4,2,1,1,4.0,2.0,4.0,2.0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,159,7367419.94948,-4910773.55708,1,3,0,1,0,3.0,0.0,3.0,0,valid
2,9,2,2,1,4.5,1.0,4.5,2.0,0,1,3662,17190646.5288,-9820623.25535,0,0,0,0,0,0,0,0,0,valid
3,23,3,3,2,7.66666666667,1.0,7.66666666667,1.5,0,2,148,49119681.6855,-14732647.221,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,2588,14734839.8813,2231.42902778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,235,7368500.59771,35.0574652776,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,78,19646453.1989,2975.2149074,0,0,0,0,0,0,0,0,0,valid
1,41,0,1,0,41.0,0.0,41.0,0,0,1,68,100698064.167,5256.45340276,1,41,0,1,0,41.0,0.0,41.0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,64,9823226.59852,1487.60837963,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,235,12280834.3295,58.4291087948,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,29,17190646.5652,2603.29684027,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,1569,7367419.94149,-14733794.9596,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,1,66,7367419.95028,-4910497.59642,1,3,0,1,0,3.0,0.0,3.0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,52,19648922.646,505.767777774,0,0,0,0,0,0,0,0,0,valid
3,13,13,2,2,4.33333333333,4.33333333333,6.5,6.5,0,1,1619,-0.0494444444776,-63850972.8826,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,47,9823226.59833,1487.60856481,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,28,24561696.0282,89.4890046269,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,2588,17190646.5282,2603.33386574,0,0,0,0,0,0,0,0,0,valid
2,42,15,2,1,21.0,7.5,21.0,15.0,0,1,191,66306779.5656,-73664158.293,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,2588,9823226.58755,1487.61935185,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,23,9823226.61495,1487.59194444,1,4,0,1,0,4.0,0.0,4.0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,35,19647180.867,2247.54675926,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,58,19647246.0849,2182.32888889,0,0,0,0,0,0,0,0,0,valid
2,12,12,1,1,6.0,6.0,12.0,12.0,0,1,1611,-0.0494444444776,-58939359.5814,0,0,0,0,0,0,0,0,0,valid
4,15,8,4,3,3.75,2.0,3.75,2.66666666667,3,3,273,17190744.6363,-39294662.9283,3,8,8,3,3,2.66666666667,2.66666666667,2.66666666667,2.66666666667,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,71,36838148.7095,4529.56631944,0,0,0,0,0,0,0,0,0,valid
2,35,5,2,1,17.5,2.5,17.5,5.0,1,1,146,73674199.5255,-24546909.4946,1,19,5,1,1,19.0,5.0,19.0,5.0,valid
3,8,6,3,2,2.66666666667,2.0,2.66666666667,3.0,1,1,1579,4911613.28872,-29469006.7752,1,2,3,1,1,2.0,3.0,2.0,3.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
6,34,11,6,5,5.66666666667,1.83333333333,5.66666666667,2.2,0,2,474,56483552.9415,-54019886.4893,0,0,0,0,0,0,0,0,0,valid
8,61,27,8,6,7.625,3.375,7.625,4.5,0,3,4070,83496633.0987,-132603210.081,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,24,12280613.2161,279.542476851,0,0,0,0,0,0,0,0,0,valid
5,26,8,5,4,5.2,1.6,5.2,2.0,0,3,261,44204890.5305,-39290164.0108,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,79,12279033.2564,1859.50219907,0,0,0,0,0,0,0,0,0,valid
2,19,1,2,1,9.5,0.5,9.5,1.0,1,1,150,44204519.7087,-4904919.07987,1,11,0,1,0,11.0,0.0,11.0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
7,42,11,7,6,6.0,1.57142857143,6.0,1.83333333333,0,3,340,76131678.0101,-54023388.9988,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,179,7368487.31674,48.3384375004,1,3,0,1,0,3.0,0.0,3.0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,60,36837099.812,5578.46388888,0,0,0,0,0,0,0,0,0,valid
1,24,0,1,0,24.0,0.0,24.0,0,0,1,2588,58939359.5253,8925.71611111,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,106,7367419.95024,1115.70493056,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,64,17190646.5474,2603.31466435,0,0,0,0,0,0,0,0,0,valid
4,15,10,3,2,3.75,2.5,5.0,5.0,1,3,1538,12277712.7369,-49116422.4899,1,5,0,1,0,5.0,0.0,5.0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,48,9823226.60037,1487.60652778,1,4,0,1,0,4.0,0.0,4.0,0,valid
1,45,0,1,0,45.0,0.0,45.0,0,0,1,235,110527508.966,525.861979157,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,157,7367419.95014,1115.70503472,1,3,0,1,0,3.0,0.0,3.0,0,valid
3,34,4,3,2,11.3333333333,1.33333333333,11.3333333333,2.0,0,1,127,73684384.0954,-19648383.7821,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
5,55,9,4,4,11.0,1.8,13.75,2.25,0,2,347,112971286.299,-44196824.3261,0,0,0,0,0,0,0,0,0,valid
2,12,12,1,1,6.0,6.0,12.0,12.0,1,2,224,-4269.47055555,-58943629.0633,1,0,12,0,1,0.0,12.0,0,12.0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,235,24561668.659,116.85821759,0,0,0,0,0,0,0,0,0,valid
2,3,1,2,1,1.5,0.5,1.5,1.0,0,2,1417,4911613.29498,-4911047.33769,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1546,7367419.94149,1115.71368056,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,108,12279033.249,1859.50960648,0,0,0,0,0,0,0,0,0,valid
3,35,0,3,0,11.6666666667,0.0,11.6666666667,0,2,1,23,85959659.0035,6590.30682871,2,2,0,2,0,1.0,0.0,1.0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,108,14734839.9007,2231.40965278,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,157,7367419.95014,1115.70503472,1,3,0,1,0,3.0,0.0,3.0,0,valid
2,10,3,2,1,5.0,1.5,5.0,3.0,0,1,2628,17190646.5284,-14732236.5484,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,3662,7367419.94066,-4910497.57981,0,0,0,0,0,0,0,0,0,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,1546,49116132.9433,7438.0912037,0,0,0,0,0,0,0,0,0,valid
1,26,0,1,0,26.0,0.0,26.0,0,0,1,100,63850972.8961,9669.44875,0,0,0,0,0,0,0,0,0,valid
1,32,0,1,0,32.0,0.0,32.0,0,0,1,1546,78585812.7093,11900.9459259,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1546,7367419.94149,1115.71368056,0,0,0,0,0,0,0,0,0,valid
2,41,2,2,1,20.5,1.0,20.5,2.0,0,1,154,95787880.653,-9821531.52813,0,0,0,0,0,0,0,0,0,valid
1,29,0,1,0,29.0,0.0,29.0,0,0,1,235,71228839.1112,338.888831005,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1397,12279033.2374,1859.52118055,0,0,0,0,0,0,0,0,0,valid
3,16,3,3,2,5.33333333333,1.0,5.33333333333,1.5,0,2,3691,31925795.0937,-14731548.5386,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
8,44,11,8,7,5.5,1.375,5.5,1.57142857143,0,2,2786,81041943.1925,-54017270.928,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,2588,12279033.2344,1859.52418981,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,151,7368460.79427,74.8609027769,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1546,7367419.94149,1115.71368056,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,1569,7367419.94149,-14733794.9596,0,0,0,0,0,0,0,0,0,valid
6,68,19,4,4,11.3333333333,3.16666666667,17.0,4.75,2,2,369,120334862.164,-93303438.4687,2,2,3,1,2,1.0,1.5,2.0,1.5,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,11,9823226.60199,1487.60490741,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
2,11,11,1,1,5.5,5.5,11.0,11.0,1,2,2648,-3698.05002315,-54031444.2815,1,0,11,0,1,0.0,11.0,0,11.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,2588,7367419.94066,1115.71451389,0,0,0,0,0,0,0,0,0,valid
