% []
@RELATION base

@ATTRIBUTE diff_commits NUMERIC
@ATTRIBUTE diff_commitsApproved NUMERIC
@ATTRIBUTE numBlobs NUMERIC
@ATTRIBUTE numPatchs NUMERIC
@ATTRIBUTE numCommits NUMERIC
@ATTRIBUTE len_times NUMERIC
@ATTRIBUTE max_times NUMERIC
@ATTRIBUTE p01_times NUMERIC
@ATTRIBUTE p02_times NUMERIC
@ATTRIBUTE mx1_times NUMERIC
@ATTRIBUTE less5_times NUMERIC
@ATTRIBUTE less10_times NUMERIC
@ATTRIBUTE len_difftimes NUMERIC
@ATTRIBUTE max_difftimes NUMERIC
@ATTRIBUTE mx1_difftimes NUMERIC
@ATTRIBUTE ones_difftimes NUMERIC
@ATTRIBUTE less5_difftimes NUMERIC
@ATTRIBUTE less10_difftimes NUMERIC
@ATTRIBUTE len_timesApproved NUMERIC
@ATTRIBUTE mean_timesApproved NUMERIC
@ATTRIBUTE median_timesApproved NUMERIC
@ATTRIBUTE max_timesApproved NUMERIC
@ATTRIBUTE p01_timesApproved NUMERIC
@ATTRIBUTE p02_timesApproved NUMERIC
@ATTRIBUTE mx1_timesApproved NUMERIC
@ATTRIBUTE less5_timesApproved NUMERIC
@ATTRIBUTE less10_timesApproved NUMERIC
@ATTRIBUTE len_difftimesApproved NUMERIC
@ATTRIBUTE max_difftimesApproved NUMERIC
@ATTRIBUTE p01_difftimesApproved NUMERIC
@ATTRIBUTE mx1__difftimesApproved NUMERIC
@ATTRIBUTE ones_difftimesApproved NUMERIC
@ATTRIBUTE less5_difftimesApproved NUMERIC
@ATTRIBUTE less10_difftimesApproved NUMERIC
@ATTRIBUTE len_groups NUMERIC
@ATTRIBUTE len_groupsApproved NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,3,5,2,3,327,1645.18111111,0.00611620795107,0.00611620795107,0.669724770642,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,106,1931.74309028,1933.9581713,1645.18111111,0.0660377358491,0.0660377358491,0.933962264151,1.0,2.0,3,1645.18111111,0.0,0.333333333333,3.0,3.0,3.0,20,10,valid
5,3,9,4,5,251,1645.18111111,0.0756972111554,0.0756972111554,0.717131474104,2.0,2.0,5,1645.18111111,0.2,5.0,5.0,5.0,167,1934.17561343,1933.9581713,1933.9581713,0.0239520958084,0.0239520958084,0.976047904192,2.0,2.0,3,1933.9581713,0.0,0.333333333333,3.0,3.0,3.0,12,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,5,9,4,5,2065,1645.18111111,0.116222760291,0.116222760291,0.883777239709,1.0,2.0,5,1645.18111111,0.2,5.0,5.0,5.0,613,1927.14240741,1933.9581713,1645.18111111,0.0424143556281,0.0424143556281,0.957585644372,3.0,3.0,5,1645.18111111,0.0,0.2,5.0,5.0,5.0,26,22,valid
4,3,7,3,4,207,1645.00626157,0.00966183574879,0.00966183574879,0.599033816425,2.0,2.0,4,1645.00626157,0.25,4.0,4.0,4.0,81,1930.94645833,1933.9581713,1645.03217593,0.0740740740741,0.0740740740741,0.925925925926,2.0,2.0,3,1645.03217593,0.0,0.333333333333,3.0,3.0,3.0,19,11,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,121,1645.18111111,0.00826446280992,0.00826446280992,0.710743801653,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,18,1934.9581713,1933.9581713,1933.9581713,0.0,0.111111111111,0.888888888889,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,11,3,valid
3,2,5,2,3,104,1645.18111111,0.00961538461538,0.00961538461538,0.721153846154,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,11,1935.59453704,1933.9581713,1933.9581713,0.0,0.181818181818,0.818181818182,1.0,2.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,13,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,93,1645.18111111,0.010752688172,0.010752688172,0.774193548387,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,7,1935.24430556,1933.9581713,1933.9581713,0.0,0.142857142857,0.857142857143,1.0,2.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,10,2,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,2,7,3,4,320,1645.18111111,0.00625,0.00625,0.746875,2.0,2.0,4,1645.18111111,0.25,4.0,4.0,4.0,135,1934.09155093,1933.9581713,1933.9581713,0.0148148148148,0.0148148148148,0.985185185185,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,9,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,236,1645.18111111,0.00423728813559,0.00423728813559,0.669491525424,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,105,1934.12966435,1933.9581713,1933.9581713,0.0190476190476,0.0190476190476,0.980952380952,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,22,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,3,9,4,5,144,1645.18111111,0.0208333333333,0.194444444444,0.472222222222,2.0,2.0,5,1645.18111111,0.2,5.0,5.0,5.0,61,1934.55587963,1933.9581713,1933.9581713,0.0655737704918,0.0655737704918,0.934426229508,2.0,2.0,3,1933.9581713,0.0,0.333333333333,3.0,3.0,3.0,18,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,3,5,2,3,634,1645.18111111,0.00315457413249,0.00315457413249,0.744479495268,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,118,1931.7394213,1933.9581713,1645.18111111,0.0338983050847,0.0338983050847,0.966101694915,2.0,2.0,3,1645.18111111,0.0,0.333333333333,3.0,3.0,3.0,10,7,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,98,1645.18111111,0.0102040816327,0.183673469388,0.816326530612,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,7,1936.52960648,1933.9581713,1933.9581713,0.0,0.0,0.714285714286,2.0,2.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,11,3,valid
4,3,7,3,4,153,1645.00626157,0.0130718954248,0.0130718954248,0.503267973856,2.0,2.0,4,1645.00626157,0.25,4.0,4.0,4.0,43,1927.65677083,1933.9581713,1645.03217593,0.0697674418605,0.0697674418605,0.93023255814,2.0,2.0,3,1645.03217593,0.0,0.333333333333,3.0,3.0,3.0,17,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,3,7,3,4,323,1645.00626157,0.0061919504644,0.0061919504644,0.715170278638,2.0,2.0,4,1645.00626157,0.25,4.0,4.0,4.0,121,1931.6444213,1933.9581713,1645.03217593,0.0165289256198,0.0165289256198,0.98347107438,2.0,2.0,3,1645.03217593,0.0,0.333333333333,3.0,3.0,3.0,40,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,2,7,3,4,337,1645.18111111,0.00593471810089,0.00593471810089,0.747774480712,2.0,2.0,4,1645.18111111,0.25,4.0,4.0,4.0,93,1934.24850694,1933.9581713,1933.9581713,0.0322580645161,0.0322580645161,0.967741935484,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,11,5,valid
3,2,5,2,3,93,1645.18111111,0.010752688172,0.193548387097,0.806451612903,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,13,1935.34304398,1933.9581713,1933.9581713,0.0,0.153846153846,0.846153846154,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,11,3,valid
3,2,5,2,3,177,1645.18111111,0.00564971751412,0.00564971751412,0.542372881356,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,25,1934.6781713,1933.9581713,1933.9581713,0.08,0.08,0.92,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,21,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,4,9,4,5,141,1645.18111111,0.0283687943262,0.156028368794,0.475177304965,2.0,2.0,5,1645.18111111,0.2,5.0,5.0,5.0,62,1929.7402662,1933.9581713,1645.18111111,0.0645161290323,0.0645161290323,0.935483870968,3.0,3.0,4,1645.18111111,0.0,0.25,4.0,4.0,4.0,11,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,3,7,3,4,245,1645.00626157,0.00816326530612,0.00816326530612,0.673469387755,2.0,2.0,4,1645.00626157,0.25,4.0,4.0,4.0,87,1931.15416667,1933.9581713,1645.03217593,0.0689655172414,0.0689655172414,0.931034482759,2.0,2.0,3,1645.03217593,0.0,0.333333333333,3.0,3.0,3.0,15,9,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,3,9,4,5,192,1645.18111111,0.015625,0.151041666667,0.598958333333,2.0,2.0,5,1645.18111111,0.2,5.0,5.0,5.0,107,1934.29892361,1933.9581713,1933.9581713,0.0373831775701,0.0373831775701,0.96261682243,2.0,2.0,3,1933.9581713,0.0,0.333333333333,3.0,3.0,3.0,21,7,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,94,1645.18111111,0.0106382978723,0.18085106383,0.81914893617,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,12,1935.45822917,1933.9581713,1933.9581713,0.0,0.166666666667,0.833333333333,1.0,2.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,9,3,valid
5,4,11,5,6,135,1645.00626157,0.0222222222222,0.192592592593,0.518518518519,2.0,2.0,5,1645.00626157,0.2,5.0,5.0,5.0,29,1923.99127315,1933.9581713,1645.03217593,0.0689655172414,0.0689655172414,0.620689655172,2.0,3.0,4,1645.03217593,0.0,0.25,4.0,4.0,4.0,49,13,valid
5,3,9,4,5,125,1645.18111111,0.024,0.192,0.424,2.0,2.0,5,1645.18111111,0.2,5.0,5.0,5.0,55,1934.4546875,1933.9581713,1933.9581713,0.0545454545455,0.0545454545455,0.945454545455,2.0,2.0,3,1933.9581713,0.0,0.333333333333,3.0,3.0,3.0,32,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,2,7,3,4,199,1645.18111111,0.0150753768844,0.0150753768844,0.572864321608,2.0,2.0,4,1645.18111111,0.25,4.0,4.0,4.0,69,1934.21907407,1933.9581713,1933.9581713,0.0289855072464,0.0289855072464,0.971014492754,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,99,3,valid
4,2,7,3,4,284,1645.18111111,0.0669014084507,0.0669014084507,0.570422535211,1.0,1.0,4,1645.18111111,0.25,4.0,4.0,4.0,76,1934.19502315,1933.9581713,1933.9581713,0.0263157894737,0.0263157894737,0.973684210526,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,75,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,192,1645.18111111,0.00520833333333,0.00520833333333,0.619791666667,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,53,1934.46775463,1933.9581713,1933.9581713,0.0566037735849,0.0566037735849,0.943396226415,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,7,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,119,1645.18111111,0.00840336134454,0.00840336134454,0.705882352941,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,25,1934.6781713,1933.9581713,1933.9581713,0.08,0.08,0.92,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,19,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,144,1645.18111111,0.00694444444444,0.00694444444444,0.541666666667,1.0,1.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,23,1934.74078704,1933.9581713,1933.9581713,0.0869565217391,0.0869565217391,0.913043478261,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,15,3,valid
4,2,7,3,4,169,1645.18111111,0.0295857988166,0.0295857988166,0.508875739645,2.0,2.0,4,1645.18111111,0.25,4.0,4.0,4.0,43,1934.37681713,1933.9581713,1933.9581713,0.046511627907,0.046511627907,0.953488372093,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,62,3,valid
4,2,7,3,4,261,1645.18111111,0.0153256704981,0.0153256704981,0.674329501916,2.0,2.0,4,1645.18111111,0.25,4.0,4.0,4.0,83,1934.2834838,1933.9581713,1933.9581713,0.0361445783133,0.0361445783133,0.963855421687,1.0,1.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,13,5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
6,5,11,5,6,617,1645.18111111,0.0437601296596,0.179902755267,0.820097244733,1.0,4.0,6,1645.18111111,0.166666666667,6.0,6.0,6.0,332,1924.62344907,1933.9581713,1645.18111111,0.0602409638554,0.0602409638554,0.939759036145,2.0,4.0,5,1645.18111111,0.0,0.2,5.0,5.0,5.0,32,13,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,2,5,2,3,75,1645.18111111,0.0133333333333,0.133333333333,0.866666666667,1.0,2.0,3,1645.18111111,0.333333333333,3.0,3.0,3.0,9,1935.95864583,1933.9581713,1933.9581713,0.0,0.0,0.777777777778,1.0,2.0,2,1933.9581713,0.0,0.5,2.0,2.0,2.0,10,3,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
