% []
@RELATION base

@ATTRIBUTE tot_changes NUMERIC
@ATTRIBUTE sum_insert NUMERIC
@ATTRIBUTE sum_delets NUMERIC
@ATTRIBUTE count_insert NUMERIC
@ATTRIBUTE count_delets NUMERIC
@ATTRIBUTE avg_insert NUMERIC
@ATTRIBUTE avg_delets NUMERIC
@ATTRIBUTE avg_insert_nonzero NUMERIC
@ATTRIBUTE avg_delets_nonzero NUMERIC
@ATTRIBUTE tot_bugs NUMERIC
@ATTRIBUTE tot_developers NUMERIC
@ATTRIBUTE change_set NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE age2 NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
4,423,38,4,4,105.75,9.5,105.75,9.5,0,2,274,945426793.061,-186550356.838,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,155,2,1,1,155.0,2.0,155.0,2.0,0,1,207,375714695.368,-9784843.80132,valid
1,647,2,1,1,647.0,2.0,647.0,2.0,0,1,207,1583895284.4,-9663411.08326,valid
1,311,2,1,1,311.0,2.0,311.0,2.0,0,1,207,758796345.548,-9746340.74437,valid
1,159,2,1,1,159.0,2.0,159.0,2.0,0,1,207,385537301.783,-9783856.54345,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,135,6,2,2,67.5,3.0,67.5,3.0,0,2,266,316779056.879,-29437250.2316,valid
1,155,2,1,1,155.0,2.0,155.0,2.0,0,1,207,375714695.368,-9784843.80132,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,171,0.0,-19646482.8831,valid
1,171,2,1,1,171.0,2.0,171.0,2.0,0,1,207,415005121.028,-9780894.76984,valid
4,886,84,4,4,221.5,21.0,221.5,21.0,0,2,274,1969435363.07,-412384559.5,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,420,6,2,2,210.0,3.0,210.0,3.0,1,1,57,1016737852.44,-29466598.1691,valid
1,207,2,1,1,207.0,2.0,207.0,2.0,0,1,207,503408578.762,-9772009.449,valid
1,339,2,1,1,339.0,2.0,339.0,2.0,0,1,207,827554590.452,-9739429.93928,valid
1,219,2,1,1,219.0,2.0,219.0,2.0,0,1,207,532876398.006,-9769047.67539,valid
1,592,2,1,1,592.0,2.0,592.0,2.0,0,1,207,1448834446.19,-9676985.87898,valid
1,582,2,1,1,582.0,2.0,582.0,2.0,0,1,207,1424277930.15,-9679454.02366,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,187,2,1,1,187.0,2.0,187.0,2.0,0,1,207,454295546.687,-9776945.73836,valid
2,20,20,2,2,10.0,10.0,10.0,10.0,0,2,174,0.0,-98232830.0117,valid
1,2497,2,1,1,2497.0,2.0,2497.0,2.0,0,1,207,6126850751.27,-9206804.31822,valid
1,139,2,1,1,139.0,2.0,139.0,2.0,0,1,207,336424269.709,-9788792.8328,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
