% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE tot_changes_bugged_Methods NUMERIC
@ATTRIBUTE sum_insert_bugged_Methods NUMERIC
@ATTRIBUTE sum_delet_buggeds_Methods NUMERIC
@ATTRIBUTE count_insert_bugged_Methods NUMERIC
@ATTRIBUTE count_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
2,5,3,2,2,2.5,1.5,2.5,1.5,0,2,99.6853703703,0,0,2,5,3,2,2,2.5,1.5,2.5,1.5,0,2,63,4907898.21303,-14723679.9097,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,118.990983796,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,50,4908044.24315,237.981967593,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,604.571435185,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,378,9814146.16449,2418.28574074,0,0,0,0,0,0,0,0,0,valid
3,7,4,3,2,2.33333333333,1.33333333333,2.33333333333,2.0,0,2,52.9957523146,0,0,3,7,4,3,2,2.33333333333,1.33333333333,2.33333333333,2.0,0,2,69,7362146.13654,-19632426.07,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,95.8312384258,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,169,4908090.56264,191.662476852,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,771.240092593,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,405,12266849.3623,3856.20046296,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,118.990983796,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,50,-4908044.24315,-9816326.46826,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,275.740694445,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,288,7361596.11559,827.222083334,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,536.387962963,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,80,17175233.0722,3754.71574074,0,0,0,0,0,0,0,0,0,valid
6,51,55,5,6,8.5,9.16666666667,10.2,9.16666666667,1,2,53.8289004629,116.005902778,116.005902778,6,51,55,5,6,8.5,9.16666666667,10.2,9.16666666667,1,2,313,-9818916.05334,-269943592.265,1,0,1,0,1,0.0,1.0,0,1.0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,771.240092593,0,0,1,12,0,1,0,12.0,0.0,12.0,0,0,1,405,29440438.4696,9254.88111111,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,91.8459259258,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,61,12270246.3332,459.229629628,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,98.697974537,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,14,7362127.24375,296.093923611,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,604.571435185,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,378,9814146.16449,2418.28574074,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,275.740694445,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,288,19630922.9749,2205.92555556,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,771.240092593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,2313.72027778,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,1,0,1,0.0,1.0,0,1.0,0,1,118.990983796,0,0,1,0,1,0,1,0.0,1.0,0,1.0,0,1,50,-2454022.12157,-4908163.23413,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,91.8459259258,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,224,-11.955937501,-14724283.6439,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,604.571435185,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,378,17174755.7879,4232.0000463,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,434.827164352,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,124,12268531.427,2174.13582176,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,753.339803241,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,2260.01940972,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,604.571435185,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,378,9814146.16449,2418.28574074,0,0,0,0,0,0,0,0,0,valid
3,25,4,3,2,8.33333333333,1.33333333333,8.33333333333,2.0,0,1,51.7965162038,0,0,3,25,4,3,2,8.33333333333,1.33333333333,8.33333333333,2.0,0,1,52,51534896.2862,-19630647.1964,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,17,0,1,0,17.0,0.0,17.0,0,0,1,771.240092593,0,0,1,17,0,1,0,17.0,0.0,17.0,0,0,1,405,41707287.8319,13111.0815741,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,771.240092593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,2313.72027778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,771.240092593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,2313.72027778,0,0,0,0,0,0,0,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,604.571435185,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,378,26988901.9523,6650.28578704,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,286.661585648,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,52,24538544.5097,2866.61585648,0,0,0,0,0,0,0,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,99.6853703703,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,63,0.0,-14724248.5631,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
2,14,7,2,1,7.0,3.5,7.0,7.0,0,1,29.8336342592,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,1,18,17178567.4602,-34357137.5772,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,771.240092593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,2313.72027778,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,97.8327777777,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,152,14724259.6787,586.996666666,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,753.339803241,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,2260.01940972,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,67.888946759,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,5,31902951.9069,882.556307867,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,108.951898148,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,122,7362096.48198,326.855694445,0,0,0,0,0,0,0,0,0,valid
1,40,0,1,0,40.0,0.0,40.0,0,0,1,771.240092593,0,0,1,40,0,1,0,40.0,0.0,40.0,0,0,1,405,98134794.8986,30849.6037037,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,2,0,1,0,2.0,0.0,2.0,0,0,1,118.990983796,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,50,4908044.24315,237.981967593,0,0,0,0,0,0,0,0,0,valid
1,2,3,1,1,2.0,3.0,2.0,3.0,0,1,286.661585648,0,0,1,2,3,1,1,2.0,3.0,2.0,3.0,0,1,52,-2453854.45097,-14723413.3674,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,10,0,1,0,10.0,0.0,10.0,0,0,1,434.827164352,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,124,24537062.8539,4348.27164352,0,0,0,0,0,0,0,0,0,valid
1,45,0,1,0,45.0,0.0,45.0,0,0,1,771.240092593,0,0,1,45,0,1,0,45.0,0.0,45.0,0,0,1,405,110401644.261,34705.8041667,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,771.240092593,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,405,12266849.3623,3856.20046296,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,37,37,5,5,7.4,7.4,7.4,7.4,0,2,1.94039351866,0,0,5,37,37,5,5,7.4,7.4,7.4,7.4,0,2,329,0.0,-181599693.401,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,100.6978125,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,57,-11.7986458335,-14724230.6898,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,192.007673611,0,0,1,1,0,1,0,1.0,0.0,1.0,0,0,1,2,2453949.10488,192.007673611,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,275.740694445,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,288,7361596.11559,827.222083334,0,0,0,0,0,0,0,0,0,valid
2,2,2,1,1,1.0,1.0,2.0,2.0,0,2,98.6619560183,0,0,2,2,2,1,1,1.0,1.0,2.0,2.0,0,2,73,-40.658055556,-9816129.14435,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,753.339803241,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,181,4906775.54551,1506.67960648,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
2,47,1,2,1,23.5,0.5,23.5,1.0,0,2,434.827164352,0,0,2,47,1,2,1,23.5,0.5,23.5,1.0,0,2,192,112865817.331,-4882738.72449,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,100.764050926,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,52,0.0,-4908080.69701,0,0,0,0,0,0,0,0,0,valid
1,0,4,0,1,0.0,4.0,0,4.0,0,1,98.6619560183,0,0,1,0,4,0,1,0.0,4.0,0,4.0,0,1,31,-9816169.80241,-19632734.2526,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,97.8327777777,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,152,-4908086.55956,-9816368.78468,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,753.339803241,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,181,14720326.6365,4520.03881945,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,118.990983796,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,50,-4908044.24315,-9816326.46826,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,108.951898148,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,122,-7362096.48198,-14724519.8197,0,0,0,0,0,0,0,0,0,valid
2,11,0,2,0,5.5,0.0,5.5,0,0,1,97.7983796294,0,0,2,11,0,2,0,5.5,0.0,5.5,0,0,1,22,26994467.46,1084.778125,0,0,0,0,0,0,0,0,0,bugged
1,19,0,1,0,19.0,0.0,19.0,0,0,1,536.387962963,0,0,1,19,0,1,0,19.0,0.0,19.0,0,0,1,80,46618489.7673,10191.3712963,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,97.7983796294,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,11,9816173.25671,391.193518518,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,98.6619560183,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,31,4908084.9012,197.323912037,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,771.240092593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,2313.72027778,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,771.240092593,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,405,9813479.48986,3084.96037037,0,0,0,0,0,0,0,0,0,valid
2,15,1,2,1,7.5,0.5,7.5,1.0,0,2,99.4438078701,0,0,2,15,1,2,1,7.5,0.5,7.5,1.0,0,2,451,34354115.2061,-4904222.96778,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,1,2,1,2,0.5,1.0,1.0,1.0,0,2,3.82356481487,0,0,2,1,2,1,2,0.5,1.0,1.0,1.0,0,2,14,-2454043.37512,-9816459.06566,0,0,0,0,0,0,0,0,0,valid
3,8,6,2,2,2.66666666667,2.0,4.0,3.0,0,1,50.9828587961,0,0,3,8,6,2,2,2.66666666667,2.0,4.0,3.0,0,1,15,4908168.88287,-29448953.887,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,771.240092593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,405,7360109.6174,2313.72027778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,434.827164352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,124,7361118.85618,1304.48149306,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,4,2,1,2.0,2.0,2.0,4.0,0,1,324.774571759,0,0,2,4,4,2,1,2.0,2.0,2.0,4.0,0,1,125,-220.105185186,-19630310.5987,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,753.339803241,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7360163.31826,2260.01940972,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,118.990983796,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,50,-4908044.24315,-9816326.46826,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,275.740694445,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,288,17177057.603,1930.18486111,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,59,0,1,0,59.0,0.0,59.0,0,0,1,604.571435185,0,0,1,59,0,1,0,59.0,0.0,59.0,0,0,1,378,144758655.926,35669.7146759,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,604.571435185,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,378,34349511.5757,8464.0000926,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,275.740694445,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,288,7361596.11559,827.222083334,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,108.951898148,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,122,7362096.48198,326.855694445,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,108.951898148,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,122,7362096.48198,326.855694445,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,217.730613426,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,50,0.0,-4907846.76389,0,0,0,0,0,0,0,0,0,valid
2,3,2,1,1,1.5,1.0,3.0,2.0,0,1,91.8231597221,0,0,2,3,2,1,1,1.5,1.0,3.0,2.0,0,1,188,2454037.26516,-9816093.3102,0,0,0,0,0,0,0,0,0,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,536.387962963,0,0,1,21,0,1,0,21.0,0.0,21.0,0,0,1,80,51525699.2165,11264.1472222,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,604.571435185,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,378,4907073.08225,1209.14287037,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,604.571435185,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,378,7360609.62337,1813.71430556,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,604.571435185,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,378,24535365.4112,6045.71435185,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,275.740694445,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,288,22084788.3468,2481.66625,0,0,0,0,0,0,0,0,0,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,604.571435185,0,0,1,28,0,1,0,28.0,0.0,28.0,0,0,1,378,68699023.1514,16928.0001852,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,118.990983796,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,50,-4908044.24315,-9816326.46826,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,91.9257291667,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,35,-7362147.56049,-14724570.8982,0,0,0,0,0,0,0,0,0,valid
1,2,3,1,1,2.0,3.0,2.0,3.0,0,1,286.661585648,0,0,1,2,3,1,1,2.0,3.0,2.0,3.0,0,1,52,-2453854.45097,-14723413.3674,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,29.8336342592,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,9,17178778.9525,208.835439816,0,0,0,0,0,0,0,0,0,valid
