% []
@RELATION base

@ATTRIBUTE NCSS NUMERIC
@ATTRIBUTE FileLen NUMERIC
@ATTRIBUTE sum_ifs NUMERIC
@ATTRIBUTE len_mccab NUMERIC
@ATTRIBUTE sum_mccab NUMERIC
@ATTRIBUTE mean_mccab NUMERIC
@ATTRIBUTE var_mccab NUMERIC
@ATTRIBUTE max_mccab NUMERIC
@ATTRIBUTE sum_fanOut NUMERIC
@ATTRIBUTE mean_fanOut NUMERIC
@ATTRIBUTE median_fanOut NUMERIC
@ATTRIBUTE max_fanOut NUMERIC
@ATTRIBUTE min_fanOut NUMERIC
@ATTRIBUTE len_NPath NUMERIC
@ATTRIBUTE sum_NPath NUMERIC
@ATTRIBUTE mean_NPath NUMERIC
@ATTRIBUTE var_NPath NUMERIC
@ATTRIBUTE max_NPath NUMERIC
@ATTRIBUTE len_JavaNCSSmet NUMERIC
@ATTRIBUTE sum_JavaNCSSmet NUMERIC
@ATTRIBUTE mean_JavaNCSSmet NUMERIC
@ATTRIBUTE var_JavaNCSSmet NUMERIC
@ATTRIBUTE max_JavaNCSSmet NUMERIC
@ATTRIBUTE sum_coupl NUMERIC
@ATTRIBUTE mean_coupl NUMERIC
@ATTRIBUTE median_coupl NUMERIC
@ATTRIBUTE max_coupl NUMERIC
@ATTRIBUTE min_coupl NUMERIC
@ATTRIBUTE len_executables NUMERIC
@ATTRIBUTE sum_executables NUMERIC
@ATTRIBUTE var_executables NUMERIC
@ATTRIBUTE max_executables NUMERIC
@ATTRIBUTE len_lens NUMERIC
@ATTRIBUTE sum_lens NUMERIC
@ATTRIBUTE var_lens NUMERIC
@ATTRIBUTE max_lens NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
108,179,0.0,4.0,7.0,1.75,0.6875,3.0,7.0,7.0,7.0,7.0,7.0,4.0,8.0,2.0,1.5,4.0,4.0,93.0,23.25,440.1875,56.0,3.0,3.0,3.0,3.0,3.0,4.0,88.0,424.0,54.0,4.0,126.0,857.25,78.0,valid
47,139,0.0,8.0,15.0,1.875,1.109375,4.0,4.0,4.0,4.0,4.0,4.0,8.0,14.0,1.75,0.6875,3.0,8.0,32.0,4.0,2.5,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.0,21.0,1.484375,5.0,8.0,47.0,6.609375,11.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
12,46,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,4.0,8.0,2.0,0.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.0,4.0,0.0,1.0,4.0,12.0,0.0,3.0,valid
47,111,0.0,4.0,9.0,2.25,2.6875,5.0,8.0,8.0,8.0,8.0,8.0,4.0,14.0,3.5,14.25,10.0,4.0,27.0,6.75,43.6875,18.0,1.0,1.0,1.0,1.0,1.0,4.0,20.0,34.0,15.0,4.0,39.0,79.6875,25.0,valid
74,124,2.0,5.0,14.0,2.8,4.96,7.0,8.0,8.0,8.0,8.0,8.0,5.0,12.0,2.4,1.44,4.0,5.0,52.0,10.4,13.04,14.0,3.0,3.0,3.0,3.0,3.0,5.0,42.0,9.84,12.0,5.0,70.0,22.0,18.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,21,0.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
54,118,0.0,3.0,4.0,1.33333333333,0.222222222222,2.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,1.33333333333,0.222222222222,2.0,3.0,38.0,12.6666666667,106.888888889,27.0,2.0,2.0,2.0,2.0,2.0,3.0,35.0,106.888888889,26.0,3.0,63.0,394.666666667,49.0,valid
87,205,0.0,3.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,74.0,24.6666666667,1027.55555556,70.0,1.0,1.0,1.0,1.0,1.0,3.0,71.0,1027.55555556,69.0,2.0,6.0,0.0,3.0,valid
15,43,0.0,2.0,5.0,2.5,2.25,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,8.0,4.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,5.0,2.0,13.0,12.25,10.0,valid
31,67,0.0,3.0,4.0,1.33333333333,0.222222222222,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.33333333333,0.222222222222,2.0,3.0,14.0,4.66666666667,2.88888888889,7.0,3.0,3.0,3.0,3.0,3.0,3.0,11.0,2.88888888889,6.0,3.0,20.0,5.55555555556,10.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
13,37,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,5.0,0.0,5.0,valid
16,44,0.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,3.0,1.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,4.0,1.0,3.0,2.0,8.0,1.0,5.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
6,33,0.0,2.0,2.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,0.0,1.0,2.0,6.0,0.0,3.0,valid
139,288,0.0,6.0,8.0,1.33333333333,0.222222222222,2.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,1.33333333333,0.222222222222,2.0,6.0,125.0,20.8333333333,193.138888889,39.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.0,119.0,193.138888889,38.0,6.0,236.0,724.222222222,76.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
32,59,0.0,3.0,10.0,3.33333333333,4.22222222222,6.0,8.0,8.0,8.0,8.0,8.0,3.0,6.0,2.0,0.666666666667,3.0,3.0,23.0,7.66666666667,24.2222222222,14.0,6.0,6.0,6.0,6.0,6.0,3.0,7.0,3.55555555556,5.0,3.0,29.0,28.2222222222,16.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
156,260,3.0,8.0,41.0,5.125,15.859375,12.0,25.0,25.0,25.0,25.0,25.0,8.0,219.0,27.375,1810.234375,132.0,8.0,119.0,14.875,174.859375,39.0,9.0,9.0,9.0,9.0,9.0,8.0,98.0,137.1875,34.0,8.0,172.0,363.75,54.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,26,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
123,206,1.0,4.0,24.0,6.0,48.5,18.0,18.0,18.0,18.0,18.0,18.0,4.0,10006.0,2501.5,18737503.25,9999.0,4.0,87.0,21.75,776.6875,70.0,9.0,9.0,9.0,9.0,9.0,4.0,64.0,408.5,51.0,3.0,123.0,2116.66666667,106.0,valid
12,39,0.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,0.0,3.0,1.0,6.0,6.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,1.0,10.0,0.0,10.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
30,71,0.0,6.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,1.0,6.0,27.0,4.5,10.25,11.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,10.25,10.0,6.0,37.0,21.1388888889,16.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
123,292,1.0,19.0,22.0,1.15789473684,0.238227146814,3.0,11.0,11.0,11.0,11.0,11.0,19.0,22.0,1.15789473684,0.238227146814,3.0,19.0,72.0,3.78947368421,3.42936288089,10.0,10.0,10.0,10.0,10.0,10.0,19.0,52.0,3.03601108033,9.0,19.0,124.0,8.03878116343,15.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
102,210,4.0,8.0,23.0,2.875,8.859375,10.0,16.0,16.0,16.0,16.0,16.0,8.0,116.0,14.5,1004.25,98.0,8.0,68.0,8.5,71.75,24.0,5.0,5.0,5.0,5.0,5.0,8.0,54.0,55.1875,20.0,8.0,117.0,298.234375,52.0,valid
4,32,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
16,47,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,7.0,2.33333333333,0.222222222222,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.222222222222,2.0,3.0,12.0,0.666666666667,5.0,valid
17,49,1.0,1.0,4.0,4.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,0.0,4.0,1.0,10.0,10.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,1.0,15.0,0.0,15.0,valid
12,46,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,4.0,8.0,2.0,0.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.0,4.0,0.0,1.0,4.0,12.0,0.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
13,44,0.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,5.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,5.0,15.0,0.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
37,70,0.0,4.0,6.0,1.5,0.25,2.0,8.0,8.0,8.0,8.0,8.0,4.0,5.0,1.25,0.1875,2.0,4.0,22.0,5.5,15.25,12.0,5.0,5.0,5.0,5.0,5.0,4.0,18.0,15.25,11.0,4.0,27.0,14.1875,13.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
6,30,0.0,4.0,4.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,30,0.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
33,79,0.0,10.0,10.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,1.0,0.0,1.0,10.0,25.0,2.5,0.25,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.0,15.0,0.25,2.0,10.0,35.0,0.25,4.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
16,42,0.0,2.0,3.0,1.5,0.25,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,10.0,5.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,5.0,2.0,12.0,1.0,7.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
62,141,0.0,14.0,15.0,1.07142857143,0.0663265306122,2.0,4.0,4.0,4.0,4.0,4.0,14.0,15.0,1.07142857143,0.0663265306122,2.0,14.0,33.0,2.35714285714,0.658163265306,4.0,1.0,1.0,1.0,1.0,1.0,12.0,19.0,0.409722222222,3.0,14.0,69.0,6.06632653061,10.0,valid
50,152,0.0,11.0,13.0,1.18181818182,0.330578512397,3.0,7.0,3.5,3.5,5.0,2.0,11.0,14.0,1.27272727273,0.743801652893,4.0,11.0,34.0,3.09090909091,1.53719008264,6.0,1.0,1.0,1.0,1.0,1.0,11.0,22.0,1.09090909091,4.0,11.0,49.0,4.97520661157,11.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
123,226,0.0,4.0,7.0,1.75,0.6875,3.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,1.5,0.25,2.0,4.0,109.0,27.25,526.6875,54.0,3.0,3.0,3.0,3.0,3.0,4.0,105.0,526.6875,53.0,4.0,156.0,1091.5,74.0,valid
9,35,0.0,3.0,3.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.0,3.0,1.0,0.0,1.0,3.0,6.0,2.0,0.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.0,3.0,0.0,1.0,3.0,9.0,0.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
19,43,0.0,1.0,-999.0,-999.0,0.0,-999.0,2.0,2.0,2.0,2.0,2.0,1.0,-999.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
63,134,0.0,7.0,13.0,1.85714285714,2.97959183673,6.0,15.0,15.0,15.0,15.0,15.0,7.0,19.0,2.71428571429,14.4897959184,12.0,7.0,42.0,6.0,22.0,16.0,2.0,2.0,2.0,2.0,2.0,7.0,30.0,17.3469387755,13.0,7.0,65.0,61.9183673469,27.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
214,452,0.0,14.0,15.0,1.07142857143,0.0663265306122,2.0,6.0,6.0,6.0,6.0,6.0,14.0,15.0,1.07142857143,0.0663265306122,2.0,14.0,200.0,14.2857142857,77.3469387755,30.0,2.0,2.0,2.0,2.0,2.0,14.0,186.0,77.3469387755,29.0,14.0,282.0,160.551020408,42.0,valid
6,32,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
382,724,0.0,11.0,29.0,2.63636363636,8.4132231405,10.0,9.0,9.0,9.0,9.0,9.0,11.0,588.0,53.4545454545,21348.0661157,512.0,11.0,362.0,32.9090909091,991.355371901,107.0,3.0,3.0,3.0,3.0,3.0,11.0,344.0,911.47107438,102.0,11.0,579.0,2055.68595041,156.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
7,51,0.0,3.0,3.0,1.0,0.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
