% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE tot_changes_bugged_Methods NUMERIC
@ATTRIBUTE sum_insert_bugged_Methods NUMERIC
@ATTRIBUTE sum_delet_buggeds_Methods NUMERIC
@ATTRIBUTE count_insert_bugged_Methods NUMERIC
@ATTRIBUTE count_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
3,11,6,3,2,3.66666666667,2.0,3.66666666667,3.0,1,1,221.993611111,1128.76224537,1128.76224537,3,11,6,3,2,3.66666666667,2.0,3.66666666667,3.0,1,1,757,12277727.9219,-29465011.3097,1,5,5,1,1,5.0,5.0,5.0,5.0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,142.338344907,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,18,9827439.21657,569.35337963,0,0,0,0,0,0,0,0,0,valid
2,14,2,2,1,7.0,1.0,7.0,2.0,0,1,1127.19739583,0,0,2,14,2,2,1,7.0,1.0,7.0,2.0,0,1,1683,29466539.8087,-9806013.87926,0,0,0,0,0,0,0,0,0,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,1457.16361111,0,0,1,12,0,1,0,12.0,0.0,12.0,0,0,1,949,29466539.7465,17485.9633333,0,0,0,0,0,0,0,0,0,valid
1,49,0,1,0,49.0,0.0,49.0,0,0,1,1457.16361111,0,0,1,49,0,1,0,49.0,0.0,49.0,0,0,1,949,120321703.965,71401.0169445,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,1414.9278588,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,259,7366634.94708,-14729151.8074,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1414.57084491,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,6,14733525.4299,8487.42506944,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,293.155671297,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,15,4913417.97363,586.311342593,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,385.068090278,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,274,7369851.22319,1155.20427083,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1457.15842593,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,1671,14733269.9044,8742.95055556,0,0,0,0,0,0,0,0,0,valid
1,272,0,1,0,272.0,0.0,272.0,0,0,1,385.068090278,0,0,1,272,0,1,0,272.0,0.0,272.0,0,0,1,274,668199844.236,104738.520556,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1457.15842593,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,1671,31922084.7928,18943.059537,0,0,0,0,0,0,0,0,0,valid
2,32,3,2,1,16.0,1.5,16.0,3.0,0,1,720.631111111,0,0,2,32,3,2,1,16.0,1.5,16.0,3.0,0,1,105,71230050.6334,-14714677.5695,0,0,0,0,0,0,0,0,0,valid
5,87,71,5,4,17.4,14.2,17.4,17.75,1,1,1034.19087963,1128.76224537,1128.76224537,5,87,71,5,4,17.4,14.2,17.4,17.75,1,1,225,39280227.2612,-348706996.132,1,37,37,1,1,37.0,37.0,37.0,37.0,valid
4,17,5,4,3,4.25,1.25,4.25,1.66666666667,0,2,221.993611111,0,0,4,17,5,4,3,4.25,1.25,4.25,1.66666666667,0,2,901,29467034.7603,-24544210.5702,0,0,0,0,0,0,0,0,0,valid
3,51,31,3,2,17.0,10.3333333333,17.0,15.5,0,1,221.993611111,0,0,3,51,31,3,2,17.0,10.3333333333,17.0,15.5,0,1,631,49132649.4067,-152308868.182,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,552.791840278,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,38,22108044.1558,4975.1265625,0,0,0,0,0,0,0,0,0,valid
2,12,1,2,1,6.0,0.5,6.0,1.0,0,1,798.868541667,0,0,2,12,1,2,1,6.0,0.5,6.0,1.0,0,1,106,27018235.6932,-4903618.67374,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1457.16361111,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,949,34377629.7043,20400.2905556,0,0,0,0,0,0,0,0,0,valid
1,40,0,1,0,40.0,0.0,40.0,0,0,1,385.068090278,0,0,1,40,0,1,0,40.0,0.0,40.0,0,0,1,274,98264682.9759,15402.7236111,0,0,0,0,0,0,0,0,0,valid
2,9,1,2,1,4.5,0.5,4.5,1.0,0,1,1200.02049769,0,0,2,9,1,2,1,4.5,0.5,4.5,1.0,0,1,9,19646412.4502,-4901999.55426,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1457.16361111,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,949,31922084.7254,18943.1269444,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1300.90810185,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,11,24557012.3439,13009.0810185,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1209.46804398,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7367378.02333,3628.40413195,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,798.897650463,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,105,9824812.97935,3195.59060185,0,0,0,0,0,0,0,0,0,valid
1,108,0,1,0,108.0,0.0,108.0,0,0,1,1457.15842593,0,0,1,108,0,1,0,108.0,0.0,108.0,0,0,1,1671,265198858.279,157373.11,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
1,115,0,1,0,115.0,0.0,115.0,0,0,1,385.068090278,0,0,1,115,0,1,0,115.0,0.0,115.0,0,0,1,274,282510963.556,44282.8303819,0,0,0,0,0,0,0,0,0,valid
3,90,80,3,3,30.0,26.6666666667,30.0,26.6666666667,0,2,142.338344907,0,0,3,90,80,3,3,30.0,26.6666666667,30.0,26.6666666667,0,2,206,24567159.0374,-393080202.306,0,0,0,0,0,0,0,0,0,valid
6,24,11,6,5,4.0,1.83333333333,4.0,2.2,0,2,221.993611111,0,0,6,24,11,6,5,4.0,1.83333333333,4.0,2.2,0,2,686,31925286.9188,-54019620.8337,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,1457.16361111,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,949,22099904.8099,13114.4725,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,bugged
2,32,7,2,1,16.0,3.5,16.0,7.0,0,1,221.993611111,0,0,2,32,7,2,1,16.0,3.5,16.0,7.0,0,1,2065,61388624.6016,-34358493.1236,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,964.104097222,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7368114.11517,2892.31229167,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1457.16361111,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,949,19644359.831,11657.3088889,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,251.152638889,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,64,-7370252.96955,-14741259.397,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,415.680902778,0,0,1,15,0,1,0,15.0,0.0,15.0,0,0,1,29,36848796.9238,6235.21354166,0,0,0,0,0,0,0,0,0,bugged
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,308.84375,308.84375,308.84375,2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,344,7367692.26753,-4910072.43755,1,1,1,1,1,1.0,1.0,1.0,1.0,valid
2,7,1,2,1,3.5,0.5,3.5,1.0,0,1,221.993611111,0,0,2,7,1,2,1,3.5,0.5,3.5,1.0,0,1,631,14736013.0022,-4907560.44505,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
1,1,4,1,1,1.0,4.0,1.0,4.0,0,1,299.801944444,0,0,1,1,4,1,1,1.0,4.0,1.0,4.0,0,1,96,-7370107.02163,-19654518.1302,0,0,0,0,0,0,0,0,0,valid
4,32,19,4,3,8.0,4.75,8.0,6.33333333333,2,2,221.993611111,307.509421296,307.509421296,4,32,19,4,3,8.0,4.75,8.0,6.33333333333,2,2,757,31922092.597,-93314792.3543,2,15,15,2,2,7.5,7.5,7.5,7.5,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,227.974282408,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,157,0.0,-4913548.33641,0,0,0,0,0,0,0,0,0,valid
3,7,2,3,2,2.33333333333,0.666666666667,2.33333333333,1.0,0,2,210.805798611,0,0,3,7,2,3,2,2.33333333333,0.666666666667,2.33333333333,1.0,0,2,1696,12278971.2729,-9821071.77054,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.15842593,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,1671,9822179.93625,5828.6337037,0,0,0,0,0,0,0,0,0,valid
2,6,6,1,1,3.0,3.0,6.0,6.0,0,1,299.801944444,0,0,2,6,6,1,1,3.0,3.0,6.0,6.0,0,1,1732,-6944.13888889,-29473483.9476,0,0,0,0,0,0,0,0,0,valid
1,47,0,1,0,47.0,0.0,47.0,0,0,1,1457.16361111,0,0,1,47,0,1,0,47.0,0.0,47.0,0,0,1,949,115410614.007,68486.6897222,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1457.16361111,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,949,17188814.8521,10200.1452778,0,0,0,0,0,0,0,0,0,valid
4,29,10,4,3,7.25,2.5,7.25,3.33333333333,2,4,203.798518518,1070.39789352,1070.39789352,4,29,10,4,3,7.25,2.5,7.25,3.33333333333,2,4,1674,46653094.1019,-49102272.6045,2,3,2,2,2,1.5,1.0,1.5,1.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1457.16361111,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,949,19644359.831,11657.3088889,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1457.16361111,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,949,24555449.7888,14571.6361111,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,881.70494213,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,4,7368361.31264,2645.11482639,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1457.16361111,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,949,31922084.7254,18943.1269444,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1457.16361111,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,949,31922084.7254,18943.1269444,0,0,0,0,0,0,0,0,0,valid
2,4,1,1,1,2.0,0.5,4.0,1.0,0,1,1104.71997685,0,0,2,4,1,1,1,2.0,0.5,4.0,1.0,0,1,1822,7366282.51374,-4907070.9313,0,0,0,0,0,0,0,0,0,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,1,552.171643519,0,0,2,6,1,2,1,3.0,0.5,3.0,1.0,0,1,1673,12277724.9203,-4905614.14956,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1040.59108796,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7367884.6542,3121.77326389,0,0,0,0,0,0,0,0,0,valid
2,95,0,2,0,47.5,0.0,47.5,0,0,2,1432.79920139,0,0,2,95,0,2,0,47.5,0.0,47.5,0,0,2,1671,233277747.855,137455.681481,0,0,0,0,0,0,0,0,0,valid
7,145,26,7,5,20.7142857143,3.71428571429,20.7142857143,5.2,1,4,221.993611111,1455.86186343,1455.86186343,7,145,26,7,5,20.7142857143,3.71428571429,20.7142857143,5.2,1,4,2081,292209891.855,-127532428.919,1,1,1,1,1,1.0,1.0,1.0,1.0,valid
1,27,0,1,0,27.0,0.0,27.0,0,0,1,415.680902778,0,0,1,27,0,1,0,27.0,0.0,27.0,0,0,1,29,66327834.4628,11223.384375,0,0,0,0,0,0,0,0,0,valid
5,26,8,5,4,5.2,1.6,5.2,2.0,0,2,210.805798611,0,0,5,26,8,5,4,5.2,1.6,5.2,2.0,0,2,2068,44202240.793,-39273820.1977,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.15842593,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,1671,9822179.93625,5828.6337037,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,1128.76224537,1128.76224537,1128.76224537,2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,204,7366636.75316,-14730870.6072,1,3,3,1,1,3.0,3.0,3.0,3.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1303.13576389,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,12,12278495.0336,6515.67881945,0,0,0,0,0,0,0,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,798.897650463,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,105,27018235.6932,8787.87415509,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,1128.76224537,1128.76224537,1128.76224537,2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,204,7366636.75316,-14730870.6072,1,3,3,1,1,3.0,3.0,3.0,3.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1457.16361111,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,949,14733269.8733,8742.98166667,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1457.16361111,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,949,31922084.7254,18943.1269444,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,1104.71997685,0,0,1,0,2,0,1,0.0,2.0,0,2.0,0,1,289,-4911794.84502,-9825799.13,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1457.15842593,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,1671,17188814.8884,10200.1089815,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,552.791840278,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,38,12282246.7532,2763.95920139,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,991.559016204,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,35,14736063.5008,5949.35409722,0,0,0,0,0,0,0,0,0,valid
5,137,74,5,4,27.4,14.8,27.4,18.5,1,2,289.185162037,307.083506945,307.083506945,5,137,74,5,4,27.4,14.8,27.4,18.5,1,2,1857,154698185.681,-363413338.875,2,19,20,2,2,9.5,10.0,9.5,10.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,5,4,2,2,1.66666666667,1.33333333333,2.5,2.0,0,1,1104.71997685,0,0,3,5,4,2,2,1.66666666667,1.33333333333,2.5,2.0,0,1,1823,2454840.10716,-19644955.6383,0,0,0,0,0,0,0,0,0,valid
1,37,0,1,0,37.0,0.0,37.0,0,0,1,385.068090278,0,0,1,37,0,1,0,37.0,0.0,37.0,0,0,1,274,90894831.7527,14247.5193403,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,273.092048611,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,10,4913458.10088,546.184097222,0,0,0,0,0,0,0,0,0,valid
2,20,1,2,1,10.0,0.5,10.0,1.0,0,2,1212.50665509,0,0,2,20,1,2,1,10.0,0.5,10.0,1.0,0,2,1673,46655354.6972,-4883893.26157,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,860.925601852,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,17,7368029.23264,-4909305.23895,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,980.94494213,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,1671,7366634.95219,-4907670.91981,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,2,3,189.202743056,189.202743056,189.202743056,3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,2,3,1685,7366634.95219,-9820388.96667,2,2,2,2,2,1.0,1.0,1.0,1.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1104.71997685,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,289,7367692.26753,3314.15993056,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,68,0,1,0,68.0,0.0,68.0,0,0,1,385.068090278,0,0,1,68,0,1,0,68.0,0.0,68.0,0,0,1,274,167049961.059,26184.6301389,0,0,0,0,0,0,0,0,0,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,1457.16361111,0,0,1,21,0,1,0,21.0,0.0,21.0,0,0,1,949,51566444.5564,30600.4358333,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,798.897650463,0,0,1,15,0,1,0,15.0,0.0,15.0,0,0,1,105,36843048.6726,11983.4647569,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,572.009212963,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,39,7369290.39983,1716.02763889,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1420.91474537,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,8,7366743.68323,4262.74423611,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
10,82,49,10,8,8.2,4.9,8.2,6.125,3,3,971.917615741,994.194895833,994.194895833,10,82,49,10,8,8.2,4.9,8.2,6.125,3,3,1677,81031016.0656,-240635398.107,7,40,46,7,6,5.71428571429,6.57142857143,5.71428571429,7.66666666667,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
2,4,1,1,1,2.0,0.5,4.0,1.0,1,1,1307.98994213,1307.98994213,1307.98994213,2,4,1,1,1,2.0,0.5,4.0,1.0,1,1,1671,7366485.7837,-4906867.66133,1,0,1,0,1,0.0,1.0,0,1.0,valid
6,15,13,5,5,2.5,2.16666666667,3.0,2.6,0,2,1040.50931713,0,0,6,15,13,5,5,2.5,2.16666666667,3.0,2.6,0,2,1679,4909576.29588,-63845837.9723,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,33,6,2,1,16.5,3.0,16.5,6.0,0,1,221.993611111,0,0,2,33,6,2,1,16.5,3.0,16.5,6.0,0,1,2065,66299714.5697,-29442018.509,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,1104.71997685,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,289,4911794.84502,2209.4399537,0,0,0,0,0,0,0,0,0,valid
