% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE tot_changes_bugged_Methods NUMERIC
@ATTRIBUTE sum_insert_bugged_Methods NUMERIC
@ATTRIBUTE sum_delet_buggeds_Methods NUMERIC
@ATTRIBUTE count_insert_bugged_Methods NUMERIC
@ATTRIBUTE count_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_bugged_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_bugged_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,0,11,0,1,0.0,11.0,0,11.0,0,1,227.974282408,0,0,1,0,11,0,1,0.0,11.0,0,11.0,0,1,157,-27024515.8503,-54051539.4176,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1457.15842593,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,1671,17188814.8884,10200.1089815,0,0,0,0,0,0,0,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1457.15842593,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,1671,27010994.8247,16028.7426852,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
2,11,1,2,1,5.5,0.5,5.5,1.0,0,1,1204.15908565,0,0,2,11,1,2,1,5.5,0.5,5.5,1.0,0,1,1674,24555449.8406,-4897024.38255,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,798.897650463,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,105,7368609.73451,2396.69295139,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,314.7875,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,8,0.0,-4913374.70998,0,0,0,0,0,0,0,0,0,valid
2,15,1,2,1,7.5,0.5,7.5,1.0,0,1,221.993611111,0,0,2,15,1,2,1,7.5,0.5,7.5,1.0,0,1,2065,34377629.7769,-4893160.07979,0,0,0,0,0,0,0,0,0,valid
2,14,10,2,2,7.0,5.0,7.0,5.0,0,1,221.993611111,0,0,2,14,10,2,2,7.0,5.0,7.0,5.0,0,1,688,9826809.36218,-49134248.1531,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
2,8,1,2,1,4.0,0.5,4.0,1.0,0,1,221.993611111,0,0,2,8,1,2,1,4.0,0.5,4.0,1.0,0,1,2065,17188814.8884,-4903360.18877,0,0,0,0,0,0,0,0,0,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,980.021898148,0,0,1,23,0,1,0,23.0,0.0,23.0,0,0,1,17,56488508.7736,22540.5036574,0,0,0,0,0,0,0,0,0,valid
2,8,8,1,1,4.0,4.0,8.0,8.0,0,1,1301.09266204,0,0,2,8,8,1,1,4.0,4.0,8.0,8.0,0,1,1671,-1248.52611111,-39289968.2711,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,798.897650463,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,105,9824812.97935,3195.59060185,0,0,0,0,0,0,0,0,0,valid
5,27,5,5,3,5.4,1.0,5.4,1.66666666667,0,2,221.993611111,0,0,5,27,5,5,3,5.4,1.0,5.4,1.66666666667,0,2,677,54032593.2831,-24543556.0526,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,572.009212963,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,39,7369290.39983,1716.02763889,0,0,0,0,0,0,0,0,0,valid
2,5,1,2,1,2.5,0.5,2.5,1.0,0,1,1290.03538194,0,0,2,5,1,2,1,2.5,0.5,2.5,1.0,0,1,1673,9822179.93625,-4905595.58051,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,221.993611111,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,629,0.0,-4913560.29775,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,38,0,1,0,38.0,0.0,38.0,0,0,1,1457.15842593,0,0,1,38,0,1,0,38.0,0.0,38.0,0,0,1,1671,93310709.3944,55372.0201852,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
3,37,6,3,2,12.3333333333,2.0,12.3333333333,3.0,0,1,221.993611111,0,0,3,37,6,3,2,12.3333333333,2.0,12.3333333333,3.0,0,1,636,76136067.1781,-29447450.3755,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,399.071851852,0,0,1,19,0,1,0,19.0,0.0,19.0,0,0,1,111,46675458.3421,7582.36518518,0,0,0,0,0,0,0,0,0,valid
2,26,1,2,1,13.0,0.5,13.0,1.0,0,1,221.993611111,0,0,2,26,1,2,1,13.0,0.5,13.0,1.0,0,1,633,61417931.9149,-4906438.65047,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,210.805798611,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,10,7370374.01007,632.417395834,0,0,0,0,0,0,0,0,0,valid
2,7,1,2,1,3.5,0.5,3.5,1.0,0,1,221.993611111,0,0,2,7,1,2,1,3.5,0.5,3.5,1.0,0,1,630,14734277.8287,-4905825.27157,0,0,0,0,0,0,0,0,0,valid
5,23,6,5,3,4.6,1.2,4.6,2.0,0,2,931.462673611,0,0,5,23,6,5,3,4.6,1.2,4.6,2.0,0,2,1714,41751422.3836,-29455026.3513,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1457.15842593,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,1671,12277724.9203,7285.79212963,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,798.902743055,798.902743055,798.902743055,1,3,0,1,0,3.0,0.0,3.0,0,0,1,25,7368609.71924,2396.70822917,1,3,0,1,0,3.0,0.0,3.0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,bugged
1,2,0,1,0,2.0,0.0,2.0,0,0,1,1104.71997685,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,289,4911794.84502,2209.4399537,0,0,0,0,0,0,0,0,0,valid
1,6,8,1,1,6.0,8.0,6.0,8.0,0,1,227.974282408,0,0,1,6,8,1,1,6.0,8.0,6.0,8.0,0,1,157,-4913548.33641,-39308842.6399,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,69,0,1,0,69.0,0.0,69.0,0,0,1,385.068090278,0,0,1,69,0,1,0,69.0,0.0,69.0,0,0,1,274,169506578.133,26569.6982292,0,0,0,0,0,0,0,0,0,valid
1,1,0,1,0,1.0,0.0,1.0,0,0,1,1457.16361111,0,0,1,1,0,1,0,1.0,0.0,1.0,0,0,1,949,2455544.97888,1457.16361111,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,243.541666667,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,53,7370275.80247,730.625000002,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,390.667337963,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,5,22109503.2764,3516.00604167,0,0,0,0,0,0,0,0,0,valid
3,28,8,3,2,9.33333333333,2.66666666667,9.33333333333,4.0,0,1,797.000601852,0,0,3,28,8,3,2,9.33333333333,2.66666666667,9.33333333333,4.0,0,1,109,49124070.5879,-39283306.2724,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1457.15842593,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,1671,12277724.9203,7285.79212963,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,221.993611111,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,629,0.0,-4913560.29775,0,0,0,0,0,0,0,0,0,valid
2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,1414.9278588,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,259,14733269.8942,-29458303.6148,0,0,0,0,0,0,0,0,0,valid
3,35,9,3,2,11.6666666667,3.0,11.6666666667,4.5,0,2,221.993611111,0,0,3,35,9,3,2,11.6666666667,3.0,11.6666666667,4.5,0,2,2067,63846074.5341,-44181507.9431,0,0,0,0,0,0,0,0,0,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,399.071851852,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,130,7369434.7067,-14738046.7031,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,1457.15842593,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,1671,22099904.8566,13114.4258333,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1434.86126157,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,7,14733403.6874,8609.16756945,0,0,0,0,0,0,0,0,0,valid
2,25,13,2,1,12.5,6.5,12.5,13.0,0,1,1414.92634259,0,0,2,25,13,2,1,12.5,6.5,12.5,13.0,0,1,259,29466497.5545,-63827739.4645,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
2,4,4,1,1,2.0,2.0,4.0,4.0,0,1,1104.71997685,0,0,2,4,4,1,1,2.0,2.0,4.0,4.0,0,1,1822,-1409.7537963,-19645769.6263,0,0,0,0,0,0,0,0,0,valid
3,20,4,3,2,6.66666666667,1.33333333333,6.66666666667,2.0,1,2,340.970011574,340.970011574,340.970011574,3,20,4,3,2,6.66666666667,1.33333333333,6.66666666667,2.0,1,2,1706,39289886.4638,-19629010.2479,1,2,2,1,1,2.0,2.0,2.0,2.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1016.88237269,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,43,7367955.78035,3050.64711806,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1457.16361111,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,949,14733269.8733,8742.98166667,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1433.4190162,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,21,7366706.17042,4300.25704861,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,1457.16361111,0,0,1,19,0,1,0,19.0,0.0,19.0,0,0,1,949,46655354.5987,27686.1086111,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
13,30,24,12,10,2.30769230769,1.84615384615,2.5,2.4,1,2,221.993611111,1220.15068287,1220.15068287,13,30,24,12,10,2.30769230769,1.84615384615,2.5,2.4,1,2,2107,14743505.721,-117890653.037,1,2,4,1,1,2.0,4.0,2.0,4.0,bugged
2,2,3,2,1,1.0,1.5,1.0,3.0,1,1,293.155671297,293.155671297,293.155671297,2,2,3,2,1,1.0,1.5,1.0,3.0,1,1,22,-2456730.61865,-14740525.4447,1,1,3,1,1,1.0,3.0,1.0,3.0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,243.541666667,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,53,9827034.40329,974.166666668,0,0,0,0,0,0,0,0,0,valid
1,21,0,1,0,21.0,0.0,21.0,0,0,1,1457.16361111,0,0,1,21,0,1,0,21.0,0.0,21.0,0,0,1,949,51566444.5564,30600.4358333,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.15842593,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,1671,9822179.93625,5828.6337037,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,1457.15842593,0,0,1,15,0,1,0,15.0,0.0,15.0,0,0,1,1671,36833174.7609,21857.3763889,0,0,0,0,0,0,0,0,0,valid
3,8,8,3,3,2.66666666667,2.66666666667,2.66666666667,2.66666666667,0,2,221.993611111,0,0,3,8,8,3,3,2.66666666667,2.66666666667,2.66666666667,2.66666666667,0,2,645,0.0,-39306163.1984,0,0,0,0,0,0,0,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1457.15842593,0,0,1,11,0,1,0,11.0,0.0,11.0,0,0,1,1671,27010994.8247,16028.7426852,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,798.897650463,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,105,7368609.73451,2396.69295139,0,0,0,0,0,0,0,0,0,valid
2,26,41,1,2,13.0,20.5,26.0,20.5,0,1,227.974282408,0,0,2,26,41,1,2,13.0,20.5,26.0,20.5,0,1,196,-36852006.5552,-201458090.165,0,0,0,0,0,0,0,0,0,valid
2,9,5,2,2,4.5,2.5,4.5,2.5,0,1,221.993611111,0,0,2,9,5,2,2,4.5,2.5,4.5,2.5,0,1,688,9826809.36218,-24566291.0477,0,0,0,0,0,0,0,0,0,valid
4,15,12,4,3,3.75,3.0,3.75,4.0,1,2,294.908171297,294.908171297,294.908171297,4,15,12,4,3,3.75,3.0,3.75,4.0,1,2,20,7367554.85735,-58957365.3554,1,1,8,1,1,1.0,8.0,1.0,8.0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1457.16361111,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,949,24555449.7888,14571.6361111,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
4,7,4,4,3,1.75,1.0,1.75,1.33333333333,0,2,221.993611111,0,0,4,7,4,4,3,1.75,1.0,1.75,1.33333333333,0,2,648,7367376.75198,-19648256.6195,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,572.009212963,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,39,9825720.5331,2288.03685185,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1016.88237269,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,43,7367955.78035,3050.64711806,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1040.59108796,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,9,7367884.6542,3121.77326389,0,0,0,0,0,0,0,0,0,valid
1,0,10,0,1,0.0,10.0,0,10.0,0,1,299.801944444,0,0,1,0,10,0,1,0.0,10.0,0,10.0,0,1,96,-24567023.4054,-49137044.8303,0,0,0,0,0,0,0,0,0,valid
4,22,7,3,3,5.5,1.75,7.33333333333,2.33333333333,1,2,307.009803241,307.009803241,307.009803241,4,22,7,3,3,5.5,1.75,7.33333333333,2.33333333333,1,2,357,36840874.6213,-34377916.6076,2,9,5,2,2,4.5,2.5,4.5,2.5,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1457.16361111,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,949,24555449.7888,14571.6361111,0,0,0,0,0,0,0,0,0,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,1456.55810185,0,0,1,2,0,1,0,2.0,0.0,2.0,0,0,1,198,4911091.16877,2913.1162037,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1457.15842593,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,1671,14733269.9044,8742.95055556,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1032.5056713,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,33,7367908.91045,3097.51701389,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,1040.45634259,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,9,-7367885.05844,-14738891.4859,0,0,0,0,0,0,0,0,0,valid
1,29,0,1,0,29.0,0.0,29.0,0,0,1,1457.16361111,0,0,1,29,0,1,0,29.0,0.0,29.0,0,0,1,949,71210804.3874,42257.7447222,0,0,0,0,0,0,0,0,0,valid
2,10,3,2,1,5.0,1.5,5.0,3.0,0,1,1125.07190972,0,0,2,10,3,2,1,5.0,1.5,5.0,3.0,0,1,259,17189479.053,-14725726.479,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1303.13576389,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,12,12278495.0336,6515.67881945,0,0,0,0,0,0,0,0,0,valid
1,31,0,1,0,31.0,0.0,31.0,0,0,1,1457.16361111,0,0,1,31,0,1,0,31.0,0.0,31.0,0,0,1,949,76121894.3452,45172.0719445,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
4,22,17,3,3,5.5,4.25,7.33333333333,5.66666666667,0,2,1209.8918287,0,0,4,22,17,3,3,5.5,4.25,7.33333333333,5.66666666667,0,2,1736,12277219.0842,-83488988.2985,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16361111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,949,7366634.93663,4371.49083333,0,0,0,0,0,0,0,0,0,valid
3,10,1,3,1,3.33333333333,0.333333333333,3.33333333333,1.0,0,1,720.668020833,0,0,3,10,1,3,1,3.33333333333,0.333333333333,3.33333333333,1.0,0,1,1672,22104323.799,-4903414.44792,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1090.14184028,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,2,14735472.0039,6540.85104167,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1457.16361111,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,949,19644359.831,11657.3088889,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.16361111,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,949,9822179.91551,5828.65444444,0,0,0,0,0,0,0,0,0,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1457.16361111,0,0,1,14,0,1,0,14.0,0.0,14.0,0,0,1,949,34377629.7043,20400.2905556,0,0,0,0,0,0,0,0,0,valid
2,10,2,2,1,5.0,1.0,5.0,2.0,0,1,1195.67516204,0,0,2,10,2,2,1,5.0,1.0,5.0,2.0,0,1,23,19646122.7724,-9813331.50181,0,0,0,0,0,0,0,0,0,valid
1,116,0,1,0,116.0,0.0,116.0,0,0,1,1457.16361111,0,0,1,116,0,1,0,116.0,0.0,116.0,0,0,1,949,284843217.55,169030.978889,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,16,8,3,2,5.33333333333,2.66666666667,5.33333333333,4.0,0,1,1127.20806713,0,0,3,16,8,3,2,5.33333333333,2.66666666667,5.33333333333,4.0,0,1,259,19644359.8589,-39278313.5926,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.15842593,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,1671,7366634.95219,4371.47527778,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1457.15842593,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,1671,9822179.93625,5828.6337037,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1457.15842593,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,1671,12277724.9203,7285.79212963,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,798.897650463,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,105,17193422.7139,5592.28355324,0,0,0,0,0,0,0,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,221.993611111,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,629,0.0,-14740680.8933,0,0,0,0,0,0,0,0,0,valid
1,39,0,1,0,39.0,0.0,39.0,0,0,1,1016.88237269,0,0,1,39,0,1,0,39.0,0.0,39.0,0,0,1,43,95783425.1445,39658.4125347,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,965.902013889,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,6,14736217.4428,5795.41208334,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,572.009212963,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,39,7369290.39983,1716.02763889,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,798.897650463,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,105,12281016.2242,3994.48825232,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1021.40355324,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,20,14735884.4336,6128.42131945,0,0,0,0,0,0,0,0,0,valid
1,42,0,1,0,42.0,0.0,42.0,0,0,1,798.897650463,0,0,1,42,0,1,0,42.0,0.0,42.0,0,0,1,105,103160536.283,33553.7013194,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1457.16012731,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,259,7366634.94708,4371.48038195,0,0,0,0,0,0,0,0,0,valid
