project_name,granularity,buggedType,versions,mean_components,mean_valids,mean_bugs,mean_buggy_percent,sum_components,sum_valids,sum_bugs,sum_buggy_percent,var_components,var_valids,var_bugs,var_buggy_percent,min_components,min_valids,min_bugs,min_buggy_percent,max_components,max_valids,max_bugs,max_buggy_percent
ARCHETYPE.csv,Method,Most,26,1095.3076923076924,1092.9230769230769,2.3846153846153846,0.0017508385394373533,28478.0,28416.0,62.0,0.045521802025371184,305435.13609467458,304103.76331360947,22.159763313609467,1.2812411714424782e-05,156.0,156.0,0.0,0.0,1641.0,1640.0,20.0,0.015723270440251572
ARCHETYPE.csv,Method,All,26,1095.3076923076924,1086.2307692307693,9.0769230769230766,0.0063823423867245144,28478.0,28242.0,236.0,0.16594090205483733,305435.13609467458,299830.63905325445,543.45562130177507,0.00025634572594941766,156.0,156.0,0.0,0.0,1641.0,1640.0,115.0,0.07765023632680622
ARCHETYPE.csv,File,Most,26,292.73076923076923,291.42307692307691,1.3076923076923077,0.0045268747258817655,7611.0,7577.0,34.0,0.1176987428729259,22966.042899408287,22777.551775147931,4.213017751479291,5.7492041892056296e-05,35.0,34.0,0.0,0.0,475.0,474.0,8.0,0.02857142857142857
ARCHETYPE.csv,File,All,26,292.73076923076923,287.76923076923077,4.9615384615384617,0.013869048246687804,7611.0,7482.0,129.0,0.3605952544138829,22966.042899408287,22109.023668639053,80.036982248520715,0.00054597849405409497,35.0,34.0,0.0,0.0,475.0,474.0,36.0,0.09523809523809523
AURORA.csv,Method,Most,36,11877.805555555555,11870.166666666666,7.6388888888888893,0.0008357639449185824,427601.0,427326.0,275.0,0.030087502017068963,2926496.9899691357,2956896.5833333335,119.17515432098763,2.246027048425067e-06,5668.0,5626.0,0.0,0.0,13151.0,13151.0,42.0,0.007410021171489062
AURORA.csv,Method,All,36,11877.805555555555,11852.138888888889,25.666666666666668,0.0026799636525661648,427601.0,426677.0,924.0,0.09647869149238193,2926496.9899691357,3026365.8973765429,2308.9444444444448,3.3765976898990229e-05,5668.0,5665.0,0.0,0.0,13151.0,13151.0,208.0,0.02754237288135593
AURORA.csv,File,Most,36,1445.5833333333333,1436.1388888888889,9.4444444444444446,0.0087517207998214653,52041.0,51701.0,340.0,0.3150619487935728,28962.1875,36534.952932098764,1320.5802469135804,0.0013875823878667334,935.0,754.0,0.0,0.0,1565.0,1565.0,223.0,0.22824974411463664
AURORA.csv,File,All,36,1445.5833333333333,1428.8888888888889,16.694444444444443,0.015082327041418672,52041.0,51440.0,601.0,0.5429637734910722,28962.1875,40011.432098765421,1267.9899691358023,0.0013679647906060927,935.0,778.0,0.0,0.0,1565.0,1565.0,157.0,0.1679144385026738
BATIK.csv,Method,Most,38,11811.263157894737,11800.236842105263,11.026315789473685,0.00083578300979483095,448828.0,448409.0,419.0,0.03175975437220357,13752910.299168974,13708001.970221607,1251.2887811634346,7.3432453889394774e-06,5924.0,5915.0,0.0,0.0,18522.0,18506.0,198.0,0.01612640495194657
BATIK.csv,Method,All,38,11811.263157894737,11738.184210526315,73.078947368421055,0.0056194817571918751,448828.0,446051.0,2777.0,0.21354030677329122,13752910.299168974,13452707.834487533,19097.967451523546,8.3670777396696757e-05,5924.0,5855.0,0.0,0.0,18522.0,18451.0,746.0,0.043669144763800266
