project_name,granularity,buggedType,versions,mean_components,mean_valids,mean_bugs,mean_buggy_percent,sum_components,sum_valids,sum_bugs,sum_buggy_percent,var_components,var_valids,var_bugs,var_buggy_percent,min_components,min_valids,min_bugs,min_buggy_percent,max_components,max_valids,max_bugs,max_buggy_percent
AMBARI.csv,Method,Most,1,23828.0,23735.0,93.0,0.0039029712942756419,23828.0,23735.0,93.0,0.003902971294275642,0.0,0.0,0.0,0.0,23828.0,23735.0,93.0,0.003902971294275642,23828.0,23735.0,93.0,0.003902971294275642
AMBARI.csv,Method,All,1,23828.0,23400.0,428.0,0.017962061440322311,23828.0,23400.0,428.0,0.01796206144032231,0.0,0.0,0.0,0.0,23828.0,23400.0,428.0,0.01796206144032231,23828.0,23400.0,428.0,0.01796206144032231
AMBARI.csv,File,Most,1,2909.0,2855.0,54.0,0.018563080096253008,2909.0,2855.0,54.0,0.018563080096253008,0.0,0.0,0.0,0.0,2909.0,2855.0,54.0,0.018563080096253008,2909.0,2855.0,54.0,0.018563080096253008
AMBARI.csv,File,All,1,2909.0,2748.0,161.0,0.055345479546235817,2909.0,2748.0,161.0,0.055345479546235817,0.0,0.0,0.0,0.0,2909.0,2748.0,161.0,0.055345479546235817,2909.0,2748.0,161.0,0.055345479546235817
AMQ.csv,Method,Most,3,18236.333333333332,18214.666666666668,21.666666666666668,0.0010737235079372946,54709.0,54644.0,65.0,0.003221170523811884,1886976.888888889,1803733.5555555553,938.8888888888888,2.3057643429943392e-06,17265.0,17265.0,0.0,0.0,20179.0,20114.0,65.0,0.003221170523811884
AMQ.csv,Method,All,3,18236.333333333332,18006.333333333332,230.0,0.011397988007334358,54709.0,54019.0,690.0,0.03419396402200307,1886976.888888889,1099150.2222222222,105800.0,0.00025982826123067563,17265.0,17265.0,0.0,0.0,20179.0,19489.0,690.0,0.03419396402200307
AMQ.csv,File,Most,3,2784.6666666666665,2766.6666666666665,18.0,0.0060524546065904503,8354.0,8300.0,54.0,0.01815736381977135,17923.555555555555,11755.555555555555,648.0,7.3264413529675924e-05,2690.0,2690.0,0.0,0.0,2974.0,2920.0,54.0,0.01815736381977135
AMQ.csv,File,All,3,2784.6666666666665,2720.6666666666665,64.0,0.021519838601210494,8354.0,8162.0,192.0,0.06455951580363148,17923.555555555555,1880.8888888888889,8192.0,0.00092620690684429828,2690.0,2690.0,0.0,0.0,2974.0,2782.0,192.0,0.06455951580363148
ARCHETYPE.csv,Method,Most,3,1586.0,1569.6666666666667,16.333333333333332,0.010580155964633429,4758.0,4709.0,49.0,0.03174046789390029,5516.666666666667,6901.5555555555557,128.22222222222223,5.7147893010749312e-05,1481.0,1453.0,1.0,0.0006093845216331506,1641.0,1640.0,28.0,0.018906144496961513
ARCHETYPE.csv,Method,All,3,1586.0,1524.3333333333333,61.666666666666664,0.040827593349998831,4758.0,4573.0,185.0,0.12248278004999649,5516.666666666667,18393.555555555558,3856.8888888888891,0.0017877290829910809,1481.0,1334.0,1.0,0.0006093845216331506,1641.0,1640.0,147.0,0.09925725860904794
ARCHETYPE.csv,File,Most,3,442.33333333333331,434.33333333333331,8.0,0.019555146657078703,1327.0,1303.0,24.0,0.058665439971236105,2069.5555555555557,2554.8888888888891,32.666666666666664,0.00023892648046659073,378.0,363.0,1.0,0.002105263157894737,475.0,474.0,15.0,0.03968253968253968
ARCHETYPE.csv,File,All,3,442.33333333333331,416.0,26.333333333333332,0.063412445788639443,1327.0,1248.0,79.0,0.19023733736591833,2069.5555555555557,3554.6666666666665,337.55555555555554,0.0022118856133338874,378.0,334.0,1.0,0.002105263157894737,475.0,474.0,44.0,0.1164021164021164
ARTEMIS.csv,Method,Most,1,61082.0,60720.0,362.0,0.005926459513440948,61082.0,60720.0,362.0,0.005926459513440948,0.0,0.0,0.0,0.0,61082.0,60720.0,362.0,0.005926459513440948,61082.0,60720.0,362.0,0.005926459513440948
ARTEMIS.csv,Method,All,1,61082.0,59203.0,1879.0,0.030761926590484923,61082.0,59203.0,1879.0,0.030761926590484923,0.0,0.0,0.0,0.0,61082.0,59203.0,1879.0,0.030761926590484923,61082.0,59203.0,1879.0,0.030761926590484923
ARTEMIS.csv,File,Most,1,8665.0,8478.0,187.0,0.021581073283323714,8665.0,8478.0,187.0,0.021581073283323714,0.0,0.0,0.0,0.0,8665.0,8478.0,187.0,0.021581073283323714,8665.0,8478.0,187.0,0.021581073283323714
ARTEMIS.csv,File,All,1,8665.0,8136.0,529.0,0.061050201961915754,8665.0,8136.0,529.0,0.061050201961915754,0.0,0.0,0.0,0.0,8665.0,8136.0,529.0,0.061050201961915754,8665.0,8136.0,529.0,0.061050201961915754
BCEL.csv,Method,Most,1,6227.0,6203.0,24.0,0.0038541833948932069,6227.0,6203.0,24.0,0.003854183394893207,0.0,0.0,0.0,0.0,6227.0,6203.0,24.0,0.003854183394893207,6227.0,6203.0,24.0,0.003854183394893207
BCEL.csv,Method,All,1,6227.0,5975.0,252.0,0.040468925646378676,6227.0,5975.0,252.0,0.040468925646378676,0.0,0.0,0.0,0.0,6227.0,5975.0,252.0,0.040468925646378676,6227.0,5975.0,252.0,0.040468925646378676
BCEL.csv,File,Most,1,882.0,856.0,26.0,0.029478458049886622,882.0,856.0,26.0,0.02947845804988662,0.0,0.0,0.0,0.0,882.0,856.0,26.0,0.02947845804988662,882.0,856.0,26.0,0.02947845804988662
BCEL.csv,File,All,1,882.0,501.0,381.0,0.43197278911564624,882.0,501.0,381.0,0.43197278911564624,0.0,0.0,0.0,0.0,882.0,501.0,381.0,0.43197278911564624,882.0,501.0,381.0,0.43197278911564624
CASSANDRA.csv,Method,Most,29,24499.068965517243,24422.96551724138,76.103448275862064,0.0030983658686930997,710473.0,708266.0,2207.0,0.08985261019209989,77249177.029726505,76899900.102259204,17370.230677764561,2.4790175403696042e-05,14445.0,14421.0,2.0,0.00013704262025489926,38386.0,38294.0,622.0,0.023501647081960765
CASSANDRA.csv,Method,All,29,24499.068965517243,24102.931034482757,396.13793103448273,0.015944099267065054,710473.0,698985.0,11488.0,0.46237887874488653,77249177.029726505,75689839.71938169,519012.11890606413,0.00073361188518113565,14445.0,14341.0,5.0,0.00034260655063724817,38386.0,37850.0,3384.0,0.12566989527508726
CASSANDRA.csv,File,Most,29,1917.0,1872.0689655172414,44.931034482758619,0.023303059846842739,55593.0,54290.0,1303.0,0.6757887355584394,369824.06896551722,357777.78834720573,2871.5814506539846,0.00061939837211618829,1210.0,1191.0,2.0,0.0016420361247947454,2876.0,2804.0,272.0,0.11496350364963503
CASSANDRA.csv,File,All,29,1917.0,1807.4137931034484,109.58620689655173,0.057133520156684547,55593.0,52415.0,3178.0,1.6568720845438516,369824.06896551722,350855.69084423303,15334.173602853745,0.0034257309895839101,1210.0,1139.0,3.0,0.0024630541871921183,2876.0,2748.0,616.0,0.2767639902676399
CAY.csv,Method,Most,2,37621.0,37452.0,169.0,0.0036865860688966245,75242.0,74904.0,338.0,0.007373172137793249,111197025.0,108118404.0,21609.0,8.2602115089286615e-06,27076.0,27054.0,22.0,0.000812527699807948,48166.0,47850.0,316.0,0.006560644437985301
CAY.csv,Method,All,2,37621.0,35231.5,2389.5,0.050523375428136459,75242.0,70463.0,4779.0,0.10104675085627292,111197025.0,68368092.25,5182452.25,0.0021483167245440302,27076.0,26963.0,113.0,0.004173437730831733,48166.0,43500.0,4666.0,0.09687331312544119
CAY.csv,File,Most,2,7427.5,7305.5,122.0,0.013755538653871281,14855.0,14611.0,244.0,0.027511077307742562,3859260.25,3468906.25,10404.0,0.00010189986954547758,5463.0,5443.0,20.0,0.003660992128866923,9392.0,9168.0,224.0,0.02385008517887564
CAY.csv,File,All,2,7427.5,6829.0,598.5,0.065562270622783414,14855.0,13658.0,1197.0,0.13112454124556683,3859260.25,1999396.0,303050.25,0.0032235016300494767,5463.0,5415.0,48.0,0.008786381109280615,9392.0,8243.0,1149.0,0.1223381601362862
CLK.csv,Method,Most,6,4678.666666666667,4673.833333333333,4.833333333333333,0.00090142910189328236,28072.0,28043.0,29.0,0.005408574611359694,103200.55555555556,96651.472222222204,107.47222222222221,3.6815367781033093e-06,4535.0,4534.0,0.0,0.0,5397.0,5369.0,28.0,0.005188067444876783
CLK.csv,Method,All,6,4678.666666666667,4660.666666666667,18.0,0.0033410560551389123,28072.0,27964.0,108.0,0.020046336330833473,103200.55555555556,79212.222222222234,1584.3333333333333,5.4356032013833559e-05,4535.0,4534.0,0.0,0.0,5397.0,5290.0,107.0,0.019825829164350564
CLK.csv,File,Most,6,477.83333333333331,474.33333333333331,3.5,0.0065084844396831069,2867.0,2846.0,21.0,0.03905090663809864,823.47222222222217,454.5555555555556,54.583333333333336,0.00018534997108598559,465.0,464.0,0.0,0.0,542.0,522.0,20.0,0.03690036900369004
CLK.csv,File,All,6,477.83333333333331,470.0,7.833333333333333,0.014503564390482615,2867.0,2820.0,47.0,0.08702138634289569,823.47222222222217,135.33333333333334,291.47222222222223,0.0009909275820737765,465.0,464.0,0.0,0.0,542.0,496.0,46.0,0.08487084870848709
COMPRESS.csv,Method,Most,2,1204.0,1190.0,14.0,0.011627906976744186,2408.0,2380.0,28.0,0.023255813953488372,0.0,196.0,196.0,0.0001352082206598161,1204.0,1176.0,0.0,0.0,1204.0,1204.0,28.0,0.023255813953488372
COMPRESS.csv,Method,All,2,1204.0,1168.5,35.5,0.029485049833887042,2408.0,2337.0,71.0,0.058970099667774084,0.0,1260.25,1260.25,0.00086936816370680227,1204.0,1133.0,0.0,0.0,1204.0,1204.0,71.0,0.058970099667774084
COMPRESS.csv,File,Most,2,139.0,134.0,5.0,0.035971223021582732,278.0,268.0,10.0,0.07194244604316546,0.0,25.0,25.0,0.0012939288856684435,139.0,129.0,0.0,0.0,139.0,139.0,10.0,0.07194244604316546
COMPRESS.csv,File,All,2,139.0,130.0,9.0,0.064748201438848921,278.0,260.0,18.0,0.12949640287769784,0.0,81.0,81.0,0.0041923295895657572,139.0,121.0,0.0,0.0,139.0,139.0,18.0,0.12949640287769784
CONFIGURATION.csv,Method,Most,1,10408.0,10357.0,51.0,0.0049000768639508073,10408.0,10357.0,51.0,0.004900076863950807,0.0,0.0,0.0,0.0,10408.0,10357.0,51.0,0.004900076863950807,10408.0,10357.0,51.0,0.004900076863950807
CONFIGURATION.csv,Method,All,1,10408.0,10267.0,141.0,0.01354727132974635,10408.0,10267.0,141.0,0.01354727132974635,0.0,0.0,0.0,0.0,10408.0,10267.0,141.0,0.01354727132974635,10408.0,10267.0,141.0,0.01354727132974635
CONFIGURATION.csv,File,Most,1,712.0,691.0,21.0,0.029494382022471909,712.0,691.0,21.0,0.02949438202247191,0.0,0.0,0.0,0.0,712.0,691.0,21.0,0.02949438202247191,712.0,691.0,21.0,0.02949438202247191
CONFIGURATION.csv,File,All,1,712.0,684.0,28.0,0.039325842696629212,712.0,684.0,28.0,0.03932584269662921,0.0,0.0,0.0,0.0,712.0,684.0,28.0,0.03932584269662921,712.0,684.0,28.0,0.03932584269662921
CONNECTORS.csv,Method,Most,2,21993.0,21969.5,23.5,0.0010699355338607789,43986.0,43939.0,47.0,0.0021398710677215577,1225.0,2970.25,380.25,7.8916299146614076e-07,21958.0,21915.0,4.0,0.00018158707100054475,22028.0,22024.0,43.0,0.001958283996721013
CONNECTORS.csv,Method,All,2,21993.0,21916.0,77.0,0.0035064051576880854,43986.0,43832.0,154.0,0.007012810315376171,1225.0,11664.0,5329.0,1.1054415309564601e-05,21958.0,21808.0,4.0,0.00018158707100054475,22028.0,22024.0,150.0,0.0068312232443756265
