project_name,granularity,buggedType,versions,mean_components,mean_valids,mean_bugs,mean_buggy_percent,sum_components,sum_valids,sum_bugs,sum_buggy_percent,var_components,var_valids,var_bugs,var_buggy_percent,min_components,min_valids,min_bugs,min_buggy_percent,max_components,max_valids,max_bugs,max_buggy_percent
ABDERA.csv,Method,Most,1,8605.0,8603.0,2.0,0.00023242300987797793,8605.0,8603.0,2.0,0.00023242300987797793,0.0,0.0,0.0,0.0,8605.0,8603.0,2.0,0.00023242300987797793,8605.0,8603.0,2.0,0.00023242300987797793
ABDERA.csv,Method,All,1,8605.0,8582.0,23.0,0.002672864613596746,8605.0,8582.0,23.0,0.002672864613596746,0.0,0.0,0.0,0.0,8605.0,8582.0,23.0,0.002672864613596746,8605.0,8582.0,23.0,0.002672864613596746
ABDERA.csv,File,Most,1,1223.0,1219.0,4.0,0.0032706459525756338,1223.0,1219.0,4.0,0.003270645952575634,0.0,0.0,0.0,0.0,1223.0,1219.0,4.0,0.003270645952575634,1223.0,1219.0,4.0,0.003270645952575634
ABDERA.csv,File,All,1,1223.0,1215.0,8.0,0.0065412919051512676,1223.0,1215.0,8.0,0.006541291905151268,0.0,0.0,0.0,0.0,1223.0,1215.0,8.0,0.006541291905151268,1223.0,1215.0,8.0,0.006541291905151268
ACCUMULO.csv,Method,Most,29,31046.03448275862,30994.931034482757,51.103448275862071,0.0018839197717124769,900335.0,898853.0,1482.0,0.05463367337966185,81652739.826397136,81805746.960761011,3606.3686087990495,5.1018751691990513e-06,10813.0,10812.0,1.0,7.887679444707367e-05,41367.0,41349.0,293.0,0.010572655432468516
ACCUMULO.csv,Method,All,29,31046.03448275862,30604.655172413793,441.37931034482756,0.015082102785562579,900335.0,887535.0,12800.0,0.4373809807813148,81652739.826397136,80773107.605231881,333686.92508917948,0.00029114812300402995,10813.0,10812.0,1.0,5.5682387660782896e-05,41367.0,41236.0,2638.0,0.064622017539562
ACCUMULO.csv,File,Most,29,3577.1034482758619,3545.0,32.103448275862071,0.010393489375097285,103736.0,102805.0,931.0,0.30141119187782134,907112.29964328185,923861.72413793101,1158.0237812128421,0.00015328089356672939,1272.0,1271.0,1.0,0.00023724792408066428,4525.0,4515.0,137.0,0.053578412201798986
ACCUMULO.csv,File,All,29,3577.1034482758619,3441.0,136.10344827586206,0.039805976164319731,103736.0,99789.0,3947.0,1.154373308765272,907112.29964328185,907395.44827586203,28540.092746730079,0.0017817898819596342,1272.0,1271.0,1.0,0.00047449584816132857,4525.0,4466.0,822.0,0.18447037701974867
AMBARI.csv,Method,Most,39,23073.205128205129,23047.666666666668,25.53846153846154,0.00097319103733946311,899855.0,898859.0,996.0,0.03795445045623905,176916796.57330707,176524075.45299146,957.01775147928981,1.0530003407112719e-06,6566.0,6566.0,0.0,0.0,43842.0,43809.0,121.0,0.0037929871881321646
AMBARI.csv,Method,All,39,23073.205128205129,22854.205128205129,219.0,0.0077912164103217888,899855.0,891314.0,8541.0,0.3038574400025498,176916796.57330707,172923135.70151213,192273.48717948719,0.0001542372074266489,6566.0,6566.0,0.0,0.0,43842.0,43512.0,2235.0,0.057790763820654706
AMBARI.csv,File,Most,39,2910.8717948717949,2893.0769230769229,17.794871794871796,0.0055648643813001096,113524.0,112830.0,694.0,0.21702971087070422,2637137.804076266,2606489.3530571992,375.08612754766591,2.7671060709205132e-05,985.0,985.0,0.0,0.0,5733.0,5707.0,70.0,0.01791867677463818
AMBARI.csv,File,All,39,2910.8717948717949,2843.8461538461538,67.025641025641022,0.01991259081552,113524.0,110910.0,2614.0,0.7765910418052799,2637137.804076266,2505328.2327416171,9779.7685733070375,0.00053356526554563209,985.0,985.0,0.0,0.0,5733.0,5612.0,493.0,0.10219734660033168
AMQ.csv,Method,Most,55,38993.63636363636,38954.418181818182,39.218181818181819,0.0012010741134778874,2144650.0,2142493.0,2157.0,0.06605907624128382,112381293.1768595,112708412.20694216,2269.4433057851238,2.3640664421182026e-06,17265.0,17265.0,0.0,0.0,50179.0,50174.0,200.0,0.007080976304442423
AMQ.csv,Method,All,55,38993.63636363636,38794.30909090909,199.32727272727271,0.0063195282308379404,2144650.0,2133687.0,10963.0,0.34757405269608665,112381293.1768595,114455913.19537188,78479.601983471061,8.8461188311141141e-05,17265.0,17265.0,0.0,0.0,50179.0,50146.0,1173.0,0.04640215198386012
