% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,1638.5796412,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,13,0.0,-4907956.17282,valid
2,8,8,2,2,4.0,4.0,4.0,4.0,0,2,346.941793981,0,0,2,8,8,2,2,4.0,4.0,4.0,4.0,0,2,74,0.0,-39284285.9012,valid
0,0,0,0,0,0,0,0,0,0,0,1643.16193287,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,11,12269867.5206,8215.80966435,valid
0,0,0,0,0,0,0,0,0,0,0,3238.83619213,0,0,3,5,2,3,2,1.66666666667,0.666666666667,1.66666666667,1.0,0,1,626,7357121.46047,-9799780.76481,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,8,4,2,1,4.0,2.0,4.0,4.0,0,1,626,9809471.27079,-19606019.1777,valid
0,0,0,0,0,0,0,0,0,0,0,2551.64696759,0,0,2,16,8,2,1,8.0,4.0,8.0,8.0,0,2,126,19621953.2976,-39226060.2745,valid
0,0,0,0,0,0,0,0,0,0,0,1643.16193287,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,11,7361920.51236,4929.48579861,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,346.941539352,352.65375,352.65375,2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,64,7365792.03691,-4909481.48778,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3123.18543981,0,0,2,4,2,1,1,2.0,1.0,4.0,2.0,0,1,157,4904588.19303,-9803328.78338,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,144,7359816.4,-14720612.1053,valid
0,0,0,0,0,0,0,0,0,0,0,1051.3424537,1051.3424537,0,2,4,4,2,2,2.0,2.0,2.0,2.0,1,2,8,-95.9992824066,-19636330.5902,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,20,10,2,1,10.0,5.0,10.0,10.0,0,1,626,24523678.177,-49015047.9442,valid
0,0,0,0,0,0,0,0,0,0,0,2867.17354167,0,0,3,58,25,3,2,19.3333333333,8.33333333333,19.3333333333,12.5,0,2,626,80928183.0365,-122512419.468,valid
0,0,0,0,0,0,0,0,0,0,0,2601.43224537,2915.32202546,0,3,8,4,2,1,2.66666666667,1.33333333333,4.0,4.0,1,2,70,9810810.45843,-19612455.5,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2754.64971065,0,0,5,76,23,5,3,15.2,4.6,15.2,7.66666666667,0,2,734,129983831.921,-112651553.318,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46418,-4895025.1088,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,137,0.0,-14727646.0188,valid
0,0,0,0,0,0,0,0,0,0,0,1080.04935185,0,0,2,11,6,1,1,5.5,3.0,11.0,6.0,0,1,12,12272672.6501,-29449028.7202,valid
0,0,0,0,0,0,0,0,0,0,0,1526.66607639,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,3,0.0,-4908179.99995,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,346.941793981,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,74,0.0,-29463214.4259,valid
0,0,0,0,0,0,0,0,0,0,0,1078.14935185,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,19,0.0,-4909077.0334,valid
0,0,0,0,0,0,0,0,0,0,0,1008.98953704,0,0,2,5,3,2,1,2.5,1.5,2.5,3.0,0,2,155,4907962.39565,-14724375.1226,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14704514.3944,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,13,5,2,1,6.5,2.5,6.5,5.0,0,1,626,19618960.5666,-24497795.4521,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14704514.3869,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,346.941793981,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,74,0.0,-29463214.4259,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,137,0.0,-19636861.3583,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,63,29,2,1,31.5,14.5,31.5,29.0,0,1,626,83380514.9173,-142127403.912,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,346.941793981,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,74,0.0,-29463214.4259,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46387,-4895025.10848,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
0,0,0,0,0,0,0,0,0,0,0,1102.11313657,1102.11313657,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,6,0.0,-14727087.3175,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,626,14714206.9284,-29409028.7888,valid
2,18,18,2,2,9.0,9.0,9.0,9.0,0,2,346.941793981,0,0,2,18,18,2,2,9.0,9.0,9.0,9.0,0,2,74,0.0,-88389643.2777,valid
0,0,0,0,0,0,0,0,0,0,0,2551.64696759,0,0,2,26,13,2,1,13.0,6.5,13.0,13.0,0,2,126,31885674.1086,-63742347.9461,valid
0,0,0,0,0,0,0,0,0,0,0,2915.31349537,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7358104.05767,8745.94048611,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
0,0,0,0,0,0,0,0,0,0,0,2601.43224537,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,47,9812060.93523,10405.7289815,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,177,7360118.16215,-14720913.8675,valid
0,0,0,0,0,0,0,0,0,0,0,2594.36019676,2915.32202546,0,4,7,4,3,2,1.75,1.0,2.33333333333,2.0,1,2,85,7358107.84382,-19615386.2367,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,346.807569444,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,32,7365809.57545,1040.42270833,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,346.96130787,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,23,-7365809.11424,-14732659.1124,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14704514.3893,valid
0,0,0,0,0,0,0,0,0,0,0,2499.06149306,0,0,3,16,1,3,1,5.33333333333,0.333333333333,5.33333333333,1.0,0,1,106,36791751.3399,-4863736.55818,valid
0,0,0,0,0,0,0,0,0,0,0,2365.38519676,0,0,1,17,0,1,0,17.0,0.0,17.0,0,0,1,42,41705271.7746,40211.5483449,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,346.96130787,0,0,2,3,6,1,2,1.5,3.0,3.0,3.0,0,2,39,-7365809.11424,-29459798.9361,valid
1,4,2,1,1,4.0,2.0,4.0,2.0,0,1,8.11134259263,0,0,1,4,2,1,1,4.0,2.0,4.0,2.0,0,1,15,4911217.10942,-9822417.99616,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45438,-14704514.3845,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,11,4,2,1,5.5,2.0,5.5,4.0,0,1,626,17166592.7313,-19596290.64,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4895025.10591,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14704514.3869,valid
0,0,0,0,0,0,0,0,0,0,0,2499.00763889,0,0,3,8,5,3,2,2.66666666667,1.66666666667,2.66666666667,2.5,0,1,102,7359335.10917,-24523661.5874,valid
0,0,0,0,0,0,0,0,0,0,0,3221.45792824,0,0,2,18,16,1,1,9.0,8.0,18.0,16.0,0,1,113,4904764.86417,-78470178.1921,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14704514.3869,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1.98599537043,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,1,17189302.7604,13.9019675925,valid
0,0,0,0,0,0,0,0,0,0,0,2551.64696759,0,0,2,44,22,2,1,22.0,11.0,22.0,22.0,0,2,126,53960371.5684,-107871665.755,valid
0,0,0,0,0,0,0,0,0,0,0,2232.55112268,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,13,12266920.5747,11162.7556134,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14704514.3869,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14704514.3893,valid
0,0,0,0,0,0,0,0,0,0,0,2205.23461806,0,0,3,6,4,2,2,2.0,1.33333333333,3.0,2.0,0,2,627,4903692.02412,-19613542.4832,valid
0,0,0,0,0,0,0,0,0,0,0,2199.92842593,0,0,12,27,19,12,10,2.25,1.58333333333,2.25,1.9,0,4,715,19623376.4213,-93190183.0109,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14704514.3869,valid
0,0,0,0,0,0,0,0,0,0,0,1053.09163194,1053.09163194,0,3,9,5,3,2,3.0,1.66666666667,3.0,2.5,2,2,37,9816485.96991,-24536138.65,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,79,37,2,1,39.5,18.5,39.5,37.0,0,1,626,102999493.407,-181339478.215,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45788,-14704514.3881,valid
4,32,16,4,3,8.0,4.0,8.0,5.33333333333,0,2,329.959189815,0,0,4,32,16,4,3,8.0,4.0,8.0,5.33333333333,0,2,32,39284351.4325,-78563174.5569,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,15,7,2,1,7.5,3.5,7.5,7.0,0,1,626,19618951.551,-34307293.722,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,7,7,1,1,7.0,7.0,7.0,7.0,0,1,137,0.0,-34364507.3771,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,2,33,34,1,2,16.5,17.0,33.0,17.0,0,2,137,-2454529.29832,-166914252.171,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14704514.3857,valid
0,0,0,0,0,0,0,0,0,0,0,2243.94533565,0,0,2,8,2,2,1,4.0,1.0,4.0,2.0,0,1,119,14717550.8517,-9797341.73822,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,264,132,2,1,132.0,66.0,132.0,132.0,0,2,144,323831921.6,-647706932.634,valid
0,0,0,0,0,0,0,0,0,0,0,1053.09163194,1053.09163194,0,3,9,5,3,2,3.0,1.66666666667,3.0,2.5,2,2,37,9816485.96991,-24536138.65,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14704514.3944,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14704514.3857,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,346.807569444,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,32,7365809.57545,1040.42270833,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
0,0,0,0,0,0,0,0,0,0,0,2209.52892361,0,0,1,1,0,1,0,1.0,0.0,1.0,0,0,1,1,2453407.13713,2209.52892361,valid
0,0,0,0,0,0,0,0,0,0,0,1087.65011574,0,0,3,86,43,3,1,28.6666666667,14.3333333333,28.6666666667,43.0,0,3,26,105498460.248,-210996438.978,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,10,10,1,1,10.0,10.0,10.0,10.0,0,1,137,0.0,-49092153.3958,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,107.014976852,107.014976852,107.014976852,2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,13,0.0,-9820933.55502,valid
0,0,0,0,0,0,0,0,0,0,0,3122.27277778,0,0,2,16,1,1,1,8.0,0.5,16.0,1.0,0,1,96,36787401.2965,-4858140.09229,valid
0,0,0,0,0,0,0,0,0,0,0,1008.98953704,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,138,0.0,-4909215.35303,valid
0,0,0,0,0,0,0,0,0,0,0,2754.64971065,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7358586.04903,8263.94913194,valid
0,0,0,0,0,0,0,0,0,0,0,1525.39601852,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,44,0.0,-29448399.2805,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,137,0.0,-4909215.33958,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14704514.3893,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4895025.10591,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2340.56789352,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,7021.70368056,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,330.026597222,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,24,0.0,-4910573.27891,valid
0,0,0,0,0,0,0,0,0,0,0,2606.15827546,0,0,3,9,3,2,1,3.0,1.0,4.5,3.0,0,1,8,14718039.9664,-14702403.0167,valid
0,0,0,0,0,0,0,0,0,0,0,1525.39601852,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,44,0.0,-29448399.2805,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,69,32,2,1,34.5,16.0,34.5,32.0,0,2,146,90771069.0048,-157008139.865,valid
2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,107.014976852,107.014976852,107.014976852,2,2,2,2,2,1.0,1.0,1.0,1.0,0,2,13,0.0,-9820933.55502,valid
0,0,0,0,0,0,0,0,0,0,0,2729.185,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,25,9811549.92421,10916.74,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46169,-4895025.10631,valid
0,0,0,0,0,0,0,0,0,0,0,1008.98953704,0,0,1,10,10,1,1,10.0,10.0,10.0,10.0,0,1,138,0.0,-49092153.5303,valid
4,25,24,4,4,6.25,6.0,6.25,6.0,2,2,8.11134259263,8.1234490741,8.1234490741,5,59,58,5,5,11.8,11.6,11.8,11.6,2,2,158,2455608.55471,-284766266.798,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,626,14714206.9135,-29409028.7738,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,17,8,2,1,8.5,4.0,8.5,8.0,0,1,1174,22071309.0272,-39208788.1749,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,5,5,1,1,5.0,5.0,5.0,5.0,0,1,137,0.0,-24546076.6979,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,346.941793981,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,74,0.0,-29463214.4259,valid
2,6,6,2,2,3.0,3.0,3.0,3.0,0,2,346.941793981,0,0,4,10,7,4,3,2.5,1.75,2.5,2.33333333333,0,2,206,7361925.79594,-34367505.5767,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,10,5,2,1,5.0,2.5,5.0,5.0,0,1,626,12261839.107,-24507523.9906,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,346.96130787,0,0,1,0,3,0,1,0.0,3.0,0,3.0,0,1,23,-7365809.11424,-14732659.1124,valid
0,0,0,0,0,0,0,0,0,0,0,1643.13028935,0,0,4,35,24,4,3,8.75,6.0,8.75,8.0,0,3,627,26968035.4636,-117699953.885,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,221,7359828.29448,-4902193.53081,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14704514.3857,valid
0,0,0,0,0,0,0,0,0,0,0,1574.20583333,0,0,2,1,1,1,1,0.5,0.5,1.0,1.0,0,1,17,-64.3389699077,-4908020.58147,valid
0,0,0,0,0,0,0,0,0,0,0,2601.43224537,0,0,2,15,38,1,1,7.5,19.0,15.0,38.0,0,2,64,-56419369.4363,-186488971.652,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,307.491921296,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,10,0.0,-4910618.34826,valid
0,0,0,0,0,0,0,0,0,0,0,2594.36019676,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,62,-21.2161458349,-14718112.619,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,2499.00763889,0,0,2,22,11,2,1,11.0,5.5,11.0,11.0,0,1,55,26983245.3644,-53940050.523,valid
3,63,63,3,3,21.0,21.0,21.0,21.0,0,2,1.61530092591,1051.3424537,0,5,65,65,5,5,13.0,13.0,13.0,13.0,2,2,82,0.0,-319182611.131,valid
0,0,0,0,0,0,0,0,0,0,0,2365.38519676,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,42,19626010.2469,18923.0815741,valid
0,0,0,0,0,0,0,0,0,0,0,1087.36909722,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,1,0.0,-4909058.59391,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,329.282638889,0,0,3,13,13,3,3,4.33333333333,4.33333333333,4.33333333333,4.33333333333,0,2,44,0.0,-63807373.3278,valid
0,0,0,0,0,0,0,0,0,0,0,2551.64696759,0,0,2,16,8,2,1,8.0,4.0,8.0,8.0,0,2,126,19621953.2976,-39226060.2745,valid
0,0,0,0,0,0,0,0,0,0,0,1008.98953704,0,0,2,17,12,2,1,8.5,6.0,8.5,12.0,0,2,155,12269905.9891,-58902406.8952,valid
0,0,0,0,0,0,0,0,0,0,0,2915.31994213,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,10,7358104.03833,8745.95982639,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,24,12,2,1,12.0,6.0,12.0,12.0,0,1,626,29428413.8367,-58818057.5574,valid
0,0,0,0,0,0,0,0,0,0,0,2848.32121528,0,0,2,46,8,2,1,23.0,4.0,23.0,8.0,0,2,124,93204399.0768,-39135259.2841,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,3,20,11,3,2,6.66666666667,3.66666666667,6.66666666667,5.5,0,2,180,22085830.7804,-53986376.495,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,228.370358796,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,2,19643106.3656,1826.96287037,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,2,1,2,1,1.0,0.5,1.0,1.0,0,1,626,2452367.81852,-4901504.79524,valid
0,0,0,0,0,0,0,0,0,0,0,1526.66607639,0,0,1,0,5,0,1,0.0,5.0,0,5.0,0,1,3,-12270449.9999,-24548533.3302,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,221,7359828.29448,-4902193.53081,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,1639.15827546,1642.53422454,0,2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,37,7361922.39549,-14718937.444,valid
0,0,0,0,0,0,0,0,0,0,0,1008.98953704,0,0,3,3,2,3,2,1.0,0.666666666667,1.0,1.0,0,2,143,2454528.2858,-9817188.42412,valid
0,0,0,0,0,0,0,0,0,0,0,2551.64696759,0,0,2,8,4,2,1,4.0,2.0,4.0,4.0,0,2,126,9810976.6488,-19613030.1373,valid
0,0,0,0,0,0,0,0,0,0,0,1525.39601852,1642.53422454,0,2,6,6,2,2,3.0,3.0,3.0,3.0,1,1,76,0.0,-29448392.4112,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,137,0.0,-14727646.0188,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,24,12,2,1,12.0,6.0,12.0,12.0,0,1,626,29428413.8531,-58818057.5738,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,227.08005787,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,6,12276947.93,1135.40028935,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,8,297,231,8,6,37.125,28.875,37.125,38.5,0,4,224,161896375.113,-1133193048.35,valid
0,0,0,0,0,0,0,0,0,0,0,2499.00763889,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,55,7359066.91757,-14710922.8699,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,3239.84466435,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14704514.3944,valid
0,0,0,0,0,0,0,0,0,0,0,1008.99626157,0,0,3,117,119,3,3,39.0,39.6666666667,39.0,39.6666666667,0,3,147,-4907948.29963,-584186322.885,valid
0,0,0,0,0,0,0,0,0,0,0,1008.98953704,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,139,7362153.97125,-4904519.32612,valid
0,0,0,0,0,0,0,0,0,0,0,1009.04880787,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,144,7359816.4,-14720612.1053,valid
0,0,0,0,0,0,0,0,0,0,0,1078.14935185,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,19,0.0,-4909077.0334,valid
0,0,0,0,0,0,0,0,0,0,0,1078.25939815,0,0,2,11,11,1,1,5.5,5.5,11.0,11.0,0,1,6,-19.6989120394,-53999825.2475,valid
