% []
@RELATION base

@ATTRIBUTE tot_changes_last_Methods NUMERIC
@ATTRIBUTE sum_insert_last_Methods NUMERIC
@ATTRIBUTE sum_delet_lasts_Methods NUMERIC
@ATTRIBUTE count_insert_last_Methods NUMERIC
@ATTRIBUTE count_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_last_Methods NUMERIC
@ATTRIBUTE avg_delets_last_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_last_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_last_Methods NUMERIC
@ATTRIBUTE tot_bugs_last_Methods NUMERIC
@ATTRIBUTE lastVer_tot_developers_Methods NUMERIC
@ATTRIBUTE last_commit_Methods NUMERIC
@ATTRIBUTE last_bug_Methods NUMERIC
@ATTRIBUTE last_bug_binary_Methods NUMERIC
@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,339,147,2,1,169.5,73.5,169.5,147.0,0,1,1174,470854931.193,-720626047.006,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,336.656770833,0,0,1,8,9,1,1,8.0,9.0,8.0,9.0,0,1,6,-2453974.12279,-44171870.867,valid
0,0,0,0,0,0,0,0,0,0,0,1193.12114583,1609.43553241,0,9,42,31,7,8,4.66666666667,3.44444444444,6.0,3.875,1,3,133,26977745.287,-152068447.924,valid
0,0,0,0,0,0,0,0,0,0,0,1609.42700231,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7358104.05767,4828.28100694,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,15,0,1,0,15.0,0.0,15.0,0,0,1,42,36798769.2128,15892.4805556,valid
0,0,0,0,0,0,0,0,0,0,0,1257.97814815,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,18,19624422.4113,10063.8251852,valid
0,0,0,0,0,0,0,0,0,0,0,1609.42700231,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7358104.05767,4828.28100694,valid
0,0,0,0,0,0,0,0,0,0,0,1293.53137731,1609.43553241,0,3,14,7,2,1,4.66666666667,2.33333333333,7.0,7.0,1,1,27,17168898.8179,-34330964.8355,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,626,14714206.9284,-29416864.1077,valid
0,0,0,0,0,0,0,0,0,0,0,1448.76321759,0,0,5,87,22,5,2,17.4,4.4,17.4,11.0,0,2,734,159413353.43,-107789298.993,valid
0,0,0,0,0,0,0,0,0,0,0,1295.54575231,0,0,3,4,4,2,2,1.33333333333,1.33333333333,2.0,2.0,0,2,64,-3.8117361106,-19624116.1406,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46418,-4898942.76828,valid
0,0,0,0,0,0,0,0,0,0,0,816.383935185,0,0,2,7,0,2,0,3.5,0.0,3.5,0,0,2,18,17171811.2041,8364.25282407,valid
0,0,0,0,0,0,0,0,0,0,0,333.271782407,336.647731481,0,2,6,3,2,1,3.0,1.5,3.0,3.0,1,1,37,7361922.39549,-14722855.1035,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,5,3,2,1,2.5,1.5,2.5,3.0,0,1,626,4904726.63299,-14710366.0022,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,19,8,2,1,9.5,4.0,9.5,8.0,0,1,1174,26976071.8217,-39216682.3887,valid
0,0,0,0,0,0,0,0,0,0,0,834.454166667,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,42,7358104.05767,-14716029.6714,valid
0,0,0,0,0,0,0,0,0,0,0,1448.76321759,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7358586.04903,4346.28965278,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14708432.0539,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,12,6,2,1,6.0,3.0,6.0,6.0,0,1,626,14714206.9158,-29416864.0951,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46341,-4898942.76751,valid
0,0,0,0,0,0,0,0,0,0,0,1566.61736111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,4699.85208333,valid
0,0,0,0,0,0,0,0,0,0,0,928.035439814,0,0,2,13,13,1,1,6.5,6.5,13.0,13.0,0,2,23,-4402.88829861,-63783548.4588,valid
0,0,0,0,0,0,0,0,0,0,0,1094.6694213,0,0,3,16,6,3,2,5.33333333333,2.0,5.33333333333,3.0,0,1,83,24527013.5256,-29421711.007,valid
0,0,0,0,0,0,0,0,0,0,0,332.693148148,336.647731481,0,4,26,13,4,2,6.5,3.25,6.5,6.5,1,1,42,31901667.5443,-63799043.7695,valid
0,0,0,0,0,0,0,0,0,0,0,871.6746875,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,17,22080951.9439,7845.0721875,valid
0,0,0,0,0,0,0,0,0,0,0,329.581736111,0,0,2,4,3,2,1,2.0,1.5,2.0,3.0,0,1,28,2453981.19782,-14723541.1428,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,1,626,17166574.7324,-34319674.7749,valid
0,0,0,0,0,0,0,0,0,0,0,903.662337963,0,0,8,63,33,8,7,7.875,4.125,7.875,4.71428571429,0,2,156,73595362.1549,-161880725.347,valid
0,0,0,0,0,0,0,0,0,0,0,332.693148148,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,13,0.0,-4907956.17282,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64622685,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,33,9813088.53333,4154.58490741,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,16,8,2,1,8.0,4.0,8.0,8.0,0,1,626,19618942.5687,-39222485.4744,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,8,4,2,1,4.0,2.0,4.0,4.0,0,1,626,9809471.27565,-19611242.7285,valid
0,0,0,0,0,0,0,0,0,0,0,1257.97814815,0,0,1,6,0,1,0,6.0,0.0,6.0,0,0,1,18,14718316.8085,7547.86888889,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,74,0,1,0,74.0,0.0,74.0,0,0,1,42,181540594.783,78402.9040741,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,83,24532760.9816,10346.8140046,valid
0,0,0,0,0,0,0,0,0,0,0,1915.57143519,0,0,2,3,2,1,1,1.5,1.0,3.0,2.0,0,1,113,2452390.94944,-9807661.00238,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,83,9813104.39264,4138.72560185,valid
0,0,0,0,0,0,0,0,0,0,0,1193.12114583,0,0,3,25,13,3,2,8.33333333333,4.33333333333,8.33333333333,6.5,0,1,94,29436267.6703,-63765597.3266,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64429398,0,0,1,19,0,1,0,19.0,0.0,19.0,0,0,1,10,46612170.5701,19734.2415856,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46169,-4898942.76579,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46387,-4898942.76796,valid
0,0,0,0,0,0,0,0,0,0,0,782.185219907,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,7,7360585.78302,2346.55565972,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,21,10,2,1,10.5,5.0,10.5,10.0,0,1,626,26976055.0323,-49026172.8849,valid
0,0,0,0,0,0,0,0,0,0,0,1932.94969907,0,0,3,44,20,3,2,14.6666666667,6.66666666667,14.6666666667,10.0,0,1,626,58856883.6638,-98048503.8608,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,1609.42700231,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,42,9810805.41023,6437.70800926,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,1817.29894676,0,0,2,4,2,1,1,2.0,1.0,4.0,2.0,0,1,157,4904588.19303,-9805940.55637,valid
0,0,0,0,0,0,0,0,0,0,0,938.058842592,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,80,19626981.7657,7504.47074074,valid
0,0,0,0,0,0,0,0,0,0,0,268.319340277,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,17,0.0,-4908084.92044,valid
0,0,0,0,0,0,0,0,0,0,0,1245.76047454,0,0,3,11,6,3,2,3.66666666667,2.0,3.66666666667,3.0,0,3,127,12263720.811,-29428401.3195,valid
0,0,0,0,0,0,0,0,0,0,0,1542.43472222,0,0,2,51,3,2,1,25.5,1.5,25.5,3.0,0,2,124,117731719.786,-14641412.4357,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,32,0,1,0,32.0,0.0,32.0,0,0,1,42,78504040.9874,33903.9585185,valid
0,0,0,0,0,0,0,0,0,0,0,1193.12114583,0,0,3,22,11,3,2,7.33333333333,3.66666666667,7.33333333333,5.5,0,1,94,26983245.3644,-53954415.1667,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,35,17,2,1,17.5,8.5,17.5,17.0,0,1,1174,44142627.2061,-83345845.1012,valid
0,0,0,0,0,0,0,0,0,0,0,827.680659722,0,0,2,61,1,2,1,30.5,0.5,30.5,1.0,0,1,2,147208579.617,-4856899.04086,valid
0,0,0,0,0,0,0,0,0,0,0,219.509525463,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,44,0.0,-14724547.6202,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14708432.0452,valid
0,0,0,0,0,0,0,0,0,0,0,1448.76321759,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7358586.04903,4346.28965278,valid
0,0,0,0,0,0,0,0,0,0,0,1193.12114583,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,66,7359335.10917,-14715108.721,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45917,-14708432.0488,valid
0,0,0,0,0,0,0,0,0,0,0,1453.36518518,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,2,8,-23.0439930577,-14717121.4423,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.46326,-14708432.0529,valid
0,0,0,0,0,0,0,0,0,0,0,333.271782407,336.647731481,0,3,42,33,3,3,14.0,11.0,14.0,11.0,1,1,38,22085767.5463,-161959389.838,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4898942.76539,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.46326,-14708432.0529,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14708432.0539,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,13,0,1,0,13.0,0.0,13.0,0,0,1,83,31892589.2761,13450.858206,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64622685,0,0,1,8,0,1,0,8.0,0.0,8.0,0,0,1,33,19626177.0667,8309.16981481,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,47,21,2,1,23.5,10.5,23.5,21.0,0,1,1174,63761586.867,-102949333.097,valid
0,0,0,0,0,0,0,0,0,0,0,1566.61736111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,4699.85208333,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,938.058842592,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,80,22080354.4865,8442.52958333,valid
0,0,0,0,0,0,0,0,0,0,0,467.511956018,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,12,7361529.80281,1402.53586806,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64622685,0,0,1,17,0,1,0,17.0,0.0,17.0,0,0,1,33,41705626.2667,17656.9858565,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64622685,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,33,7359816.4,3115.93868055,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45438,-14708432.044,valid
0,0,0,0,0,0,0,0,0,0,0,258.191469907,258.191469907,0,3,3,3,3,3,1.0,1.0,1.0,1.0,1,1,29,0.0,-14724146.2694,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46341,-4898942.76751,valid
0,0,0,0,0,0,0,0,0,0,0,235.170555555,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,23,0.0,-4908151.21801,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64622685,0,0,1,5,0,1,0,5.0,0.0,5.0,0,0,1,33,12266360.6667,5193.23113426,valid
0,0,0,0,0,0,0,0,0,0,0,337.275439815,0,0,1,16,0,1,0,16.0,0.0,16.0,0,0,1,11,39263576.0659,5396.40703703,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46387,-4898942.76796,valid
0,0,0,0,0,0,0,0,0,0,0,1245.76047454,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,2,126,17169209.1354,-34331943.9457,valid
0,0,0,0,0,0,0,0,0,0,0,329.581736111,0,0,2,51,18,2,1,25.5,9.0,25.5,18.0,0,1,28,80981302.7038,-88332370.1,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,83,9813104.39264,4138.72560185,valid
0,0,0,0,0,0,0,0,0,0,0,1193.12114583,0,0,5,17,16,5,3,3.4,3.2,3.4,5.33333333333,0,3,666,2451864.594,-78478585.6578,valid
0,0,0,0,0,0,0,0,0,0,0,842.339386574,0,0,2,62,4,2,1,31.0,2.0,31.0,4.0,0,1,80,142295713.521,-19573435.828,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14708432.0452,valid
0,0,0,0,0,0,0,0,0,0,0,219.509525463,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,44,7361925.96872,-14723541.2502,valid
0,0,0,0,0,0,0,0,0,0,0,1245.76047454,0,0,2,22,11,2,1,11.0,5.5,11.0,11.0,0,2,126,26980185.7842,-53950197.6289,valid
0,0,0,0,0,0,0,0,0,0,0,329.581736111,0,0,1,9,0,1,0,9.0,0.0,9.0,0,0,1,26,22085830.7804,2966.235625,valid
0,0,0,0,0,0,0,0,0,0,0,1566.61736111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,4699.85208333,valid
0,0,0,0,0,0,0,0,0,0,0,1193.175,0,0,2,6,1,2,1,3.0,0.5,3.0,1.0,0,2,71,12264437.4053,-4899118.71659,valid
0,0,0,0,0,0,0,0,0,0,0,1915.57143519,0,0,2,7,2,1,1,3.5,1.0,7.0,2.0,0,1,113,12261966.1037,-9799993.0384,valid
0,0,0,0,0,0,0,0,0,0,0,1245.76047454,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,126,7358232.4866,-14713690.2624,valid
0,0,0,0,0,0,0,0,0,0,0,1915.57143519,0,0,2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,113,-4.25868055504,-14714366.9901,valid
0,0,0,0,0,0,0,0,0,0,0,1561.28704861,0,0,3,29,15,3,2,9.66666666667,5.0,9.66666666667,7.5,0,2,626,34333149.4648,-73544848.5348,valid
0,0,0,0,0,0,0,0,0,0,0,1293.53137731,1609.43553241,0,4,8,4,3,2,2.0,1.0,2.66666666667,2.0,1,1,27,9810804.60358,-19617075.1948,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,29,0,1,0,29.0,0.0,29.0,0,0,1,42,71144287.1448,30725.4624074,valid
0,0,0,0,0,0,0,0,0,0,0,329.581736111,0,0,1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,26,0.0,-14723887.1869,valid
0,0,0,0,0,0,0,0,0,0,0,1257.97814815,0,0,1,12,0,1,0,12.0,0.0,12.0,0,0,1,18,29436633.6169,15095.7377778,valid
0,0,0,0,0,0,0,0,0,0,0,1038.64622685,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,33,7359816.4,3115.93868055,valid
0,0,0,0,0,0,0,0,0,0,0,1193.175,0,0,2,13,3,2,1,6.5,1.5,6.5,3.0,0,1,82,24527013.5256,-14702611.3573,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7359753.84257,3178.49611111,valid
0,0,0,0,0,0,0,0,0,0,0,268.319340277,0,0,1,4,1,1,1,4.0,1.0,4.0,1.0,0,1,17,7362127.38066,-4907279.96242,valid
0,0,0,0,0,0,0,0,0,0,0,782.185219907,0,0,2,45,0,2,0,22.5,0.0,22.5,0,0,1,85,110402707.674,41277.4061806,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45674,-14708432.0464,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,8,4,2,1,4.0,2.0,4.0,4.0,0,1,626,9809471.27889,-19611242.7318,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,42,9813005.12343,4237.99481481,valid
0,0,0,0,0,0,0,0,0,0,0,1193.175,0,0,3,47,14,3,1,15.6666666667,4.66666666667,15.6666666667,14.0,0,2,86,80941518.7222,-68636555.9244,valid
0,0,0,0,0,0,0,0,0,0,0,219.509525463,0,0,2,8,8,2,2,4.0,4.0,4.0,4.0,0,1,44,0.0,-39264532.374,valid
0,0,0,0,0,0,0,0,0,0,0,333.271782407,336.647731481,0,2,10,5,2,1,5.0,2.5,5.0,5.0,1,1,37,12269870.6591,-24538091.8391,valid
0,0,0,0,0,0,0,0,0,0,0,1932.94969907,0,0,3,12,7,3,2,4.0,2.33333333333,4.0,3.5,0,1,626,12261839.0885,-34323564.724,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14708432.0452,valid
0,0,0,0,0,0,0,0,0,0,0,337.275439815,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,11,7361920.51236,1011.82631944,valid
0,0,0,0,0,0,0,0,0,0,0,871.6746875,0,0,1,30,0,1,0,30.0,0.0,30.0,0,0,1,17,73603173.1462,26150.240625,valid
0,0,0,0,0,0,0,0,0,0,0,337.243796296,0,0,4,30,17,4,3,7.5,4.25,7.5,5.66666666667,0,2,627,31874408.8186,-83368345.2179,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14708432.0452,valid
0,0,0,0,0,0,0,0,0,0,0,1193.175,0,0,2,47,18,2,1,23.5,9.0,23.5,18.0,0,1,82,71128339.2242,-88265560.3811,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,14,7,2,1,7.0,3.5,7.0,7.0,0,1,626,17166574.7476,-34319674.7901,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,83,7359828.29448,3104.04420139,valid
0,0,0,0,0,0,0,0,0,0,0,1299.36708333,0,0,4,399,397,2,3,99.75,99.25,199.5,132.333333333,0,2,633,4764391.29638,-1947320449.58,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46387,-4898942.76796,valid
0,0,0,0,0,0,0,0,0,0,0,938.058842592,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,80,9813490.88287,3752.23537037,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,10,5,2,1,5.0,2.5,5.0,5.0,0,1,626,12261839.0965,-24514053.4126,valid
0,0,0,0,0,0,0,0,0,0,0,245.656446759,336.647731481,0,7,71,38,6,5,10.1428571429,5.42857142857,11.8333333333,7.6,1,1,47,80981158.63,-186491505.372,valid
0,0,0,0,0,0,0,0,0,0,0,1542.43472222,0,0,4,34,5,4,2,8.5,1.25,8.5,2.5,0,2,727,71128469.6806,-24480357.4748,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4898942.76539,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46387,-4898942.76796,valid
0,0,0,0,0,0,0,0,0,0,0,335.514247685,0,0,1,10,0,1,0,10.0,0.0,10.0,0,0,1,10,24539752.6531,3355.14247685,valid
0,0,0,0,0,0,0,0,0,0,0,219.509525463,0,0,2,6,6,2,2,3.0,3.0,3.0,3.0,0,1,44,0.0,-29448399.2805,valid
0,0,0,0,0,0,0,0,0,0,0,1609.42700231,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7358104.05767,4828.28100694,valid
0,0,0,0,0,0,0,0,0,0,0,1193.12114583,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,55,7359066.91757,-14714840.5294,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.4642,-14708432.0539,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,196,93,2,1,98.0,46.5,98.0,93.0,0,1,626,252593975.373,-455942053.856,valid
0,0,0,0,0,0,0,0,0,0,0,834.454166667,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,42,7358104.05767,-14716029.6714,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,49,19,2,1,24.5,9.5,24.5,19.0,0,1,1174,73571085.0008,-93132080.8268,valid
0,0,0,0,0,0,0,0,0,0,0,938.058842592,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,80,7360118.16215,2814.17652778,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,20,0,1,0,20.0,0.0,20.0,0,0,1,42,49065025.6171,21189.9740741,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.46418,-4898942.76828,valid
0,0,0,0,0,0,0,0,0,0,0,329.581736111,0,0,1,18,4,1,1,18.0,4.0,18.0,4.0,0,1,26,34355736.7695,-19627235.4383,valid
0,0,0,0,0,0,0,0,0,0,0,1817.29894676,0,0,2,8,5,1,1,4.0,2.5,8.0,5.0,0,1,157,7356682.90545,-24518685.3729,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,7,0,1,0,7.0,0.0,7.0,0,0,1,42,17172758.966,7416.49092593,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,51,23,2,1,25.5,11.5,25.5,23.0,0,1,626,68666334.9103,-112754966.866,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,25,0,1,0,25.0,0.0,25.0,0,0,1,83,61331902.454,25867.0350116,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,626,7357121.4613,-4898942.76539,valid
0,0,0,0,0,0,0,0,0,0,0,1566.61736111,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,120,7358232.4866,4699.85208333,valid
0,0,0,0,0,0,0,0,0,0,0,219.509525463,335.733090278,0,5,287,146,5,4,57.4,29.2,57.4,36.5,1,1,81,346010342.519,-716546019.932,valid
0,0,0,0,0,0,0,0,0,0,0,1059.4987037,0,0,1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7359753.84257,3178.49611111,valid
0,0,0,0,0,0,0,0,0,0,0,333.271782407,336.647731481,0,2,10,5,2,1,5.0,2.5,5.0,5.0,1,1,37,12269870.6591,-24538091.8391,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,6,3,2,1,3.0,1.5,3.0,3.0,0,1,626,7357103.45556,-14708432.0452,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,55,25,2,1,27.5,12.5,27.5,25.0,0,1,626,73571061.6335,-122560579.316,valid
0,0,0,0,0,0,0,0,0,0,0,1034.68140046,0,0,1,4,0,1,0,4.0,0.0,4.0,0,0,1,83,9813104.39264,4138.72560185,valid
0,0,0,0,0,0,0,0,0,0,0,1933.9581713,0,0,2,42,20,2,1,21.0,10.0,21.0,20.0,0,1,626,53952110.021,-98052345.7263,valid
