% []
@RELATION base

@ATTRIBUTE tot_changes NUMERIC
@ATTRIBUTE sum_insert NUMERIC
@ATTRIBUTE sum_delets NUMERIC
@ATTRIBUTE count_insert NUMERIC
@ATTRIBUTE count_delets NUMERIC
@ATTRIBUTE avg_insert NUMERIC
@ATTRIBUTE avg_delets NUMERIC
@ATTRIBUTE avg_insert_nonzero NUMERIC
@ATTRIBUTE avg_delets_nonzero NUMERIC
@ATTRIBUTE tot_bugs NUMERIC
@ATTRIBUTE tot_developers NUMERIC
@ATTRIBUTE change_set NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE age2 NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
21,827,701,21,21,39.380952381,33.380952381,39.380952381,33.380952381,2,8,131,309161003.363,-3439950703.53,valid
7,161,38,7,7,23.0,5.42857142857,23.0,5.42857142857,1,2,131,302020684.57,-186566502.157,valid
1,2,8,1,1,2.0,8.0,2.0,8.0,0,1,76,-14735950.8192,-39296508.6928,valid
1,2,4,1,1,2.0,4.0,2.0,4.0,0,1,76,-4911983.60639,-19648147.7061,valid
24,3728,2013,24,24,155.333333333,83.875,155.333333333,83.875,2,8,135,4207492349.67,-9871520826.03,valid
9,2537,1365,9,9,281.888888889,151.666666667,281.888888889,151.666666667,1,3,35,2876273809.87,-6698737851.55,valid
2,400,10,2,2,200.0,5.0,200.0,5.0,0,1,3,957632786.956,-48863813.1978,valid
6,563,73,6,6,93.8333333333,12.1666666667,93.8333333333,12.1666666667,0,2,36,1202709914.46,-357596295.087,valid
20,1886,561,20,20,94.3,28.05,94.3,28.05,0,5,94,3250394427.06,-2748472412.83,valid
1,522,2,1,1,522.0,2.0,522.0,2.0,0,1,13,1275281567.0,-7920234.59519,valid
1,1062,2,1,1,1062.0,2.0,1062.0,2.0,0,1,13,2599612425.04,-5957933.15143,valid
3,16,18,3,3,5.33333333333,6.0,5.33333333333,6.0,0,1,125,-4911983.60639,-88416490.4812,valid
3,339,341,3,3,113.0,113.666666667,113.0,113.666666667,0,2,97,-4911983.60639,-1674995186.84,valid
1,517,2,1,1,517.0,2.0,517.0,2.0,0,1,5,1264568911.27,-9500107.32831,valid
4,861,29,4,4,215.25,7.25,215.25,7.25,0,2,4,2042950796.03,-141894162.294,valid
1,2,8,1,1,2.0,8.0,2.0,8.0,0,1,76,-14735950.8192,-39296508.6928,valid
71,12531,4042,71,71,176.492957746,56.9295774648,176.492957746,56.9295774648,0,8,132,20832777346.3,-19815780235.4,valid
17,5072,3553,17,17,298.352941176,209.0,298.352941176,209.0,0,7,122,3725885302.54,-17427525850.3,valid
2,685,39,2,2,342.5,19.5,342.5,19.5,0,1,29,1585643640.55,-190481543.676,valid
1,1692,2,1,1,1692.0,2.0,1692.0,2.0,0,1,5,4149750637.28,-8766162.79671,valid
2,12,26,2,2,6.0,13.0,6.0,13.0,0,1,76,-34383885.2447,-127713574.17,valid
1,151,2,1,1,151.0,2.0,151.0,2.0,0,1,12,365703615.013,-9562493.64571,valid
11,238,411,11,11,21.6363636364,37.3636363636,21.6363636364,37.3636363636,0,6,134,-424418466.332,-2017094321.92,valid
2,21,27,2,2,10.5,13.5,10.5,13.5,0,1,94,-14735950.8192,-132624761.381,valid
1,387,2,1,1,387.0,2.0,387.0,2.0,0,1,4,945100513.881,-9321839.25765,valid
27,4017,399,27,27,148.777777778,14.7777777778,148.777777778,14.7777777778,0,4,99,8885116673.3,-1958828517.32,valid
4,667,38,4,4,166.75,9.5,166.75,9.5,0,1,7,1544835436.89,-186607356.712,valid
5,63,63,5,5,12.6,12.6,12.6,12.6,0,1,123,0.0,-309457905.716,valid
18,1756,870,18,18,97.5555555556,48.3333333333,97.5555555556,48.3333333333,2,7,122,2174102497.31,-4267096940.7,valid
4,755,34,4,4,188.75,8.5,188.75,8.5,0,2,2,1770768265.1,-166929257.115,valid
1,797,2,1,1,797.0,2.0,797.0,2.0,0,1,2,1950882160.21,-8099656.93955,valid
16,1110,541,16,16,69.375,33.8125,69.375,33.8125,0,6,114,1395991744.94,-2653259506.9,valid
4,211,20,4,4,52.75,5.0,52.75,5.0,0,3,7,468992092.411,-98116488.2963,valid
2,24,24,2,2,12.0,12.0,12.0,12.0,0,2,90,0.0,-117867417.556,valid
19,1428,696,19,19,75.1578947368,36.6315789474,75.1578947368,36.6315789474,1,8,107,1795216487.86,-3412512625.59,valid
3,194,78,3,3,64.6666666667,26.0,64.6666666667,26.0,0,1,63,284688913.707,-382631222.336,valid
1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,86,0.0,-19648075.6416,valid
5,333,98,5,5,66.6,19.6,66.6,19.6,0,2,64,576799192.144,-480836770.125,valid
1,2,4,1,1,2.0,4.0,2.0,4.0,0,1,76,-4911983.60639,-19648147.7061,valid
4,19,21,4,4,4.75,5.25,4.75,5.25,0,2,119,-4911983.60639,-103152342.502,valid
2,953,214,2,2,476.5,107.0,476.5,107.0,0,1,4,1812250047.6,-1046778884.87,valid
5,50,36,5,5,10.0,7.2,10.0,7.2,0,2,91,34376668.2099,-176822306.35,valid
20,1604,1349,20,20,80.2,67.45,80.2,67.45,1,3,138,626276949.9,-6624925104.08,valid
3,206,47,3,3,68.6666666667,15.6666666667,68.6666666667,15.6666666667,1,2,124,390473524.192,-230807086.081,valid
5,22,26,5,5,4.4,5.2,4.4,5.2,0,3,136,-9824998.21775,-127709395.995,valid
4,341,96,4,4,85.25,24.0,85.25,24.0,0,2,58,601387049.578,-471050780.812,valid
2,7,9,2,2,3.5,4.5,3.5,4.5,0,1,94,-4911983.60639,-44208214.2029,valid
4,409,100,4,4,102.25,25.0,102.25,25.0,0,2,64,758370782.017,-490473591.26,valid
2,29,31,2,2,14.5,15.5,14.5,15.5,0,1,123,-4911983.60639,-152272658.287,valid
1,247,2,1,1,247.0,2.0,247.0,2.0,0,1,4,601590026.885,-9667786.22109,valid
4,6474,6188,4,4,1618.5,1547.0,1618.5,1547.0,0,1,12,701411403.755,-30350907361.1,valid
