% []
@RELATION base

@ATTRIBUTE NCSS NUMERIC
@ATTRIBUTE FileLen NUMERIC
@ATTRIBUTE sum_ifs NUMERIC
@ATTRIBUTE len_mccab NUMERIC
@ATTRIBUTE sum_mccab NUMERIC
@ATTRIBUTE mean_mccab NUMERIC
@ATTRIBUTE var_mccab NUMERIC
@ATTRIBUTE max_mccab NUMERIC
@ATTRIBUTE sum_fanOut NUMERIC
@ATTRIBUTE mean_fanOut NUMERIC
@ATTRIBUTE median_fanOut NUMERIC
@ATTRIBUTE max_fanOut NUMERIC
@ATTRIBUTE min_fanOut NUMERIC
@ATTRIBUTE len_NPath NUMERIC
@ATTRIBUTE sum_NPath NUMERIC
@ATTRIBUTE mean_NPath NUMERIC
@ATTRIBUTE var_NPath NUMERIC
@ATTRIBUTE max_NPath NUMERIC
@ATTRIBUTE len_JavaNCSSmet NUMERIC
@ATTRIBUTE sum_JavaNCSSmet NUMERIC
@ATTRIBUTE mean_JavaNCSSmet NUMERIC
@ATTRIBUTE var_JavaNCSSmet NUMERIC
@ATTRIBUTE max_JavaNCSSmet NUMERIC
@ATTRIBUTE sum_coupl NUMERIC
@ATTRIBUTE mean_coupl NUMERIC
@ATTRIBUTE median_coupl NUMERIC
@ATTRIBUTE max_coupl NUMERIC
@ATTRIBUTE min_coupl NUMERIC
@ATTRIBUTE len_executables NUMERIC
@ATTRIBUTE sum_executables NUMERIC
@ATTRIBUTE var_executables NUMERIC
@ATTRIBUTE max_executables NUMERIC
@ATTRIBUTE len_lens NUMERIC
@ATTRIBUTE sum_lens NUMERIC
@ATTRIBUTE var_lens NUMERIC
@ATTRIBUTE max_lens NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
81,115,0.0,3.0,5.0,1.66666666667,0.888888888889,3.0,10.0,10.0,10.0,10.0,10.0,3.0,5.0,1.66666666667,0.888888888889,3.0,3.0,70.0,23.3333333333,224.222222222,44.0,5.0,5.0,5.0,5.0,5.0,3.0,66.0,210.666666667,42.0,3.0,79.0,314.888888889,51.0,valid
36,89,0.0,6.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,1.0,6.0,33.0,5.5,7.91666666667,10.0,1.0,1.0,1.0,1.0,1.0,6.0,27.0,7.91666666667,9.0,6.0,43.0,16.1388888889,15.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
562,968,22.0,29.0,151.0,5.20689655172,28.2330558859,25.0,7.0,3.5,3.5,6.0,1.0,29.0,3874.0,133.586206897,260627.966706,2700.0,29.0,510.0,17.5862068966,525.139120095,128.0,3.0,3.0,3.0,3.0,3.0,29.0,408.0,398.409036861,110.0,29.0,766.0,1167.34601665,188.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
81,156,0.0,3.0,9.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0,9.0,3.0,29.0,9.66666666667,70.2222222222,21.0,3.0,69.0,23.0,152.0,39.0,5.0,5.0,5.0,5.0,5.0,3.0,65.0,141.555555556,37.0,3.0,102.0,400.666666667,59.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
57,218,5.0,11.0,26.0,2.36363636364,7.86776859504,11.0,2.0,2.0,2.0,2.0,2.0,11.0,100.0,9.09090909091,561.900826446,84.0,11.0,53.0,4.81818181818,23.4214876033,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.0,36.0,14.24,13.0,11.0,81.0,53.1404958678,28.0,valid
53,114,0.0,4.0,7.0,1.75,0.6875,3.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,2.0,1.5,4.0,4.0,46.0,11.5,32.25,17.0,4.0,4.0,4.0,4.0,4.0,4.0,41.0,31.1875,16.0,4.0,72.0,77.0,25.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
56,171,2.0,7.0,17.0,2.42857142857,3.10204081633,6.0,9.0,9.0,9.0,9.0,9.0,7.0,17.0,2.42857142857,3.10204081633,6.0,7.0,49.0,7.0,11.1428571429,11.0,3.0,3.0,3.0,3.0,3.0,7.0,38.0,9.38775510204,9.0,7.0,84.0,48.5714285714,21.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
181,346,15.0,12.0,58.0,4.83333333333,25.4722222222,19.0,12.0,12.0,12.0,12.0,12.0,12.0,1515.0,126.25,110415.6875,1204.0,12.0,153.0,12.75,234.020833333,52.0,8.0,8.0,8.0,8.0,8.0,12.0,123.0,180.854166667,46.0,12.0,234.0,542.583333333,79.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
37,84,0.0,6.0,6.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,1.0,0.0,1.0,6.0,30.0,5.0,14.6666666667,13.0,2.0,2.0,2.0,2.0,2.0,6.0,24.0,14.6666666667,12.0,6.0,45.0,34.9166666667,20.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
10,75,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,4.0,7.0,1.75,0.1875,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,4.0,11.0,0.1875,3.0,valid
108,198,2.0,11.0,31.0,2.81818181818,3.78512396694,7.0,5.0,5.0,5.0,5.0,5.0,11.0,96.0,8.72727272727,313.834710744,64.0,11.0,94.0,8.54545454545,76.0661157025,34.0,2.0,2.0,2.0,2.0,2.0,11.0,72.0,61.7024793388,30.0,11.0,139.0,181.140495868,51.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
86,261,0.0,11.0,29.0,2.63636363636,2.23140495868,6.0,3.0,3.0,3.0,3.0,3.0,11.0,43.0,3.90909090909,27.3553719008,20.0,11.0,74.0,6.72727272727,19.652892562,18.0,1.0,1.0,1.0,1.0,1.0,11.0,52.0,12.0165289256,13.0,11.0,137.0,76.0661157025,35.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
34,147,0.0,5.0,8.0,1.6,0.64,3.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,1.6,0.64,3.0,5.0,26.0,5.2,20.56,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,21.0,20.56,13.0,5.0,101.0,384.96,56.0,valid
19,53,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,14.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,0.0,13.0,1.0,23.0,0.0,23.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
210,798,1.0,51.0,81.0,1.58823529412,2.39907727797,9.0,1.0,1.0,1.0,1.0,1.0,51.0,83.0,1.62745098039,4.97885428681,16.0,51.0,190.0,3.72549019608,13.4540561323,21.0,-999.0,-999.0,-999.0,-999.0,-999.0,51.0,106.0,3.24875048058,10.0,51.0,255.0,18.431372549,23.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
39,72,0.0,1.0,4.0,4.0,0.0,4.0,8.0,8.0,8.0,8.0,8.0,1.0,7.0,7.0,0.0,7.0,1.0,29.0,29.0,0.0,29.0,4.0,4.0,4.0,4.0,4.0,1.0,27.0,0.0,27.0,1.0,38.0,0.0,38.0,valid
679,1176,0.0,29.0,88.0,3.03448275862,0.516052318668,5.0,20.0,20.0,20.0,20.0,20.0,29.0,159.0,5.48275862069,15.3531510107,25.0,29.0,658.0,22.6896551724,88.6967895363,43.0,13.0,13.0,13.0,13.0,13.0,27.0,553.0,48.9903978052,38.0,29.0,941.0,175.902497027,63.0,valid
70,179,5.0,4.0,28.0,7.0,54.0,19.0,10.0,10.0,10.0,10.0,10.0,4.0,179.0,44.75,5317.1875,171.0,4.0,58.0,14.5,230.75,40.0,2.0,2.0,2.0,2.0,2.0,4.0,47.0,173.6875,34.0,4.0,90.0,584.75,63.0,valid
9,45,0.0,2.0,3.0,1.5,0.25,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,1.5,0.25,2.0,2.0,5.0,2.5,0.25,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,0.25,2.0,2.0,8.0,1.0,5.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
12,53,0.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,5.0,2.5,0.25,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.25,2.0,2.0,7.0,0.25,4.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
176,347,0.0,20.0,40.0,2.0,4.3,10.0,17.0,17.0,17.0,17.0,17.0,20.0,88.0,4.4,106.64,49.0,20.0,157.0,7.85,55.2275,33.0,10.0,10.0,10.0,10.0,10.0,20.0,131.0,49.6475,31.0,20.0,253.0,233.8275,73.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
23,93,0.0,7.0,9.0,1.28571428571,0.489795918367,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.0,8.0,1.14285714286,0.122448979592,2.0,7.0,16.0,2.28571428571,0.489795918367,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.0,8.0,0.122448979592,2.0,7.0,24.0,1.10204081633,6.0,valid
105,182,0.0,3.0,8.0,2.66666666667,5.55555555556,6.0,11.0,11.0,11.0,11.0,11.0,3.0,17.0,5.66666666667,43.5555555556,15.0,3.0,93.0,31.0,332.666666667,56.0,7.0,7.0,7.0,7.0,7.0,3.0,91.0,328.222222222,55.0,3.0,144.0,1010.66666667,92.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
8,52,0.0,2.0,2.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,1.0,0.0,1.0,2.0,5.0,2.5,0.25,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,0.25,2.0,2.0,7.0,0.25,4.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
59,168,0.0,14.0,20.0,1.42857142857,0.387755102041,3.0,4.0,4.0,4.0,4.0,4.0,14.0,21.0,1.5,0.678571428571,4.0,14.0,51.0,3.64285714286,6.22959183673,10.0,3.0,3.0,3.0,3.0,3.0,13.0,34.0,5.31360946746,8.0,14.0,80.0,19.3469387755,18.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
228,482,4.0,18.0,72.0,4.0,14.6666666667,14.0,5.0,5.0,5.0,5.0,5.0,18.0,2263.0,125.722222222,218409.089506,2048.0,18.0,213.0,11.8333333333,106.138888889,35.0,3.0,3.0,3.0,3.0,3.0,18.0,164.0,64.2098765432,24.0,18.0,292.0,187.950617284,43.0,valid
78,157,0.0,5.0,8.0,1.6,0.64,3.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,1.8,1.36,4.0,5.0,75.0,15.0,124.0,35.0,1.0,1.0,1.0,1.0,1.0,5.0,69.0,123.76,34.0,5.0,116.0,400.96,59.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
13,43,0.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,9.0,0.0,3.0,valid
57,120,0.0,7.0,10.0,1.42857142857,1.10204081633,4.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,1.42857142857,1.10204081633,4.0,7.0,43.0,6.14285714286,35.5510204082,16.0,3.0,3.0,3.0,3.0,3.0,7.0,33.0,29.0612244898,15.0,7.0,65.0,84.2040816327,28.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
37,71,0.0,2.0,2.0,1.0,0.0,1.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,1.0,0.0,1.0,2.0,28.0,14.0,25.0,19.0,4.0,4.0,4.0,4.0,4.0,2.0,27.0,30.25,19.0,2.0,37.0,72.25,27.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
25,115,0.0,9.0,10.0,1.11111111111,0.0987654320988,2.0,2.0,2.0,2.0,2.0,2.0,9.0,10.0,1.11111111111,0.0987654320988,2.0,9.0,18.0,2.0,0.222222222222,3.0,2.0,2.0,2.0,2.0,2.0,8.0,9.0,0.109375,2.0,9.0,29.0,0.395061728395,5.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
16,51,0.0,4.0,5.0,1.25,0.1875,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.25,0.1875,2.0,4.0,9.0,2.25,0.1875,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,0.1875,2.0,4.0,13.0,0.1875,4.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
51,109,0.0,5.0,13.0,2.6,7.44,8.0,9.0,9.0,9.0,9.0,9.0,5.0,20.0,4.0,30.4,15.0,5.0,37.0,7.4,78.64,25.0,4.0,4.0,4.0,4.0,4.0,5.0,30.0,65.2,22.0,5.0,53.0,152.24,35.0,valid
7,84,0.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
19,49,0.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,1.0,15.0,15.0,0.0,15.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,0.0,14.0,1.0,22.0,0.0,22.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
67,245,0.0,7.0,15.0,2.14285714286,1.83673469388,5.0,8.0,4.0,4.0,7.0,1.0,7.0,25.0,3.57142857143,25.9591836735,16.0,7.0,53.0,7.57142857143,20.2448979592,16.0,4.0,2.0,2.0,3.0,1.0,7.0,41.0,20.9795918367,15.0,6.0,64.0,59.2222222222,27.0,valid
96,330,0.0,21.0,27.0,1.28571428571,0.394557823129,3.0,4.0,4.0,4.0,4.0,4.0,21.0,27.0,1.28571428571,0.585034013605,4.0,21.0,84.0,4.0,22.0952380952,20.0,3.0,3.0,3.0,3.0,3.0,20.0,58.0,18.99,17.0,21.0,135.0,58.9115646259,31.0,valid
25,134,0.0,7.0,10.0,1.42857142857,0.530612244898,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.0,10.0,1.42857142857,0.530612244898,3.0,7.0,21.0,3.0,2.57142857143,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.0,14.0,2.57142857143,5.0,7.0,32.0,6.81632653061,10.0,valid
34,172,0.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
47,141,0.0,5.0,14.0,2.8,2.16,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,11.0,2.2,0.96,3.0,5.0,41.0,8.2,26.16,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.0,33.0,20.1875,16.0,4.0,38.0,19.25,13.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
12,38,0.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,1.0,-999.0,0.0,-999.0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
