% []
@RELATION base

@ATTRIBUTE tot_changes NUMERIC
@ATTRIBUTE sum_insert NUMERIC
@ATTRIBUTE sum_delets NUMERIC
@ATTRIBUTE count_insert NUMERIC
@ATTRIBUTE count_delets NUMERIC
@ATTRIBUTE avg_insert NUMERIC
@ATTRIBUTE avg_delets NUMERIC
@ATTRIBUTE avg_insert_nonzero NUMERIC
@ATTRIBUTE avg_delets_nonzero NUMERIC
@ATTRIBUTE tot_bugs NUMERIC
@ATTRIBUTE tot_developers NUMERIC
@ATTRIBUTE change_set NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE age2 NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
7,510,251,7,7,72.8571428571,35.8571428571,72.8571428571,35.8571428571,0,5,201,635361312.54,-1231175612.53,valid
18,5224,2253,18,18,290.222222222,125.166666667,290.222222222,125.166666667,2,7,229,7286408429.54,-11045827982.2,valid
13,1605,808,13,13,123.461538462,62.1538461538,123.461538462,62.1538461538,0,6,231,1954438082.2,-3961791835.47,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
10,1633,821,10,10,163.3,82.1,163.3,82.1,0,6,215,1991222365.74,-4025474154.62,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
3,3849,1978,3,3,1283.0,659.333333333,1283.0,659.333333333,0,1,152,4591393667.93,-9707329755.69,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
10,991,547,10,10,99.1,54.7,99.1,54.7,0,6,315,1088750215.65,-2682270982.34,valid
1,39,196,1,1,39.0,196.0,39.0,196.0,0,1,4,-385298163.801,-962046973.876,valid
11,508,301,11,11,46.1818181818,27.3636363636,46.1818181818,27.3636363636,0,6,231,507535888.995,-1476190271.59,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
2,1534,1514,2,2,767.0,757.0,767.0,757.0,0,1,151,49080665.4675,-7430808361.59,valid
2,362,177,2,2,181.0,88.5,181.0,88.5,1,1,151,453986620.047,-868686966.868,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
9,906,446,9,9,100.666666667,49.5555555556,100.666666667,49.5555555556,0,6,231,1127988382.85,-2186873215.16,valid
2,34,26,2,2,17.0,13.0,17.0,13.0,0,1,181,19632730.1603,-127610286.498,valid
4,16,14,4,4,4.0,3.5,4.0,3.5,0,1,1,4908206.82572,-68714491.1456,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
11,1894,964,11,11,172.181818182,87.6363636364,172.181818182,87.6363636364,0,6,215,2280601705.2,-4726637927.11,valid
4,224,24,4,4,56.0,6.0,56.0,6.0,0,3,198,490652708.8,-117574008.592,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
28,3664,2395,28,28,130.857142857,85.5357142857,130.857142857,85.5357142857,0,7,202,3112393905.22,-11747915150.1,valid
3,32,25,3,3,10.6666666667,8.33333333333,10.6666666667,8.33333333333,0,1,182,17178638.8902,-122701417.998,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
15,3361,1656,15,15,224.066666667,110.4,224.066666667,110.4,1,6,231,4181210393.91,-8119414712.93,valid
10,1230,670,10,10,123.0,67.0,123.0,67.0,0,6,231,1373218053.84,-3285362446.87,valid
15,3687,1795,15,15,245.8,119.666666667,245.8,119.666666667,0,6,231,4639779384.61,-8800806444.07,valid
13,2380,1195,13,13,183.076923077,91.9230769231,183.076923077,91.9230769231,0,6,231,2905954485.35,-5859199370.97,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
17,9292,4250,17,17,546.588235294,250.0,546.588235294,250.0,1,6,231,12365144753.3,-20836388419.8,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
7,3353,1788,7,7,479.0,255.428571429,479.0,255.428571429,0,5,199,3838505870.82,-8769694217.02,valid
11,935,288,11,11,85.0,26.1818181818,85.0,26.1818181818,0,5,201,1586886040.54,-1411942754.82,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
13,1692,855,13,13,130.153846154,65.7692307692,130.153846154,65.7692307692,0,6,316,2052559390.86,-4192247356.51,valid
5,609,219,5,5,121.8,43.8,121.8,43.8,0,4,199,956525106.139,-1073814425.98,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
2,558,538,2,2,279.0,269.0,279.0,269.0,0,1,151,49080433.4808,-2640535411.96,valid
3,44,37,3,3,14.6666666667,12.3333333333,14.6666666667,12.3333333333,0,1,181,17178638.8902,-181598952.034,valid
3,36,29,3,3,12.0,9.66666666667,12.0,9.66666666667,0,1,181,17178638.8902,-142333197.552,valid
2,390,193,2,2,195.0,96.5,195.0,96.5,0,1,150,483452013.378,-947231936.084,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
7,1411,934,7,7,201.571428571,133.428571429,201.571428571,133.428571429,0,5,199,1169898568.61,-4581411878.11,valid
10,1295,641,10,10,129.5,64.1,129.5,64.1,0,6,231,1603744990.17,-3142939361.98,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
11,1170,590,11,11,106.363636364,53.6363636364,106.363636364,53.6363636364,0,6,231,1422272339.06,-2893031694.96,valid
10,543,354,10,10,54.3,35.4,54.3,35.4,0,6,315,463396057.202,-1736148619.62,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
6,1020,629,6,6,170.0,104.833333333,170.0,104.833333333,0,6,199,958962611.556,-3085307778.59,valid
9,1410,670,9,9,156.666666667,74.4444444444,156.666666667,74.4444444444,0,6,231,1814651247.56,-3284993752.44,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
12,1008,409,12,12,84.0,34.0833333333,84.0,34.0833333333,0,5,200,1469125223.21,-2005651478.52,valid
1,159,2,1,1,159.0,2.0,159.0,2.0,0,1,3,385273840.147,-9762941.77243,valid
10,2266,1091,10,10,226.6,109.1,226.6,109.1,0,6,315,2881432364.1,-5349037932.6,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
3,773,20,3,3,257.666666667,6.66666666667,257.666666667,6.66666666667,0,2,198,1847319280.7,-97379393.5941,valid
10,875,473,10,10,87.5,47.3,87.5,47.3,0,6,315,985750892.492,-2319400942.36,valid
2,495,17,2,2,247.5,8.5,247.5,8.5,0,2,197,1172760173.56,-83035563.2653,valid
5,1406,215,5,5,281.2,43.0,281.2,43.0,0,3,147,2921728328.27,-1053875968.18,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
9,448,305,9,9,49.7777777778,33.8888888889,49.7777777778,33.8888888889,0,6,231,350585058.343,-1495913482.09,valid
2,29,20,2,2,14.5,10.0,14.5,10.0,0,1,150,22086790.0558,-98161581.092,valid
3,40,25,3,3,13.3333333333,8.33333333333,13.3333333333,8.33333333333,0,1,182,36810463.5815,-122698756.453,valid
3,36,23,3,3,12.0,7.66666666667,12.0,7.66666666667,0,1,181,31902497.0862,-112883492.29,valid
17,9659,5366,17,17,568.176470588,315.647058824,568.176470588,315.647058824,0,8,199,10529930104.5,-26320765213.8,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
11,696,377,11,11,63.2727272727,34.2727272727,63.2727272727,34.2727272727,0,6,231,782204420.889,-1848744411.59,valid
4,492,532,4,4,123.0,133.0,123.0,133.0,1,1,182,-98158028.1675,-2611111116.35,valid
13,1301,476,13,13,100.076923077,36.6153846154,100.076923077,36.6153846154,1,6,200,2023771065.68,-2334426438.88,valid
1,542,2,1,1,542.0,2.0,542.0,2.0,0,1,3,1325145692.23,-9633765.27898,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
4,805,215,4,4,201.25,53.75,201.25,53.75,0,4,199,1447073938.58,-1053877017.86,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
2,29,21,2,2,14.5,10.5,14.5,10.5,0,1,181,19632730.1603,-103069373.798,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
3,149,19,3,3,49.6666666667,6.33333333333,49.6666666667,6.33333333333,0,2,197,318940610.806,-93129393.5524,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
5,507,243,5,5,101.4,48.6,101.4,48.6,0,5,199,647526996.352,-1191798582.95,valid
11,638,363,11,11,58.0,33.0,58.0,33.0,0,6,231,674300245.888,-1780195173.54,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
10,2041,1074,10,10,204.1,107.4,204.1,107.4,0,6,231,2371380904.62,-5266257499.27,valid
2,32,25,2,2,16.0,12.5,16.0,12.5,0,1,181,17178638.8902,-122702323.467,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,150,17178638.8902,-88345749.1546,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
4,857,24,4,4,214.25,6.0,214.25,6.0,0,3,198,2043560769.58,-116903345.913,valid
3,40,29,3,3,13.3333333333,9.66666666667,13.3333333333,9.66666666667,0,1,182,26994539.9971,-142331855.723,valid
2,7,29,2,2,3.5,14.5,3.5,14.5,0,1,141,-53987431.2959,-142337905.797,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
11,1506,786,11,11,136.909090909,71.4545454545,136.909090909,71.4545454545,0,6,231,1765603971.41,-3854012934.26,valid
10,788,428,10,10,78.8,42.8,78.8,42.8,0,6,215,882751598.929,-2098785990.18,valid
10,847,447,10,10,84.7,44.7,84.7,44.7,0,6,231,980846223.563,-2191913869.85,valid
1,363,2,1,1,363.0,2.0,363.0,2.0,0,1,5,885631240.831,-9438137.95094,valid
14,2934,1633,14,14,209.571428571,116.642857143,209.571428571,116.642857143,0,7,231,3190430916.04,-8007242120.32,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
10,867,471,10,10,86.7,47.1,86.7,47.1,0,6,315,971036741.385,-2309603148.64,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,139,0.0,-14723844.1525,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,181,17178638.8902,-103069593.307,valid
4,2972,24,4,4,743.0,6.0,743.0,6.0,0,3,198,7232187228.59,-114662506.155,valid
