% []
@RELATION base

@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,74,24560070.7712,791.902314816,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1466,19645212.8297,3477.30907407,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,86,7367646.76222,612.039826389,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,4,1,1,4.0,4.0,4.0,4.0,0,1,677,0.0,-19646482.8831,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
4,21,13,4,3,5.25,3.25,5.25,4.33333333333,3,2,698,19648558.1887,-63853776.8347,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,26,7367751.84038,506.961666666,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,40,18,2,1,20.0,9.0,20.0,18.0,0,2,1853,54024335.2817,-88399610.3738,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
2,41,2,2,1,20.5,1.0,20.5,2.0,0,2,1689,95770762.003,-9807401.82375,valid
1,31,0,1,0,31.0,0.0,31.0,0,0,1,139,76132724.878,5949.40984954,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
2,12,12,1,1,6.0,6.0,12.0,12.0,0,1,163,-1415.66361111,-58942631.965,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,1,2,718,7367410.07139,-29470019.8027,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,1,1,1,1,1.0,1.0,1.0,1.0,0,1,10,0.0,-4911918.44437,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,1,2,718,7367410.07139,-29470019.8027,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,12,7367925.0375,333.76454861,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,7,1,2,1,3.5,0.5,3.5,1.0,0,2,1487,14734315.1164,-4909911.70802,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,2,2,1,3.0,1.0,3.0,2.0,0,1,50,9823836.18481,-9823499.05352,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,52,7368174.4742,84.3278472219,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,4,2,2,1.5,2.0,1.5,2.0,0,2,737,-2455882.25407,-19647118.2585,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
2,8,2,2,1,4.0,1.0,4.0,2.0,0,2,1853,14733909.6223,-9820633.45972,valid
1,41,0,1,0,41.0,0.0,41.0,0,0,1,1466,100681715.752,17821.2090046,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,34,56486121.2801,3862.86890046,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,13,0,1,0,13.0,0.0,13.0,0,0,1,1466,31923470.8483,5650.62724537,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,46,0,1,0,46.0,0.0,46.0,0,0,1,1466,112959973.771,19994.5271759,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,37,3,2,1,18.5,1.5,18.5,3.0,0,2,1853,83492154.5263,-14720083.5987,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,53,24559590.8214,1271.85208333,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,1,2,718,7367410.07139,-29470019.8027,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1466,14733909.6223,2607.98180556,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
2,1,20,1,2,0.5,10.0,1.0,10.0,1,1,108,-46664134.4652,-98241708.1483,valid
2,9,9,1,1,4.5,4.5,9.0,9.0,1,1,217,-288.368749999,-44205809.9475,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,1,2,718,7367410.07139,-29470019.8027,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
4,6,6,4,4,1.5,1.5,1.5,1.5,0,2,823,0.0,-29469875.8569,valid
3,17,8,3,1,5.66666666667,2.66666666667,5.66666666667,8.0,0,3,1897,22101228.9597,-39289418.3197,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,67,7368048.39003,210.412013888,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
3,20,20,3,3,6.66666666667,6.66666666667,6.66666666667,6.66666666667,0,2,766,-499.509027779,-98236501.1153,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1466,14733909.6223,2607.98180556,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,71,9823864.13657,480.932824073,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,32,0,1,0,32.0,0.0,32.0,0,0,1,1466,78580851.3189,13909.2362963,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
2,6,0,2,0,3.0,0.0,3.0,0,1,1,27,14735394.4886,1123.11548611,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,3042.64543981,valid
4,49,22,4,3,12.25,5.5,12.25,7.33333333333,2,3,1875,66303725.6159,-108046380.085,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,2,1480,12278258.0186,-4909592.70479,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
3,10,2,3,2,3.33333333333,0.666666666667,3.33333333333,1.0,1,3,105,19647193.7777,-9822596.81147,bugged
1,31,0,1,0,31.0,0.0,31.0,0,0,1,21,76131442.629,7231.658831,valid
2,8,8,1,1,4.0,4.0,8.0,8.0,0,2,51,-1264.62287037,-39295296.8931,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
2,17,1,2,1,8.5,0.5,8.5,1.0,1,2,155,39294433.1893,-4909088.76328,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,53,7367877.24642,381.555624999,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,71,7367898.10243,360.699618055,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,3,1,1,1.0,1.5,2.0,3.0,0,1,189,-2456253.20624,-14735875.5238,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,1,2,1,1.0,0.5,1.0,1.0,1,1,216,2455882.25407,-4911584.68853,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,1,53,7367988.47569,-4911843.86934,valid
5,34,29,5,5,6.8,5.8,6.8,5.8,2,2,762,12279791.7174,-142444271.912,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1466,14733909.6223,2607.98180556,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
3,2,6,2,3,0.666666666667,2.0,1.0,2.0,0,2,725,-9823372.3724,-29470909.0478,valid
2,16,0,2,0,8.0,0.0,8.0,0,1,2,1489,39293735.3413,3644.93629629,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,3042.64543981,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,13,7367877.13861,381.6634375,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,0,2,0,3.0,0.0,3.0,0,1,2,72,14736008.5558,509.048333332,bugged
3,3,7,2,3,1.0,2.33333333333,1.5,2.33333333333,0,2,725,-9823372.3724,-34382529.7685,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,34,7367754.94958,503.852465278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,39,26,3,2,13.0,8.66666666667,13.0,13.0,1,2,718,31925443.6427,-127703419.145,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,32,14735976.9514,540.652708333,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,682,7367314.19556,-14733917.5558,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,99,12279999.2764,432.060358798,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,5,0,1,0,5.0,0.0,5.0,0,0,1,53,12279795.4107,635.926041666,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1466,24556516.0372,4346.63634259,valid
1,40,0,1,0,40.0,0.0,40.0,0,0,1,245,98240042.4736,3408.22037038,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,1466,29467819.2446,5215.96361111,valid
1,41,0,1,0,41.0,0.0,41.0,0,0,1,1466,100681715.752,17821.2090046,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,127,7367652.03767,606.764374999,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
5,57,22,5,4,11.4,4.4,11.4,5.5,3,3,287,85957306.1398,-108054044.822,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,56,0,1,0,56.0,0.0,56.0,0,0,1,1466,137516489.808,24341.1635185,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,34,12280285.4892,145.847511573,valid
3,12,8,3,2,4.0,2.66666666667,4.0,4.0,1,2,718,9823213.42852,-39293359.7369,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,5,1,2,1,2.5,0.5,2.5,1.0,1,2,8,9823860.00912,-4911015.40894,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,8,1,2,1,4.0,0.5,4.0,1.0,1,2,147,17191169.5422,-4910333.69587,bugged
4,40,37,4,2,10.0,9.25,10.0,18.5,2,2,744,7367272.92302,-181730131.088,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,71,7367898.10243,360.699618055,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
4,19,3,4,3,4.75,0.75,4.75,1.0,1,3,74,39296400.876,-14734659.702,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,10,1,2,1,5.0,0.5,5.0,1.0,0,1,33,22103965.4271,-4911231.60807,valid
2,11,4,2,2,5.5,2.0,5.5,2.0,1,1,27,17192520.4148,-19648568.4846,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,18,0,1,0,18.0,0.0,18.0,0,0,1,11,44208053.7719,1499.04041667,bugged
1,22,0,1,0,22.0,0.0,22.0,0,0,1,1466,54024335.2817,9562.5999537,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,1,2,718,7367410.07139,-29470019.8027,bugged
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,3042.64543981,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,2,101,12279911.4942,-4911479.86802,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,33,4,3,2,11.0,1.33333333333,11.0,2.0,2,2,194,71221591.4048,-19643415.0142,valid
2,6,3,2,1,3.0,1.5,3.0,3.0,0,2,1853,7366954.81115,-14733558.1714,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1466,12278258.0186,2173.3181713,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,28,7,4,2,7.0,1.75,7.0,3.5,1,3,861,51576053.2724,-34381481.6523,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,12,7367925.0375,333.76454861,valid
5,9,6,5,4,1.8,1.2,1.8,1.5,3,1,362,7367812.51519,-29470694.988,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
3,3,3,3,3,1.0,1.0,1.0,1.0,0,1,215,0.0,-14735572.6698,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,34,14735509.8992,1007.70493056,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,42,20,3,2,14.0,6.66666666667,14.0,10.0,2,2,233,54029545.3348,-98235872.8279,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,34,7367754.94958,503.852465278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,62,9823980.20384,364.865555555,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,114,-143.984930554,-14735898.4778,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,91,9823449.23972,895.829675926,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,53,12279795.4107,635.926041666,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,10,5,2,1,5.0,2.5,5.0,5.0,0,1,119,12278911.7613,-24558551.7379,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,32,7367988.47569,270.326354166,valid
3,2,2,2,2,0.666666666667,0.666666666667,1.0,1.0,0,2,100,-1.37479166593,-9823294.13028,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1466,19645212.8297,3477.30907407,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,47,50,4,4,11.75,12.5,11.75,12.5,2,2,58,-7367400.25705,-245603455.399,bugged
1,9,0,1,0,9.0,0.0,9.0,0,0,1,28,22102759.7582,2016.64791666,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,139,7367683.05271,575.749340277,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1466,12278258.0186,2173.3181713,valid
2,5,3,2,1,2.5,1.5,2.5,3.0,0,1,64,4911986.33919,-14736024.1333,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
2,28,9,2,1,14.0,4.5,14.0,9.0,0,2,1853,46657380.4706,-44196327.8778,bugged
2,4,0,2,0,2.0,0.0,2.0,0,0,2,1510,9822970.94116,1374.12824074,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,13,14,1,1,13.0,14.0,13.0,14.0,0,1,677,-2455810.36038,-68762965.9977,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,2,0,1,0.0,2.0,0,2.0,0,1,99,-4911999.71056,-9824172.24525,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
2,24,0,2,0,12.0,0.0,12.0,0,1,1,185,58941628.2288,4442.18755787,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,11,27015805.7279,1143.21293981,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,15,0,1,0,15.0,0.0,15.0,0,0,1,1466,36834774.0557,6519.95451389,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,15,29472015.0992,1020.10902778,valid
1,41,0,1,0,41.0,0.0,41.0,0,0,1,1466,100681715.752,17821.2090046,valid
1,29,0,1,0,29.0,0.0,29.0,0,0,1,1466,71213896.5077,12605.2453935,valid
3,115,24,3,2,38.3333333333,8.0,38.3333333333,12.0,1,3,1880,223464295.938,-117840329.255,bugged
2,40,20,2,1,20.0,10.0,20.0,20.0,0,2,1853,49113032.0743,-98223721.1426,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,41,12280035.6567,395.680092592,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
5,6,6,4,4,1.2,1.2,1.5,1.5,0,2,1874,-1216.48239584,-29469774.2281,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,30,29,2,1,15.0,14.5,15.0,29.0,1,2,89,2455883.48529,-142442999.465,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,1853,7366954.81115,-4910316.72986,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1466,14733909.6223,2607.98180556,valid
4,73,66,4,3,18.25,16.5,18.25,22.0,1,2,739,17190495.0316,-324164024.19,valid
6,38,38,6,6,6.33333333333,6.33333333333,6.33333333333,6.33333333333,3,3,762,-20.058715269,-186652447.432,valid
1,43,0,1,0,43.0,0.0,43.0,0,0,1,1466,105593018.96,18690.5362732,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,1466,22100864.4334,3911.97270833,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1466,19645212.8297,3477.30907407,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,3042.64543981,valid
1,17,0,1,0,17.0,0.0,17.0,0,0,1,1466,41746077.2632,7389.2817824,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,768,7367999.56583,-4911361.48455,valid
1,14,0,1,0,14.0,0.0,14.0,0,0,1,1466,34379122.452,6085.29087963,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,9,6,3,2,3.0,2.0,3.0,3.0,1,2,718,7367410.07139,-29470019.8027,bugged
1,0,3,0,1,0.0,3.0,0,3.0,0,1,91,-7367586.92979,-14735845.7318,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,127,0.0,-9823536.05023,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1466,27012167.6409,4781.29997685,valid
5,50,12,5,4,10.0,2.4,10.0,3.0,2,3,805,93324140.2274,-58933924.4427,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
3,45,4,3,2,15.0,1.33333333333,15.0,2.0,1,3,78,100696801.494,-19645552.3717,bugged
2,4,1,2,1,2.0,0.5,2.0,1.0,0,2,1481,7366954.81115,-4910462.97968,valid
3,24,16,3,2,8.0,5.33333333333,8.0,8.0,1,2,718,19646426.857,-78586719.4738,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1466,12278258.0186,2173.3181713,valid
6,73,29,6,3,12.1666666667,4.83333333333,12.1666666667,9.66666666667,2,3,1929,108057904.057,-142428240.845,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,27,1,2,1,13.5,0.5,13.5,1.0,1,2,146,63856229.4484,-4910102.81343,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,1738.65453704,valid
1,40,0,1,0,40.0,0.0,40.0,0,0,1,1466,98226064.1486,17386.5453704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,11,0,1,0,11.0,0.0,11.0,0,0,1,1466,27012167.6409,4781.29997685,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,9,0,1,0,9.0,0.0,9.0,0,0,1,71,22103694.3073,1082.09885417,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,1303.99090278,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,43,0,1,0,43.0,0.0,43.0,0,0,1,34,105604487.611,7221.88533564,valid
1,0,5,0,1,0.0,5.0,0,5.0,0,1,41,-12280035.6567,-24560466.9934,valid
