% []
@RELATION base

@ATTRIBUTE tot_changes_Methods NUMERIC
@ATTRIBUTE sum_insert_Methods NUMERIC
@ATTRIBUTE sum_delets_Methods NUMERIC
@ATTRIBUTE count_insert_Methods NUMERIC
@ATTRIBUTE count_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_Methods NUMERIC
@ATTRIBUTE avg_delets_Methods NUMERIC
@ATTRIBUTE avg_insert_nonzero_Methods NUMERIC
@ATTRIBUTE avg_delets_nonzero_Methods NUMERIC
@ATTRIBUTE tot_bugs_Methods NUMERIC
@ATTRIBUTE tot_developers_Methods NUMERIC
@ATTRIBUTE change_set_Methods NUMERIC
@ATTRIBUTE age_Methods NUMERIC
@ATTRIBUTE age2_Methods NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
5,58,11,4,2,11.6,2.2,14.5,5.5,2,2,113,115443548.035,-53982473.3763,bugged
1,7,0,1,0,7.0,0.0,7.0,0,0,1,93,17194352.0813,8248.07229167,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,1,1,1,2.0,1.0,2.0,1.0,0,1,6,2456285.80778,-4911343.11567,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7369819.10399,2723.81899306,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,25,24,1,1,12.5,12.0,25.0,24.0,0,2,111,2447831.33231,-117906008.24,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,15,0,1,0,15.0,0.0,15.0,0,0,1,151,36862258.6026,456.01232639,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,25,9825120.34681,4936.88384259,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
8,27,0,8,0,3.375,0.0,3.375,0,1,3,536,66317719.7426,35166.564294,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,25,3,2,1,12.5,1.5,12.5,3.0,0,2,146,54046297.7128,-14722997.125,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,19,7372367.52951,175.393472224,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,1,1,111,12280997.3646,-4906776.42868,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,50,7368822.04299,3720.88,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,114,9824965.03657,5092.19407407,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,16,0,1,0,16.0,0.0,16.0,0,0,1,1466,39290425.6594,29803.2631482,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,50,12282974.9932,4596.54513889,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7369368.96205,3173.9609375,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,19,0,1,0,19.0,0.0,19.0,0,0,1,15,46679409.7132,13362.132419,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,2,2,1,1,2.0,2.0,2.0,2.0,0,1,677,0.0,-9823241.44153,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,10,0,1,0,10.0,0.0,10.0,0,0,1,227,24568635.655,6507.42164352,bugged
15,61,36,14,14,4.06666666667,2.4,4.35714285714,2.57142857143,11,3,1025,61408284.8137,-176825217.226,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,50,7368822.04299,3720.88,valid
1,6,2,1,1,6.0,2.0,6.0,2.0,0,1,52,9824232.63227,-9818408.03389,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,6,0,1,0,6.0,0.0,6.0,0,0,1,335,14736637.1466,8448.699375,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,41,-7368021.39399,-14740564.317,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,28,9825188.09116,4869.13949074,valid
3,43,20,3,2,14.3333333333,6.66666666667,14.3333333333,10.0,0,3,160,56495480.3046,-98251896.5991,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,4,1,2,1,2.0,0.5,2.0,1.0,1,2,111,7368276.74563,-4910645.47523,valid
4,20,19,4,3,5.0,4.75,5.0,6.33333333333,1,2,868,2455886.29378,-93320572.291,bugged
2,10,0,2,0,5.0,0.0,5.0,0,0,2,72,24560523.2667,14619.8099537,valid
2,27,1,2,1,13.5,0.5,13.5,1.0,0,2,117,63855996.2372,-4872770.75708,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,53,7367877.24642,4665.6765625,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
7,204,27,7,6,29.1428571429,3.85714285714,29.1428571429,4.5,2,4,179,434714781.971,-132365680.67,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,20,7369227.95424,3314.96875,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,48,19658247.8802,1866.58111111,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,7450.81578704,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,7,2,2,1,3.5,1.0,3.5,2.0,0,1,103,12281550.1528,-9820671.44225,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,227,7370590.69649,1952.22649306,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,1466,9822606.41486,7450.81578704,valid
1,12,0,1,0,12.0,0.0,12.0,0,0,1,227,29482362.786,7808.90597222,valid
3,9,3,3,2,3.0,1.0,3.0,1.5,0,3,219,14735262.1013,-14726867.8644,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,67,7372517.86524,25.0577430557,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,20,0,1,0,20.0,0.0,20.0,0,0,1,1466,49113032.0743,37254.0789352,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,5,1,2,1,2.5,0.5,2.5,1.0,0,2,177,9824071.7031,-4906210.61081,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,114,19649930.0731,10184.3881481,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,8,0,2,0,4.0,0.0,4.0,0,0,1,77,19649789.2911,10325.1701852,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,42,7372367.51389,175.409097222,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,0,3,0,1,0.0,3.0,0,3.0,0,1,91,-7367586.92979,-14740129.8528,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,5588.11184028,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,31,12283887.3167,3684.22164352,valid
3,104,46,3,2,34.6666666667,15.3333333333,34.6666666667,23.0,0,3,49,142488531.786,-225988579.746,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,4,14738989.4813,6096.36465278,valid
1,23,0,1,0,23.0,0.0,23.0,0,0,1,27,56501684.1838,21144.8924074,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,30,3,2,1,15.0,1.5,15.0,3.0,0,2,232,66316240.9078,-14703521.5328,valid
6,16,14,6,6,2.66666666667,2.33333333333,2.66666666667,2.33333333333,0,3,826,4912425.02603,-68769167.7307,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,17,7369132.00559,3410.91739583,valid
1,22,0,1,0,22.0,0.0,22.0,0,0,1,181,54042039.055,23275.7135417,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,2,0,1,0,2.0,0.0,2.0,0,0,1,93,4913176.44648,1852.16884259,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,42,9825837.34931,4219.88134259,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,8,0,1,0,8.0,0.0,8.0,0,0,1,1466,19645212.8297,14901.6315741,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,27,7369784.89354,2758.02944444,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,16,1,1,1,8.0,0.5,16.0,1.0,0,1,152,36842503.3098,-4892137.21457,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,19,7372367.52951,175.393472224,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,26,15,2,1,13.0,7.5,13.0,15.0,0,2,160,27022266.6429,-73687255.9559,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,44,17,2,1,22.0,8.5,22.0,17.0,0,2,160,66327587.6314,-83498700.9147,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,6,0,1,0,6.0,0.0,6.0,0,0,1,1466,14733909.6223,11176.2236806,valid
2,26,0,2,0,13.0,0.0,13.0,0,1,2,341,63885276.4577,10095.5415046,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,10,2,2,1,5.0,1.0,5.0,2.0,0,2,103,19654979.0117,-9823400.26634,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,4,0,1,0,4.0,0.0,4.0,0,0,1,44,9826351.45616,3705.77449074,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,11,0,1,0,11.0,0.0,11.0,0,0,1,85,27019143.6322,13513.7520833,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,11,0,2,0,5.5,0.0,5.5,0,0,2,101,27026751.4784,5905.90584491,bugged
1,23,0,1,0,23.0,0.0,23.0,0,0,1,31,56505881.6567,16947.4195602,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,1,134,12282085.702,-4907973.03444,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,8,2,2,1,4.0,1.0,4.0,2.0,0,1,277,14741190.2039,-9823593.86381,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,3,2,1,1,1.5,1.0,3.0,2.0,0,2,51,2455560.86117,-9822186.93249,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,335,17192743.3377,9856.8159375,valid
2,4,2,2,1,2.0,1.0,2.0,2.0,1,2,36,4912968.48465,-9825929.01174,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7369368.96205,3173.9609375,bugged
1,10,0,1,0,10.0,0.0,10.0,0,0,1,335,24561061.911,14081.165625,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,114,-143.984930554,-14735898.4778,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,5,0,1,0,5.0,0.0,5.0,0,0,1,76,12286072.4617,1499.0765625,valid
1,28,0,1,0,28.0,0.0,28.0,0,0,1,24,68790116.6944,20283.9200926,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,45,23,2,1,22.5,11.5,22.5,23.0,0,2,13,54040349.2143,-112984343.266,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,6,0,1,0,6.0,0.0,6.0,0,0,1,21,14744654.0671,431.778888891,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,227,24568635.655,6507.42164352,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,181,7369368.96205,3173.9609375,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,335,7368318.5733,4224.3496875,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,165,9824392.27671,5664.95393519,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,24,9824064.71824,5992.51240741,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
3,8,4,2,1,2.66666666667,1.33333333333,4.0,4.0,1,1,132,9826017.83755,-19648582.8422,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,11,9827991.48523,2065.74541667,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,19,7372367.52951,175.393472224,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
4,5,2,4,2,1.25,0.5,1.25,1.0,2,3,164,7371005.92721,-9823243.99927,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
2,6,6,1,1,3.0,3.0,6.0,6.0,1,2,172,-7287.82243056,-29479286.0858,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,13038.9276273,valid
4,26,19,4,3,6.5,4.75,6.5,6.33333333333,0,3,179,17192969.9817,-93361398.7763,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,48,9824368.99417,5688.23648148,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,1466,17189561.226,13038.9276273,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,53,6,4,3,13.25,1.5,13.25,2.0,0,4,184,115435588.948,-29412495.1325,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,19,0,1,0,19.0,0.0,19.0,0,0,1,1466,46657380.4706,35391.3749884,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
8,55,15,8,7,6.875,1.875,6.875,2.14285714286,0,2,868,98234387.7028,-73619527.1085,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,37,17196712.4486,5887.70502315,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
4,28,8,4,3,7.0,2.0,7.0,2.66666666667,1,2,265,49129569.4661,-39285639.8052,bugged
1,2,0,1,0,2.0,0.0,2.0,0,0,1,37,4914828.93204,199.683287038,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,18,10,3,2,6.0,3.33333333333,6.0,5.0,1,1,90,19648753.9047,-49115224.5063,valid
2,20,8,1,1,10.0,4.0,20.0,8.0,0,2,92,29467232.4064,-39293556.4748,valid
1,4,0,1,0,4.0,0.0,4.0,0,0,1,48,9824368.99417,5688.23648148,bugged
2,9,3,2,1,4.5,1.5,4.5,3.0,0,2,22,14741502.077,-14737961.9547,bugged
3,6,2,3,2,2.0,0.666666666667,2.0,1.0,2,1,127,9823536.05023,-9817039.54919,valid
7,35,135,6,7,5.0,19.2857142857,5.83333333333,19.2857142857,3,2,862,-245592505.226,-663255819.452,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,30,3,2,1,15.0,1.5,15.0,3.0,1,1,65,66315210.5282,-14703196.6181,valid
2,36,1,2,1,18.0,0.5,18.0,1.0,1,2,77,85989170.9617,-4890438.11384,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,9,1,1,1,4.5,0.5,9.0,1.0,0,1,77,19649225.4827,-4901671.10583,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,6,0,1,0,6.0,0.0,6.0,0,0,1,108,14742014.1808,3071.66513889,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,3,3,1,1,1.5,1.5,3.0,3.0,0,1,280,-214.311597222,-14737400.0295,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,5588.11184028,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
6,126,15,6,5,21.0,2.5,21.0,3.0,0,3,753,272627470.42,-73540496.3817,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,1466,7366954.81115,5588.11184028,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,69,7370617.12937,1925.79361111,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,7,0,1,0,7.0,0.0,7.0,0,0,1,114,17193688.814,8911.33962963,valid
3,6,3,2,1,2.0,1.0,3.0,3.0,0,1,36,7368825.24778,-14733872.304,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,53,7370036.2899,2506.63309028,valid
1,2,0,1,0,2.0,0.0,2.0,0,0,1,67,4915011.91016,16.7051620372,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,87,7368533.50948,4009.41350695,valid
2,11,1,2,1,5.5,0.5,5.5,1.0,0,2,232,24561570.7066,-4899816.60727,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
1,11,0,1,0,11.0,0.0,11.0,0,0,1,18,27025773.5281,6883.85614584,valid
1,9,7,1,1,9.0,7.0,9.0,7.0,0,1,8,4912563.6513,-34385480.595,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,2,2,1,1,1.0,1.0,2.0,2.0,0,2,108,-100.257569444,-9829923.56275,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1466,12278258.0186,9313.5197338,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,48,7371842.95507,699.967916667,valid
1,111,0,1,0,111.0,0.0,111.0,0,0,1,10,272714676.871,69411.2792708,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,10,0,1,0,10.0,0.0,10.0,0,0,1,1466,24556516.0372,18627.0394676,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
1,3,0,1,0,3.0,0.0,3.0,0,0,1,14,7372452.97316,89.9498263905,bugged
1,5,0,1,0,5.0,0.0,5.0,0,0,1,1466,12278258.0186,9313.5197338,valid
1,157,0,1,0,157.0,0.0,157.0,0,0,1,1466,385537301.783,292444.519641,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,47,2,2,1,23.5,1.0,23.5,2.0,1,2,84,110520056.622,-9757242.13491,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
7,34,29,7,6,4.85714285714,4.14285714286,4.85714285714,4.83333333333,3,4,1127,12285679.6031,-142490181.043,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
17,105,61,16,16,6.17647058824,3.58823529412,6.5625,3.8125,9,4,1457,108113638.315,-299668318.949,bugged
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
2,6,1,2,1,3.0,0.5,3.0,1.0,0,2,139,12282402.4623,-4908575.6769,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
3,20,2,3,2,6.66666666667,0.666666666667,6.66666666667,1.0,0,3,130,44222168.3094,-9814545.8731,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,valid
